,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeDT,homeNT,homeRDE,homeSLB,homeMLB,homeWLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayUT,awayNT,awayRDE,awaySLB,awayMLB,awayLCB,awayCB,awayRCB,awaySS,awayFS,awayDT,awayOLB,awayS,homeDE,homeLILB,homeLOLB,homeRILB,homeROLB,awayILB,homeFB,awayDB,awayLDT,awayRDT,awayWLB,homeCB,awayHB,awayLOT,awayROT,homeDB,homeILB,homeLDT,homeRDT,homeJLB,awayDE,homeOLB,homeLB,awayLOLB,awayROLB,homeHB,awayDL,awayLB,awayOL,homeDL,homeOL,awayMIKE,awaySAM,awayTED,awayWILL,away63,awayMILB,awayMOLB,awayRUSH,homeEND,homeMIKE,homeS,homeT,homeWILL,homeLOT,homeROT,awayJLB,homeBLB,awayLILB,awayRILB,homeUT,homeMILB,homeMOLB,homeH-B,homeSAM,homeTED,homeRUSH,awayH-B,awayEND,awayT,awayBLB,awayNB,home3CB,home33,awaySCB,awayNE,homeNE,homeNDB,homeMCB,homeLLB,homeRLB,homeNB
207,2010,December 13,14,Houston Texans,Baltimore Ravens,Gary Kubiak,John Harbaugh,5-8,9-4,retractable roof (closed),grass ,Baltimore Ravens -3.0,47.0 (over),Matt Schaub,Arian Foster,Andre Johnson,Owen Daniels,Duane Brown,Wade Smith,Chris Myers,Mike Brisiel,Eric Winston,Antonio Smith,Amobi Okoye,Shaun Cody,Mario Williams,Brian Cushing,Kevin Bentley,Darryl Sharpton,Glover Quin,Kareem Jackson,Bernard Pollard,Eugene Wilson,Joe Flacco,Ray Rice,Le'Ron McClain,Derrick Mason,Chris Chester,Michael Oher,Ben Grubbs,Matt Birk,Marshal Yanda,,,,Kelly Gregg,,,,Chris Carr,,Josh Wilson,Dawan Landry,Ed Reed,Haloti Ngata,,,,,,,,,,,,,,,,,,,,,,,Cory Redding,,,,,,,,,,,Ray Lewis,Jarret Johnson,,Jameel McClain,,,,Terrell Suggs,,,,,,,,,,,,,,,,,,,,,Oniel Cousins,,,,,,,,,,,,
208,2010,December 16,15,San Diego Chargers,San Francisco 49ers,Norv Turner,Mike Singletary,8-6,5-9,outdoors,grass ,San Diego Chargers -10.5,45.0 (under),Philip Rivers,Ryan Mathews,Legedu Naanee,Randy McMichael,Marcus McNeill,Kris Dielman,Nick Hardwick,Tyronne Green,Jeromey Clary,,Antonio Garay,,,,,,Quentin Jammer,Antoine Cason,,Eric Weddle,Alex Smith,Brian Westbrook,,Josh Morgan,Vernon Davis,Barry Sims,Mike Iupati,David Baas,Chilo Rachal,Anthony Davis,,,Aubrayo Franklin,,,,Shawntae Spencer,,Nate Clements,Reggie Smith,Dashon Goldson,,,,Jacques Cesaire,,,,,,Jacob Hester,,Isaac Sopoaga,Justin Smith,,,,,,,Kevin Burnett,,,,,Antwan Applewhite,,,,,,,,,,Patrick Willis,Manny Lawson,Takeo Spikes,Parys Haralson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2010,December 19,15,St. Louis Rams,Kansas City Chiefs,Steve Spagnuolo,Todd Haley,6-8,9-5,dome,astroplay ,St. Louis Rams -3.0,42.5 (under),Sam Bradford,,Brandon Gibson,Billy Bajema,Rodger Saffold,Jacob Bell,Jason Brown,Adam Goldberg,Jason Smith,Chris Long,,,James Hall,David Vobora,James Laurinaitis,Chris Chamberlain,Ron Bartell,Bradley Fletcher,Craig Dahl,O.J. Atogwe,Matt Cassel,Jamaal Charles,Tim Castille,Terrance Copper,Tony Moeaki,Branden Albert,Brian Waters,Casey Wiegmann,Ryan Lilja,Barry Richardson,,,Ron Edwards,Glenn Dorsey,,,Brandon Flowers,,Brandon Carr,Eric Berry,Kendrick Lewis,Shaun Smith,,,,,,,,,Brit Miller,,,,,,,,,,,Fred Robbins,Gary Gibson,,,,,Mike Vrabel,Tamba Hali,Steven Jackson,,,,,,,,,,,,,,,,,,,,,,,Jovan Belcher,Derrick Johnson,,,,,,,,,,,,,,,,,,,,,,
210,2010,December 19,15,Miami Dolphins,Buffalo Bills,Tony Sparano,Chan Gailey,7-7,4-10,outdoors,grass ,Miami Dolphins -5.5,40.0 (under),Chad Henne,Ronnie Brown,Davone Bess,Anthony Fasano,Jake Long,Richie Incognito,Joe Berger,John Jerry,Lydon Murtha,Kendall Langford,,Paul Soliai,Randy Starks,Benny Sapp,,Cameron Wake,Vontae Davis,Sean Smith,Yeremiah Bell,Reshad Jones,Ryan Fitzpatrick,Fred Jackson,David Nelson,Donald Jones,David Martin,Demetress Bell,Andy Levitre,Eric Wood,Chad Rinehart,Mansfield Wrotto,Marcus Stroud,,Kyle Williams,Spencer Johnson,Chris Kelsay,Akin Ayodele,Leodis McKelvin,,Drayton Florence,Donte Whitner,Jairus Byrd,,,,,,,,,,Lousaka Polite,,,,Paul Posluszny,,,,,,Karlos Dansby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arthur Moats,,,,,,,,,,,,,,,,,,,,,,,,,
211,2010,December 19,15,Cincinnati Bengals,Cleveland Browns,Marvin Lewis,Eric Mangini,3-11,5-9,outdoors,fieldturf ,Pick,41.0 (under),Carson Palmer,,Jerome Simpson,Reggie Kelly,,Nate Livings,Kyle Cook,Bobbie Williams,,Robert Geathers,Pat Sims,Domata Peko,Michael Johnson,Rey Maualuga,Dhani Jones,Keith Rivers,Johnathan Joseph,Leon Hall,Roy Williams,Reggie Nelson,Colt McCoy,Peyton Hillis,Lawrence Vickers,Mohamed Massaquoi,Ben Watson,Joe Thomas,Eric Steinbach,Alex Mack,Floyd Womack,John St. Clair,Kenyon Coleman,,Ahtyba Rubin,Brian Schaefering,,,Joe Haden,,Sheldon Brown,,,,Matt Roth,T.J. Ward,,,,,,Chris Gocong,,,,,,,,,,,,,,,,,,,,Cedric Benson,,,,,,,,,,,,,,,,,,,Andrew Whitworth,Dennis Roland,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2010,December 19,15,Tennessee Titans,Houston Texans,Jeff Fisher,Gary Kubiak,6-8,5-9,outdoors,grass ,Tennessee Titans -1.0,47.0 (over),Kerry Collins,Chris Johnson,Kenny Britt,Craig Stevens,Michael Roos,Leroy Harris,Fernando Velasco,Jake Scott,David Stewart,,Jason Jones,,,,Stephen Tulloch,,,,Chris Hope,Michael Griffin,Matt Schaub,,,Andre Johnson,Owen Daniels,Duane Brown,Wade Smith,Chris Myers,Antoine Caldwell,Eric Winston,Antonio Smith,,Shaun Cody,Tim Jamison,Brian Cushing,Kevin Bentley,Glover Quin,,Kareem Jackson,Bernard Pollard,Eugene Wilson,Amobi Okoye,,,Jason Babin,,,,,,,,,,Darryl Sharpton,Jason McCourty,,,,,,,,,,Will Witherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2010,December 19,15,Indianapolis Colts,Jacksonville Jaguars,Jim Caldwell,Jack Del Rio,8-6,8-6,retractable roof (closed),fieldturf ,Indianapolis Colts -4.5,48.0 (over),Peyton Manning,Donald Brown,Reggie Wayne,Jacob Tamme,Charlie Johnson,Kyle DeVan,Jeff Saturday,Mike Pollak,Ryan Diem,Robert Mathis,,,Dwight Freeney,Pat Angerer,Gary Brackett,Kavell Conner,Justin Tryon,Jacob Lacey,Aaron Francisco,Antoine Bethea,David Garrard,Maurice Jones-Drew,Greg Jones,Mike Sims-Walker,Zach Miller,Eugene Monroe,Vince Manuwai,Brad Meester,Uche Nwaneri,Jordan Black,,,,,,,,Rashean Mathis,,Sean Considine,Don Carey,Terrance Knighton,,,,,,,,,,,,,,,,,,,,Daniel Muir,Fili Moala,,Austen Lane,,,,,,,Kirk Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2010,December 19,15,Dallas Cowboys,Washington Redskins,Jason Garrett,Mike Shanahan,5-9,5-9,retractable roof (open),matrixturf,Dallas Cowboys -9.5,44.5 (over),Jon Kitna,Felix Jones,Sam Hurd,Jason Witten,Doug Free,Kyle Kosier,Andre Gurode,Leonard Davis,Marc Colombo,Stephen Bowen,,Jay Ratliff,Igor Olshansky,Anthony Spencer,,DeMarcus Ware,Terence Newman,Mike Jenkins,Gerald Sensabaugh,Alan Ball,Rex Grossman,Ryan Torain,,Anthony Armstrong,Chris Cooley,Trent Williams,Kory Lichtensteiger,Casey Rabach,Will Montgomery,Jammal Brown,Adam Carriker,,Anthony Bryant,Phillip Daniels,,,DeAngelo Hall,,Carlos Rogers,Reed Doughty,Kareem Moore,,,,,,,,,London Fletcher,Chris Gronkowski,,,,,,,,,,,,,,,,,Lorenzo Alexander,Brian Orakpo,,,,,,,,,,,,,,,,,,,,,,,,,,,Bradie James,Keith Brooking,,,,,,,,,,,,,,,,,,,
215,2010,December 19,15,Tampa Bay Buccaneers,Detroit Lions,Raheem Morris,Jim Schwartz,8-6,4-10,outdoors,grass ,Tampa Bay Buccaneers -4.0,43.0 (push),Josh Freeman,LeGarrette Blount,Mike Williams,John Gilmore,Donald Penn,Ted Larsen,Jeremy Zuttah,Derek Hardman,James Lee,Tim Crowder,Frank Okam,,Stylez G. White,,Barrett Ruud,Geno Hayes,E.J. Biggers,Ronde Barber,Sean Jones,Corey Lynch,Drew Stanton,Maurice Morris,,Calvin Johnson,Brandon Pettigrew,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Corey Hilliard,Cliff Avril,,,Turk McBride,,DeAndre Levy,Chris Houston,,Nathan Vasher,C.C. Brown,Louis Delmas,Corey Williams,Bobby Carpenter,,,,,,,,Earnest Graham,,,,,Myron Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2010,December 19,15,New York Giants,Philadelphia Eagles,Tom Coughlin,Andy Reid,9-5,10-4,outdoors,fieldturf,New York Giants -3.0,47.0 (over),Eli Manning,Brandon Jacobs,Hakeem Nicks,Kevin Boss,David Diehl,Rich Seubert,Shaun O'Hara,Chris Snee,Kareem McKenzie,Justin Tuck,,,Osi Umenyiora,,Jonathan Goff,Michael Boley,Corey Webster,Terrell Thomas,Kenny Phillips,Antrel Rolle,Michael Vick,LeSean McCoy,,DeSean Jackson,Brent Celek,Jason Peters,Todd Herremans,Mike McGlynn,Max Jean-Gilles,King Dunlap,Juqua Parker,,,Trent Cole,Moise Fokou,Jamar Chaney,Asante Samuel,,Dimitri Patterson,Quintin Mikell,Nate Allen,,,,,,,,,,Bear Pascoe,,Mike Patterson,Antonio Dixon,,,,,,Deon Grant,,Barry Cofield,Chris Canty,,,,,,,,,,,,,,,,Ernie Sims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2010,December 19,15,Baltimore Ravens,New Orleans Saints,John Harbaugh,Sean Payton,10-4,10-4,outdoors,fieldturf ,Baltimore Ravens -2.5,44.5 (over),Joe Flacco,Ray Rice,Derrick Mason,Ed Dickson,Michael Oher,Ben Grubbs,Matt Birk,Chris Chester,Marshal Yanda,,Haloti Ngata,Kelly Gregg,,,,,Chris Carr,Josh Wilson,Dawan Landry,Ed Reed,Drew Brees,Pierre Thomas,,Marques Colston,Jeremy Shockey,Jermon Bushrod,Carl Nicks,Jonathan Goodwin,Jahri Evans,Jon Stinchcomb,Alex Brown,,Remi Ayodele,Will Smith,Danny Clark,Jonathan Vilma,Jabari Greer,,Tracy Porter,Roman Harper,Malcolm Jenkins,Sedrick Ellis,,,Cory Redding,,,,,,Le'Ron McClain,,,,Scott Shanle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ray Lewis,,,Jameel McClain,,,,,,,,,,,Jarret Johnson,,Terrell Suggs,,,,,,,,,,,,,,,
218,2010,December 19,15,Carolina Panthers,Arizona Cardinals,John Fox,Ken Whisenhunt,2-12,4-10,outdoors,grass ,Carolina Panthers -2.5,37.5 (under),Jimmy Clausen,Jonathan Stewart,Jeff King,,Jordan Gross,Mackenzy Bernadeau,Ryan Kalil,Geoff Schwartz,Garry Williams,Charles Johnson,,,Tyler Brayton,James Anderson,Jon Beason,,Captain Munnerlyn,Richard Marshall,Charles Godfrey,Sherrod Martin,John Skelton,Jason Wright,,Early Doucet,,Levi Brown,Alan Faneca,Lyle Sendlein,Deuce Lutui,Jeremy Bridges,,,Bryan Robinson,,,,Dominique Rodgers-Cromartie,,Greg Toler,Adrian Wilson,Kerry Rhodes,Darnell Dockett,,,,,,,,Paris Lenon,Tony Fiammetta,,,,,Robert McClain,,,,,,Nick Hayden,Derek Landri,,Calais Campbell,,,Clark Haggans,Joey Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2010,December 19,15,Seattle Seahawks,Atlanta Falcons,Pete Carroll,Mike Smith,6-8,12-2,outdoors,fieldturf ,Atlanta Falcons -6.0,46.5 (over),Matt Hasselbeck,Marshawn Lynch,Mike Williams,Cameron Morrah,Russell Okung,Chester Pitts,Chris Spencer,Mike Gibson,Sean Locklear,Junior Siavii,,,Chris Clemons,,Lofa Tatupu,,Marcus Trufant,Kelly Jennings,Lawyer Milloy,Earl Thomas,Matt Ryan,Michael Turner,,Roddy White,Tony Gonzalez,Sam Baker,Justin Blalock,Todd McClure,Harvey Dahl,Tyson Clabo,Kroy Biermann,,,John Abraham,,Curtis Lofton,Brent Grimes,Brian Williams,Dunta Robinson,,,,Sean Weatherspoon,Thomas DeCoud,,,,,,,,,Jonathan Babineaux,Corey Peters,,,,,,,,Brandon Mebane,Colin Cole,,,Aaron Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2010,December 19,15,Pittsburgh Steelers,New York Jets,Mike Tomlin,Rex Ryan,10-4,10-4,outdoors,grass ,Pittsburgh Steelers -4.0,35.5 (over),Ben Roethlisberger,Rashard Mendenhall,Hines Ward,Matt Spaeth,Jonathan Scott,Chris Kemoeatu,Maurkice Pouncey,Ramon Foster,Flozell Adams,,,Casey Hampton,,,,,Bryant McFadden,Ike Taylor,Ryan Mundy,Ryan Clark,Mark Sanchez,LaDainian Tomlinson,Ben Hartsock,Braylon Edwards,Dustin Keller,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Wayne Hunter,,,Sione Pouha,,,,,Darrelle Revis,,,,,Bryan Thomas,Brodney Pool,Brett Keisel,James Farrior,LaMarr Woodley,Lawrence Timmons,James Harrison,,David Johnson,,,,,,,,,,,,,,,,,,,,,,,,,David Harris,,,Bart Scott,,,,,,,,,,,,,,,,,,,,,,,,Shaun Ellis,Mike DeVito,,,,,,,,,,,,
221,2010,December 19,15,Oakland Raiders,Denver Broncos,Tom Cable,Eric Studesville,7-7,3-11,outdoors,grass ,Oakland Raiders -8.0,42.0 (over),Jason Campbell,Darren McFadden,Jacoby Ford,Zach Miller,Jared Veldheer,Robert Gallery,Samson Satele,Cooper Carlisle,Langston Walker,,Tommy Kelly,,,,Rolando McClain,,,,Tyvon Branch,Michael Huff,Tim Tebow,Knowshon Moreno,Spencer Larsen,Eddie Royal,Richard Quinn,Ryan Clady,Zane Beadles,J.D. Walton,Chris Kuper,Ryan Harris,,,Jamal Williams,,,,Champ Bailey,,Andre' Goodman,,,,Jason Hunter,Renaldo Hill,Lamarr Houston,,,,,D.J. Williams,,,,,,Stanford Routt,,,,,,,,,Kevin Vickerson,Kamerion Wimbley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2010,December 19,15,New England Patriots,Green Bay Packers,Bill Belichick,Mike McCarthy,12-2,8-6,outdoors,fieldturf ,New England Patriots -14.5,43.5 (over),Tom Brady,BenJarvus Green-Ellis,Wes Welker,Rob Gronkowski,Matt Light,Logan Mankins,Dan Koppen,Dan Connolly,Sebastian Vollmer,Vince Wilfork,,Gerard Warren,Eric Moore,,,,Devin McCourty,Kyle Arrington,,,Matt Flynn,,,Greg Jennings,,Chad Clifton,Daryn Colledge,Scott Wells,Josh Sitton,Bryan Bulaga,Ryan Pickett,,B.J. Raji,Howard Green,,Desmond Bishop,Charles Woodson,,Tramon Williams,Charlie Peprah,Nick Collins,,,,,,,,,,,,,,,,,,,,Jerod Mayo,,,,,Gary Guyton,,Clay Matthews,Erik Walden,,,,,,,,,,,,,,,,,Brandon Meriweather,,,,,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,
223,2010,December 20,15,Minnesota Vikings,Chicago Bears,Leslie Frazier,Lovie Smith,5-9,10-4,outdoors,fieldturf,Chicago Bears -7.0,33.0 (over),Brett Favre,,Sidney Rice,Jim Kleinsasser,Bryant McKinnie,Chris DeGeare,John Sullivan,Ryan Cook,Phil Loadholt,Ray Edwards,,Pat Williams,Jared Allen,Chad Greenway,E.J. Henderson,Ben Leber,Antoine Winfield,Asher Allen,Husain Abdullah,Madieu Williams,Jay Cutler,Matt Forte,Brandon Manumaleuna,Devin Hester,Greg Olsen,Frank Omiyale,Chris Williams,Olin Kreutz,Roberto Garza,J'Marcus Webb,Israel Idonije,,Anthony Adams,Julius Peppers,Nick Roach,Brian Urlacher,Tim Jennings,,Charles Tillman,Danieal Manning,Chris Harris,Tommie Harris,,,,,,,,,,,,,Lance Briggs,,,,,,,,,,,,,,,Toby Gerhart,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Williams,,,,,,,,,,,,,,,,,,,,,
224,2010,December 23,16,Pittsburgh Steelers,Carolina Panthers,Mike Tomlin,John Fox,11-4,2-13,outdoors,grass ,Pittsburgh Steelers -14.5,38.0 (under),Ben Roethlisberger,Rashard Mendenhall,Matt Spaeth,Heath Miller,Jonathan Scott,Chris Kemoeatu,Maurkice Pouncey,Ramon Foster,Flozell Adams,,,Casey Hampton,,,,,Bryant McFadden,Ike Taylor,Ryan Mundy,Ryan Clark,Jimmy Clausen,Jonathan Stewart,Dante Rosario,David Gettis,Jeff King,Jordan Gross,Mackenzy Bernadeau,Ryan Kalil,Geoff Schwartz,Garry Williams,Charles Johnson,,,Tyler Brayton,James Anderson,Jon Beason,Andre Neblett,,Richard Marshall,Charles Godfrey,Sherrod Martin,,,,Brett Keisel,James Farrior,LaMarr Woodley,Lawrence Timmons,James Harrison,,David Johnson,,Nick Hayden,Derek Landri,Nic Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2010,December 25,16,Arizona Cardinals,Dallas Cowboys,Ken Whisenhunt,Jason Garrett,5-10,5-10,retractable roof (closed),grass ,Dallas Cowboys -7.5,45.0 (over),John Skelton,Tim Hightower,Steve Breaston,Stephen Spach,Levi Brown,Alan Faneca,Lyle Sendlein,Deuce Lutui,Jeremy Bridges,,Darnell Dockett,Bryan Robinson,,,,,Dominique Rodgers-Cromartie,Greg Toler,Adrian Wilson,Kerry Rhodes,Jon Kitna,Felix Jones,,Roy Williams,Martellus Bennett,Doug Free,Kyle Kosier,Andre Gurode,Leonard Davis,Marc Colombo,Stephen Bowen,,Jay Ratliff,Igor Olshansky,Anthony Spencer,,Terence Newman,,Mike Jenkins,Gerald Sensabaugh,Alan Ball,,,,Calais Campbell,,Clark Haggans,,,,Reagan Maui'a,,,,DeMarcus Ware,,,,,,Daryl Washington,,,,,,,,,,,,,,,,,,,,Bradie James,Keith Brooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2010,December 26,16,St. Louis Rams,San Francisco 49ers,Steve Spagnuolo,Mike Singletary,7-8,5-10,dome,astroplay ,St. Louis Rams -2.5,40.0 (over),Sam Bradford,,Laurent Robinson,Daniel Fells,Rodger Saffold,Jacob Bell,Jason Brown,Adam Goldberg,Jason Smith,Chris Long,,,James Hall,David Vobora,James Laurinaitis,Chris Chamberlain,Ron Bartell,Bradley Fletcher,Craig Dahl,O.J. Atogwe,Troy Smith,Brian Westbrook,Moran Norris,Michael Crabtree,Vernon Davis,Barry Sims,Mike Iupati,David Baas,Chilo Rachal,Anthony Davis,,,Aubrayo Franklin,,,,Shawntae Spencer,,Nate Clements,Reggie Smith,Dashon Goldson,,,,,,,,,,,,Isaac Sopoaga,Justin Smith,,,,,,,,Fred Robbins,Gary Gibson,,,,,,,Steven Jackson,,,,,,Patrick Willis,Manny Lawson,Takeo Spikes,Parys Haralson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2010,December 26,16,Cleveland Browns,Baltimore Ravens,Eric Mangini,John Harbaugh,5-10,11-4,outdoors,grass ,Baltimore Ravens -4.0,40.0 (under),Colt McCoy,Peyton Hillis,Mohamed Massaquoi,Alex Smith,Joe Thomas,Eric Steinbach,Alex Mack,Floyd Womack,John St. Clair,Travis Ivey,,Ahtyba Rubin,Kenyon Coleman,,,,Joe Haden,Sheldon Brown,,,Joe Flacco,Ray Rice,Le'Ron McClain,Anquan Boldin,Ed Dickson,Michael Oher,Ben Grubbs,Matt Birk,Chris Chester,Marshal Yanda,,,Kelly Gregg,,,,Chris Carr,,Josh Wilson,Dawan Landry,Ed Reed,Haloti Ngata,,,,,,,,,,,,,,,,,,,Chris Gocong,,,,Cory Redding,Matt Roth,,,,,,,,,,Ray Lewis,Jarret Johnson,,Jameel McClain,,,,Terrell Suggs,,,Abram Elam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2010,December 26,16,Chicago Bears,New York Jets,Lovie Smith,Rex Ryan,11-4,10-5,outdoors,grass ,Chicago Bears -3.0,36.0 (over),Jay Cutler,Matt Forte,Devin Hester,Greg Olsen,Frank Omiyale,Chris Williams,Olin Kreutz,Roberto Garza,J'Marcus Webb,Israel Idonije,Tommie Harris,Anthony Adams,Julius Peppers,Nick Roach,Brian Urlacher,Lance Briggs,Tim Jennings,Charles Tillman,Danieal Manning,Chris Harris,Mark Sanchez,LaDainian Tomlinson,Tony Richardson,Braylon Edwards,Ben Hartsock,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Wayne Hunter,,,Sione Pouha,,,,,Darrelle Revis,,,,,Calvin Pace,Dwight Lowery,,,,,,,Brandon Manumaleuna,,,,,,,,,,,,,,,,,,,,,,,,,David Harris,,,Bart Scott,,,,,,,,,,,,,,,,,,,,,,,,Shaun Ellis,Mike DeVito,,,,,,,,,,,,
229,2010,December 26,16,Buffalo Bills,New England Patriots,Chan Gailey,Bill Belichick,4-11,13-2,outdoors,astroplay ,New England Patriots -9.0,45.5 (under),Ryan Fitzpatrick,Fred Jackson,Donald Jones,David Martin,Demetress Bell,Andy Levitre,Eric Wood,Chad Rinehart,Mansfield Wrotto,Marcus Stroud,,,Chris Kelsay,,Paul Posluszny,,Leodis McKelvin,Drayton Florence,Donte Whitner,Jairus Byrd,Tom Brady,BenJarvus Green-Ellis,,Brandon Tate,Rob Gronkowski,Matt Light,Logan Mankins,Dan Koppen,Ryan Wendell,Sebastian Vollmer,Vince Wilfork,,Landon Cohen,Eric Moore,,,Devin McCourty,,Kyle Arrington,,,,Tully Banta-Cain,Brandon Meriweather,,,,,,Gary Guyton,,Jarrad Page,,,,,,,,,,Kyle Williams,Spencer Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arthur Moats,Akin Ayodele,
230,2010,December 26,16,Kansas City Chiefs,Tennessee Titans,Todd Haley,Jeff Fisher,10-5,6-9,outdoors,grass ,Kansas City Chiefs -4.0,42.5 (over),Matt Cassel,Dexter McCluster,Chris Chambers,Tony Moeaki,Branden Albert,Brian Waters,Casey Wiegmann,Ryan Lilja,Barry Richardson,Shaun Smith,,Ron Edwards,Glenn Dorsey,,,,Brandon Flowers,Brandon Carr,Eric Berry,Kendrick Lewis,Kerry Collins,Chris Johnson,,Kenny Britt,Craig Stevens,Michael Roos,Leroy Harris,Fernando Velasco,Jake Scott,David Stewart,,,,,,Stephen Tulloch,,Cortland Finnegan,,Chris Hope,Michael Griffin,Jason Jones,Will Witherspoon,,,Jovan Belcher,Mike Vrabel,Derrick Johnson,Tamba Hali,,Tim Castille,,,,,,,,,,,,,,Jacob Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2010,December 26,16,Jacksonville Jaguars,Washington Redskins,Jack Del Rio,Mike Shanahan,8-7,6-9,outdoors,grass ,Jacksonville Jaguars -6.5,45.0 (under),David Garrard,Rashad Jennings,Mike Thomas,Zach Miller,Eugene Monroe,Vince Manuwai,Brad Meester,Uche Nwaneri,Jordan Black,,Terrance Knighton,,,,,,,,Courtney Greene,Don Carey,Rex Grossman,Ryan Torain,,Santana Moss,Fred Davis,Trent Williams,Kory Lichtensteiger,Casey Rabach,Will Montgomery,Stephon Heyer,Adam Carriker,,Anthony Bryant,Vonnie Holliday,,,DeAngelo Hall,,Carlos Rogers,Kevin Barnes,Victor Harris,,,,Austen Lane,,,,,Rocky McIntosh,,,,,,Derek Cox,,,,,,,,,,,Kirk Morrison,Lorenzo Alexander,Andre Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2010,December 26,16,Miami Dolphins,Detroit Lions,Tony Sparano,Jim Schwartz,7-8,5-10,outdoors,grass ,Miami Dolphins -3.5,41.0 (over),Chad Henne,Ronnie Brown,Davone Bess,Anthony Fasano,Jake Long,Pat McQuistan,Richie Incognito,John Jerry,Lydon Murtha,Kendall Langford,,Paul Soliai,Randy Starks,Benny Sapp,,Cameron Wake,Vontae Davis,Sean Smith,Yeremiah Bell,Chris Clemons,Shaun Hill,Maurice Morris,,Calvin Johnson,Brandon Pettigrew,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Corey Hilliard,Cliff Avril,,,Turk McBride,,DeAndre Levy,Chris Houston,,Nathan Vasher,Amari Spievey,C.C. Brown,Corey Williams,Landon Johnson,,,,,,,,Mickey Shuler,,,,,,,,,,Channing Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2010,December 26,16,Oakland Raiders,Indianapolis Colts,Tom Cable,Jim Caldwell,7-8,9-6,outdoors,grass ,Indianapolis Colts -2.5,47.5 (over),Jason Campbell,Darren McFadden,Jacoby Ford,Zach Miller,Jared Veldheer,Robert Gallery,Samson Satele,Cooper Carlisle,Mario Henderson,,Kamerion Wimbley,,,,Rolando McClain,,,,Tyvon Branch,Michael Huff,Peyton Manning,Donald Brown,,Reggie Wayne,Brody Eldridge,Charlie Johnson,Kyle DeVan,Jeff Saturday,Mike Pollak,Ryan Diem,Robert Mathis,,,Dwight Freeney,Pat Angerer,Gary Brackett,Justin Tryon,,Jacob Lacey,Aaron Francisco,Antoine Bethea,,,,Lamarr Houston,,,,,,Marcel Reece,,Fili Moala,Antonio Johnson,Kavell Conner,Stanford Routt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Mitchell,,,,,,,,,,,,,,,,Jacob Tamme,,,,,,,,,,,,,,
