,date,week,year,seasonNumber,home,away,homeScore,awayScore,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeHB,homeFB,homeFL,homeSE,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeDE,homeNT,homeLOLB,homeLILB,homeRILB,homeROLB,homeLCB,homeRCB,homeSS,homeFS,awayOE,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayDT,awayNT,awaySLB,awayMLB,awayWLB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayLDT,awayLOLB,awayRDE,awayRDT,awayROLB,homeLDE,homeLDT,homeMLB,homeRB,homeRDE,homeRDT,homeWR,awayLLB,awayRLB,homeDT,homeOLB,homeILB,homeSLB,homeWLB,homeUT,awayBLB,awayUT,awayOLB,awayS,homeLLB,homeRLB,awayHB,homeMIKE,homeSAM,homeWILL,awayJLB,awayLILB,awayRILB,awayH-B,awayCB,awayILB,homeCB,homeDB,awayDE,homeLOT,homeROT,awayLB,homeH-B,homeOE,homeBLB,homeDL,homeS,homeJLB,awayFL,awaySE,awayLOT,awayROT,awaySAM,awayWILL,awayDB,awayTB,homeLB,homeNB,awayMIKE,homeXDB,awayDL
214,December 17,15,2006,87,Green Bay Packers,Detroit Lions,17,9,Mike McCarthy,Rod Marinelli,6-8,2-12,outdoors,grass,Green Bay Packers -6.0,45.0 (under),Brett Favre,,William Henderson,,,Bubba Franks,Chad Clifton,Daryn Colledge,Scott Wells,Jason Spitz,Tony Moll,,,,,,,Charles Woodson,Al Harris,Marquand Manuel,Nick Collins,,Jon Kitna,,,Casey Fitzsimmons,Dan Campbell,Jeff Backus,Rick DeMulling,Dominic Raiola,Frank Davis,Barry Stokes,Jared DeVries,,Anthony Bryant,Boss Bailey,Paris Lenon,Ernie Sims,Stanley Wilson,Dre' Bly,Kenoy Kennedy,Terrence Holt,10,19,20-58-0,32-139-2,16-26-135-0-2,20-37-174-0-3,6-51,1-10,84,164,142,303,1-1,2-1,3,4,6-37,9-69,2-12,7-15,0-2,0-0,26:26,33:34,,,Kalimba Edwards,,,Aaron Kampman,Corey Williams,,Ahman Green,Cullen Jenkins,Ryan Pickett,Greg Jennings,,,,,,,,,,Cory Redding,,,,,Arlen Harris,Nick Barnett,Brady Poppinga,A.J. Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,December 17,15,2006,87,Tennessee Titans,Jacksonville Jaguars,24,17,Jeff Fisher,Jack Del Rio,7-7,8-6,outdoors,grass,Jacksonville Jaguars -3.5,41.0 (push),Vince Young,,,,,Cooper Wallace,Michael Roos,Jacob Bell,Kevin Mawae,Benji Olson,David Stewart,,,,,,,Reynaldo Hill,Adam Jones,Chris Hope,Lamont Thompson,,David Garrard,Fred Taylor,Derrick Wimbush,Reggie Williams,Kyle Brady,Khalif Barnes,Vince Manuwai,Brad Meester,Chris Naeole,Maurice Williams,Paul Spicer,,,,Daryl Smith,,Rashean Mathis,Brian Williams,Gerald Sensabaugh,Deon Grant,23,5,41-193-1,16-41-0,22-37-233-1-3,8-15-85-0-0,4-30,3-28,203,57,396,98,1-1,1-0,4,0,2-25,4-40,10-19,0-8,0-2,0-1,44:22,15:38,Marcus Stroud,,Bobby McCray,John Henderson,,Kyle Vanden Bosch,Robaire Smith,Peter Sirmon,Travis Henry,Travis LaBoy,Albert Haynesworth,Brandon Jones,,,,,,,,,,,Nick Greisen,,David Thornton,Keith Bulluck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,December 17,15,2006,87,New Orleans Saints,Washington Redskins,10,16,Sean Payton,Joe Gibbs,9-5,5-9,dome,fieldturf,New Orleans Saints -9.5,47.0 (under),Drew Brees,,Mike Karney,,,Billy Miller,,Jamar Nesbit,Jeff Faine,Jahri Evans,Jon Stinchcomb,,Rodney Leisle,,,,,Mike McKenzie,Fred Thomas,Jay Bellamy,Josh Bullocks,,Jason Campbell,Ladell Betts,Mike Sellers,Santana Moss,Chris Cooley,Chris Samuels,Derrick Dockery,Casey Rabach,Randy Thomas,Todd Wade,Phillip Daniels,,,Marcus Washington,Lemar Marshall,Warrick Holdman,Shawn Springs,Carlos Rogers,Vernon Fox,Sean Taylor,19,15,31-161-0,24-71-1,13-28-204-1-0,21-38-207-0-1,1-11,2-8,193,199,354,270,2-0,0-0,0,1,3-15,4-16,5-13,8-17,0-0,1-2,29:37,30:23,Cornelius Griffin,,Andre Carter,Kedric Golston,,Charles Grant,,Mark Simoneau,Deuce McAllister,Will Smith,,Devery Henderson,,,Brian Young,,,Scott Fujita,Scott Shanle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,December 17,15,2006,87,Chicago Bears,Tampa Bay Buccaneers,34,31,Lovie Smith,Jon Gruden,12-2,3-11,outdoors,grass,Chicago Bears -13.5,35.0 (over),Rex Grossman,,Jason McKie,,,Desmond Clark,John St. Clair,Ruben Brown,Olin Kreutz,Roberto Garza,Fred Miller,,Ian Scott,,,,,Charles Tillman,Ricky Manning,Chris Harris,Danieal Manning,,Bruce Gradkowski,Cadillac Williams,Mike Alstott,Joey Galloway,Alex Smith,Anthony Davis,Sean Mahan,John Wade,Davin Joseph,Jeremy Trueblood,,Chris Hovan,,,Shelton Quarles,,Phillip Buchanon,Ronde Barber,Jermaine Phillips,Will Allen,11,27,19-57-1,34-134-2,25-46-305-3-1,29-44-339-2-0,2-5,4-27,300,312,357,446,2-1,3-1,2,1,9-73,8-79,6-18,5-16,0-0,0-0,29:27,41:56,,,,,,Adewale Ogunleye,,Brian Urlacher,Thomas Jones,Alex Brown,,Muhsin Muhammad,,,Alfonso Boone,,,Hunter Hillenmeyer,Lance Briggs,,,,Ryan Nece,,,,,,,,,,,,,,,,Greg Spires,,,,,,,,,,,,,,,,,,,,,,
218,December 17,15,2006,87,Minnesota Vikings,New York Jets,13,26,Brad Childress,Eric Mangini,6-8,8-6,dome,fieldturf,Minnesota Vikings -3.0,40.5 (under),Brad Johnson,,Jeff Dugan,,,Jim Kleinsasser,Bryant McKinnie,Steve Hutchinson,Matt Birk,Artis Hicks,Ryan Cook,,Pat Williams,,,,,Antoine Winfield,Cedric Griffin,Darren Sharper,Dwight Smith,,Chad Pennington,Leon Washington,B.J. Askew,Laveranues Coles,Chris Baker,D'Brickashaw Ferguson,Pete Kendall,Nick Mangold,Brandon Moore,Anthony Clement,Shaun Ellis,Dewayne Robertson,,,Jonathan Vilma,,Andre Dyson,Hank Poteat,Erik Coleman,Kerry Rhodes,21,15,29-68-1,15-62-0,29-40-339-1-1,24-40-273-2-1,2-16,3-28,323,245,391,307,1-1,1-0,2,1,7-55,8-56,7-14,2-13,0-1,1-1,36:26,23:34,,,Bryan Thomas,,,Darrion Scott,,Napoleon Harris,Chester Taylor,Kenechi Udeze,,Troy Williamson,,,,,,,E.J. Henderson,Kevin Williams,,,Eric Barton,,,,,,,,,,,,,,Ben Leber,,,,,,,,,,,,,,,,,,,,,,,,
219,December 17,15,2006,87,Arizona Cardinals,Denver Broncos,20,37,Dennis Green,Mike Shanahan,4-10,8-6,retractable roof (open),grass,Denver Broncos -2.5,44.0 (over),Matt Leinart,,,,,Leonard Pope,Leonard Davis,Milford Brown,Nick Leckey,Deuce Lutui,Reggie Wells,,Kendrick Clancy,,,,,Antrel Rolle,David Macklin,Adrian Wilson,Robert Griffith,,Jay Cutler,Tatum Bell,Kyle Johnson,Javon Walker,Stephen Alexander,Erik Pears,Ben Hamilton,Tom Nalen,Cooper Carlisle,George Foster,Kenard Lang,,,D.J. Williams,Al Wilson,Ian Gold,Champ Bailey,Domonique Foxworth,Curome Cox,John Lynch,26,17,38-106-2,20-100-1,21-31-261-2-1,20-35-214-0-2,1-5,3-19,256,195,362,295,3-1,2-0,2,2,1-5,6-52,6-12,4-12,0-0,1-1,33:52,26:08,Michael Myers,,Ebenezer Ekuban,Gerard Warren,,Chike Okeafor,,Gerald Hayes,Edgerrin James,Antonio Smith,,Anquan Boldin,,,,,,Karlos Dansby,Orlando Huff,Darnell Dockett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,December 17,15,2006,87,Oakland Raiders,St. Louis Rams,0,20,Art Shell,Scott Linehan,2-12,6-8,outdoors,grass,Oakland Raiders -2.0,39.5 (under),Aaron Brooks,,,,,Randal Williams,Chad Slaughter,Paul McQuistan,Jake Grove,Kevin Boothe,Langston Walker,Derrick Burgess,,,,,,,,Michael Huff,Stuart Schweigert,,Marc Bulger,Steven Jackson,Madison Hedgecock,Torry Holt,Joe Klopfenstein,Todd Steussie,Mark Setterstrom,Brett Romberg,Richie Incognito,Alex Barron,Leonard Little,,Jimmy Kennedy,Brandon Chillar,Will Witherspoon,Dexter Coakley,Tye Hill,Fakhir Brown,Corey Chavous,O.J. Atogwe,16,20,35-148-2,18-57-0,11-22-137-0-0,25-39-229-0-3,4-34,4-26,103,203,251,260,2-0,2-2,0,5,10-56,9-75,3-14,5-11,1-2,0-1,31:14,28:46,,,Brandon Green,,,,,Kirk Morrison,Justin Fargas,,,Alvis Whitted,,,Tommy Kelly,Thomas Howard,,,,,,La'Roi Glover,,,,,,,,,,,,,,,Fabian Washington,,,,,,,,,,,,,,,,,,,,,,,,
221,December 17,15,2006,87,New York Giants,Philadelphia Eagles,22,36,Tom Coughlin,Andy Reid,7-7,8-6,outdoors,fieldturf,New York Giants -6.0,45.0 (over),Eli Manning,,Jim Finn,,,Jeremy Shockey,Bob Whitfield,David Diehl,Rich Seubert,Chris Snee,Kareem McKenzie,,Barry Cofield,,,,,R.W. McQuarters,Sam Madison,Gibril Wilson,Will Demps,,Jeff Garcia,Brian Westbrook,Thomas Tapeh,Reggie Brown,L.J. Smith,Tra Thomas,Todd Herremans,Jamaal Jackson,Shawn Andrews,Jon Runyan,Trent Cole,,,,Jeremiah Trotter,,Lito Sheppard,Sheldon Brown,Sean Considine,Brian Dawkins,21,22,30-161-3,22-88-2,19-28-237-1-1,28-40-282-0-2,2-16,1-12,221,270,382,358,1-1,2-2,2,4,12-103,5-55,4-10,2-9,1-1,2-2,31:49,28:11,Mike Patterson,,Darren Howard,Darwin Walker,,Mathias Kiwanuka,,Antonio Pierce,Tiki Barber,Osi Umenyiora,,Tim Carter,,,Fred Robbins,,,Carlos Emmons,Brandon Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dhani Jones,Omar Gaither,,,,,,,
222,December 17,15,2006,87,San Diego Chargers,Kansas City Chiefs,20,9,Marty Schottenheimer,Herm Edwards,12-2,7-7,outdoors,grass,San Diego Chargers -9.0,47.0 (under),Philip Rivers,,,,,Brandon Manumaleuna,Marcus McNeill,Kris Dielman,Nick Hardwick,Mike Goff,Shane Olivea,,,Shaun Phillips,Randall Godfrey,Donnie Edwards,Shawne Merriman,Quentin Jammer,Drayton Florence,Terrence Kiel,Marlon McCree,,Trent Green,Larry Johnson,Kris Wilson,Eddie Kennison,Tony Gonzalez,Jordan Black,Brian Waters,Casey Wiegmann,Will Shields,John Welbourn,Tamba Hali,,,,Kawika Mitchell,,Ty Law,Patrick Surtain,Sammy Knight,Greg Wesley,16,16,21-90-0,38-265-2,23-41-185-0-1,8-23-97-0-2,6-34,2-9,151,88,241,353,1-1,0-0,2,2,3-23,7-61,4-15,2-13,0-1,1-1,31:46,28:14,Ron Edwards,Derrick Johnson,Jared Allen,James Reed,Kendrell Bell,Luis Castillo,,,LaDainian Tomlinson,Igor Olshansky,,Vincent Jackson,,,Jamal Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,December 18,15,2006,87,Indianapolis Colts,Cincinnati Bengals,34,16,Tony Dungy,Marvin Lewis,11-3,8-6,dome,fieldturf,Indianapolis Colts -3.5,55.0 (under),Peyton Manning,,,,,Ben Utecht,Tarik Glenn,Ryan Lilja,Jeff Saturday,Jake Scott,Ryan Diem,,,,,,,Nick Harper,Jason David,Dexter Reid,Matt Giordano,,Carson Palmer,,Jeremi Johnson,Chad Johnson,Reggie Kelly,,Eric Steinbach,Eric Ghiaciuc,Bobbie Williams,,Bryan Robinson,,,,,,Johnathan Joseph,Tory James,Dexter Jackson,Madieu Williams,20,27,30-133-1,29-112-0,14-28-176-0-0,29-36-282-4-0,4-31,1-0,145,282,278,394,5-1,1-1,1,1,2-10,5-35,2-11,5-10,1-1,0-1,26:56,33:04,Sam Adams,,Justin Smith,John Thornton,,Robert Mathis,Anthony McFarland,Gary Brackett,Dominic Rhodes,Dwight Freeney,Raheem Brock,Ricky Proehl,,,,,,Rob Morris,Cato June,,,,,,,,Rudi Johnson,,,,,,,,Kevin Kaesviharn,,,,,,,Brian Simmons,,,,,,,,,Andrew Whitworth,Willie Anderson,,,,,,,,,
224,December 21,16,2006,87,Green Bay Packers,Minnesota Vikings,9,7,Mike McCarthy,Brad Childress,7-8,6-9,outdoors,grass,Green Bay Packers -4.0,38.5 (under),Brett Favre,,William Henderson,,,Bubba Franks,Chad Clifton,Daryn Colledge,Scott Wells,Jason Spitz,Mark Tauscher,,,,,,,Charles Woodson,Al Harris,Marquand Manuel,Nick Collins,,Tarvaris Jackson,Chester Taylor,Jeff Dugan,Travis Taylor,Jim Kleinsasser,Bryant McKinnie,Steve Hutchinson,Matt Birk,Artis Hicks,Ryan Cook,Darrion Scott,,Pat Williams,Ben Leber,Napoleon Harris,E.J. Henderson,Antoine Winfield,Fred Smoot,Darren Sharper,Dwight Smith,3,19,22-77-0,24-46-0,10-20-50-0-1,26-51-285-0-2,3-23,1-12,27,273,104,319,2-0,2-1,1,3,10-68,4-35,2-14,7-19,0-1,0-0,25:21,34:39,,,Ray Edwards,,,Aaron Kampman,Corey Williams,,Ahman Green,Cullen Jenkins,Ryan Pickett,Greg Jennings,,,,,,,,,,Kevin Williams,,,,,,Nick Barnett,Brady Poppinga,A.J. Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,December 23,16,2006,87,Oakland Raiders,Kansas City Chiefs,9,20,Art Shell,Herm Edwards,2-13,8-7,outdoors,grass,Kansas City Chiefs -7.0,35.5 (under),Andrew Walter,,Zack Crockett,,,Randal Williams,Robert Gallery,Paul McQuistan,Jake Grove,Kevin Boothe,Langston Walker,Derrick Burgess,,,,,,,,Michael Huff,Stuart Schweigert,,Trent Green,Larry Johnson,Kris Wilson,Eddie Kennison,Tony Gonzalez,Jordan Black,Brian Waters,Casey Wiegmann,Will Shields,John Welbourn,Tamba Hali,,,,Kawika Mitchell,,Ty Law,Patrick Surtain,Sammy Knight,Greg Wesley,19,18,38-150-1,24-112-0,12-24-148-1-1,27-37-226-0-2,2-6,4-31,142,195,292,307,1-0,4-3,1,5,4-40,6-45,4-14,8-15,2-3,0-1,30:16,29:44,Ron Edwards,Derrick Johnson,Jared Allen,James Reed,Kendrell Bell,,,Kirk Morrison,Justin Fargas,,,Johnnie Morant,,,Warren Sapp,Sam Williams,,,,,,,,,,,,,,,,,,,,,Nnamdi Asomugha,,,,,,,,,,,,,,,,,,,,,,,,
226,December 24,16,2006,87,Pittsburgh Steelers,Baltimore Ravens,7,31,Bill Cowher,Brian Billick,7-8,12-3,outdoors,dessograss,Pittsburgh Steelers -4.0,37.0 (over),Ben Roethlisberger,,,Hines Ward,Santonio Holmes,Jerame Tuman,Marvel Smith,Alan Faneca,Jeff Hartings,Kendall Simmons,Willie Colon,Brett Keisel,Casey Hampton,Clark Haggans,James Farrior,Larry Foote,Joey Porter,Deshea Townsend,Bryant McFadden,Troy Polamalu,Anthony Smith,,Steve McNair,Jamal Lewis,Ovie Mughelli,Derrick Mason,Todd Heap,Adam Terry,Jason Brown,Mike Flynn,Keydrick Vincent,Tony Pashos,,,Kelly Gregg,,,,Chris McAlister,Samari Rolle,Dawan Landry,Ed Reed,23,16,33-103-1,18-63-0,21-31-256-3-2,19-42-205-1-2,0-0,5-17,256,188,359,251,1-1,1-1,3,3,12-89,5-32,6-12,2-14,1-1,2-3,35:22,24:38,Trevor Pryce,Terrell Suggs,,Haloti Ngata,Adalius Thomas,,,,Willie Parker,,,,,,,,,,,,,,,,,,,,,,,Bart Scott,Ray Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,December 24,16,2006,87,Buffalo Bills,Tennessee Titans,29,30,Dick Jauron,Jeff Fisher,7-8,8-7,outdoors,astroplay,Buffalo Bills -5.5,38.0 (over),J.P. Losman,Willis McGahee,Robert Royal,,,Brad Cieslak,Jason Peters,Mike Gandy,Melvin Fowler,Duke Preston,Terrance Pennington,,,,,,,Terrence McGee,Nate Clements,Donte Whitner,Ko Simpson,,Vince Young,Travis Henry,Ahmard Hall,Brandon Jones,Ben Hartsock,Michael Roos,Jacob Bell,Kevin Mawae,Benji Olson,David Stewart,Kyle Vanden Bosch,,,,Peter Sirmon,,Reynaldo Hill,Adam Jones,Chris Hope,Lamont Thompson,18,22,40-215-1,24-117-1,13-20-183-2-0,19-34-266-1-2,1-2,3-15,181,251,396,368,1-0,0-0,0,2,11-81,5-50,6-15,2-10,1-1,1-2,33:18,26:42,Robaire Smith,,Travis LaBoy,Albert Haynesworth,,Chris Kelsay,Larry Tripplett,London Fletcher,,Aaron Schobel,Kyle Williams,Peerless Price,David Thornton,Keith Bulluck,,,,Takeo Spikes,Keith Ellison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,December 24,16,2006,87,St. Louis Rams,Washington Redskins,37,31,Scott Linehan,Joe Gibbs,7-8,5-10,dome,fieldturf,St. Louis Rams -2.0,43.0 (over),Marc Bulger,,Madison Hedgecock,,,Joe Klopfenstein,Todd Steussie,Mark Setterstrom,Brett Romberg,Richie Incognito,Alex Barron,,Jimmy Kennedy,,,,,Tye Hill,Fakhir Brown,Corey Chavous,O.J. Atogwe,,Jason Campbell,Ladell Betts,Mike Sellers,Antwaan Randle El,Chris Cooley,Chris Samuels,Derrick Dockery,Casey Rabach,Randy Thomas,Jon Jansen,Phillip Daniels,,,Warrick Holdman,Lemar Marshall,Rocky McIntosh,Shawn Springs,Carlos Rogers,Vernon Fox,Sean Taylor,22,25,38-176-3,39-197-1,13-26-160-1-0,25-38-388-4-0,0-0,1-6,160,382,336,579,1-1,1-1,1,1,2-58,6-30,4-12,6-15,0-0,0-0,29:56,36:37,Cornelius Griffin,,Andre Carter,Kedric Golston,,Leonard Little,,Will Witherspoon,Steven Jackson,Brandon Green,,Torry Holt,,,,,,Brandon Chillar,Dexter Coakley,La'Roi Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,December 24,16,2006,87,Atlanta Falcons,Carolina Panthers,3,10,Jim Mora,John Fox,7-8,7-8,dome,fieldturf,Atlanta Falcons -6.0,41.0 (under),Michael Vick,,,,,Alge Crumpler,Wayne Gandy,Matt Lehr,Todd McClure,Tyson Clabo,Todd Weiner,,Grady Jackson,,,,,,,Lawyer Milloy,Chris Crocker,,Chris Weinke,DeShaun Foster,Brad Hoover,Steve Smith,Michael Gaines,Jordan Gross,Will Montgomery,Geoff Hangartner,Evan Mathis,Jeremy Bridges,Julius Peppers,,,Thomas Davis,Chris Draft,Na'il Diggs,Ken Lucas,Richard Marshall,Shaun Williams,Mike Minter,15,8,52-183-0,19-83-0,4-7-32-1-0,9-20-109-0-2,3-21,3-15,11,94,194,177,1-0,0-0,0,2,8-62,4-35,8-16,3-10,0-0,0-1,41:47,18:13,Ma'ake Kemoeatu,,Al Wallace,Kris Jenkins,,Chauncey Davis,,Ed Hartwell,Warrick Dunn,Paul Carrington,,Michael Jenkins,,,,,,,Keith Brooking,Roderick Coleman,,,,,,,,,,,,,,,,,Jimmy Williams,,,,,,,,Michael Boley,,,,,,,,,,,,,,,,
230,December 24,16,2006,87,Jacksonville Jaguars,New England Patriots,21,24,Jack Del Rio,Bill Belichick,8-7,11-4,outdoors,grass,Jacksonville Jaguars -3.0,37.0 (over),David Garrard,,Derrick Wimbush,,,Kyle Brady,Khalif Barnes,Vince Manuwai,Brad Meester,Chris Naeole,Maurice Williams,,,,,,,Rashean Mathis,Brian Williams,Gerald Sensabaugh,Deon Grant,,Tom Brady,,,Troy Brown,David Thomas,Matt Light,Logan Mankins,Dan Koppen,Steve Neal,Nick Kaczur,Ty Warren,,Mike Wright,,,,Asante Samuel,Ellis Hobbs,Rodney Harrison,Artrell Hawkins,22,12,30-117-2,22-144-2,28-39-249-1-0,17-23-195-1-0,1-7,1-0,242,195,359,339,0-0,2-1,0,1,7-51,7-60,8-16,5-12,0-0,0-0,37:13,22:47,,,Richard Seymour,,,Paul Spicer,Marcus Stroud,Daryl Smith,Maurice Jones-Drew,Bobby McCray,John Henderson,Ernest Wilford,,,,Clint Ingram,,,,,,,Rosevelt Colvin,,,,,,,,,,,,,Mike Vrabel,,Terry Cousin,,,,,,,,,,,,,,,,,,,,,,,
231,December 24,16,2006,87,Detroit Lions,Chicago Bears,21,26,Rod Marinelli,Lovie Smith,2-13,13-2,dome,fieldturf,Chicago Bears -6.0,41.5 (over),Jon Kitna,Aveion Cason,Sean McHugh,,,Casey Fitzsimmons,Jeff Backus,Frank Davis,Dominic Raiola,Stephen Peterman,Jonathan Scott,,Anthony Bryant,,,,,Stanley Wilson,Dre' Bly,Kenoy Kennedy,Terrence Holt,,Rex Grossman,Thomas Jones,Jason McKie,Muhsin Muhammad,Desmond Clark,John St. Clair,Ruben Brown,Olin Kreutz,Roberto Garza,Fred Miller,Adewale Ogunleye,Alfonso Boone,Ian Scott,Hunter Hillenmeyer,Brian Urlacher,Lance Briggs,Ricky Manning,Nathan Vasher,Chris Harris,Danieal Manning,22,18,30-116-1,18-67-0,26-45-248-1-0,27-45-283-3-0,2-10,3-23,238,260,354,327,0-0,2-1,0,1,7-48,11-92,6-17,3-13,1-1,2-3,34:43,25:17,,,Alex Brown,,,Jared DeVries,,Paris Lenon,,Kalimba Edwards,,Roy Williams,,,,,,Boss Bailey,Ernie Sims,Cory Redding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,December 24,16,2006,87,Houston Texans,Indianapolis Colts,27,24,Gary Kubiak,Tony Dungy,5-10,11-4,retractable roof (closed),grass,Indianapolis Colts -9.5,47.0 (over),David Carr,,Vonta Leach,,,Mark Bruener,Ephraim Salaam,Chester Pitts,Steve McKinney,Fred Weary,Eric Winston,,,,,,,Dunta Robinson,Demarcus Faggins,Glenn Earl,C.C. Brown,,Peyton Manning,Dominic Rhodes,,Marvin Harrison,Bryan Fletcher,Tarik Glenn,Ryan Lilja,Jeff Saturday,Jake Scott,Ryan Diem,Robert Mathis,,,Rob Morris,Gary Brackett,Cato June,Nick Harper,Jason David,Antoine Bethea,Marlin Jackson,19,22,18-114-0,42-191-2,21-27-205-3-0,16-23-163-1-0,0-0,0-0,205,163,319,354,1-1,1-0,1,0,2-15,4-25,6-8,10-14,0-0,1-1,24:01,35:59,Anthony McFarland,,Dwight Freeney,Raheem Brock,,Antwan Peek,Anthony Weaver,DeMeco Ryans,Ron Dayne,Mario Williams,Anthony Maddox,Eric Moulds,,,,,,,,,,,,,,Morlon Greenwood,Ben Utecht,,,,,,,,,,Dexter McCleon,,,,,,,,,,,,,,,,,,,,,,,,
233,December 24,16,2006,87,Cleveland Browns,Tampa Bay Buccaneers,7,22,Romeo Crennel,Jon Gruden,4-11,4-11,outdoors,grass,Cleveland Browns -3.0,37.5 (under),Derek Anderson,,Terrelle Smith,,,Kellen Winslow,Kevin Shaffer,Joe Andruzzi,Hank Fraley,Cosey Coleman,Nat Dorsey,,Ted Washington,Willie McGinest,,,Kamerion Wimbley,Ralph Brown,Daven Holly,Sean Jones,Brodney Pool,,Tim Rattay,Michael Pittman,Mike Alstott,Maurice Stovall,Anthony Becht,Anthony Davis,Sean Mahan,John Wade,Davin Joseph,Jeremy Trueblood,,Ellis Wyms,,,Shelton Quarles,,Phillip Buchanon,Ronde Barber,Jermaine Phillips,Will Allen,21,12,44-153-1,20-91-0,16-26-212-0-1,10-28-123-0-4,3-10,3-27,202,96,355,187,1-1,0-0,2,4,2-10,1-15,8-17,4-12,1-2,0-1,37:16,22:44,,,,,,Simon Fraser,,Leon Williams,Reuben Droughns,Nick Eason,,Joe Jurevicius,,,,,,,Chaun Thompson,,,,Ryan Nece,,,,,,,,,,,,,,,,Dewayne White,,,,,,,,,,,,,,,,,,,,,,
234,December 24,16,2006,87,New York Giants,New Orleans Saints,7,30,Tom Coughlin,Sean Payton,7-8,10-5,outdoors,fieldturf,New York Giants -3.0,47.5 (under),Eli Manning,,Jim Finn,,,Jeremy Shockey,Bob Whitfield,David Diehl,Shaun O'Hara,Chris Snee,Kareem McKenzie,,Barry Cofield,,,,,R.W. McQuarters,Sam Madison,Gibril Wilson,Will Demps,,Drew Brees,Reggie Bush,,Terrance Copper,Mark Campbell,Jammal Brown,Jamar Nesbit,Jeff Faine,Jahri Evans,Jon Stinchcomb,Charles Grant,Brian Young,Willie Whitehead,Scott Fujita,Mark Simoneau,Scott Shanle,Mike McKenzie,Fred Thomas,Jay Bellamy,Josh Bullocks,22,6,53-236-2,18-83-0,13-32-132-1-0,9-25-74-1-1,1-9,2-15,123,59,359,142,0-0,2-2,0,3,2-15,7-67,5-20,0-10,4-6,0-1,40:34,19:26,,,Will Smith,,,Michael Strahan,,Antonio Pierce,Tiki Barber,Osi Umenyiora,,Plaxico Burress,,,Fred Robbins,,,Carlos Emmons,Brandon Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,December 24,16,2006,87,San Francisco 49ers,Arizona Cardinals,20,26,Mike Nolan,Dennis Green,6-9,5-10,outdoors,grass,San Francisco 49ers -4.0,45.0 (over),Alex Smith,,,,,Eric Johnson,Jonas Jennings,Larry Allen,Tony Wragge,Justin Smiley,Kwame Harris,,,,,,,,,Mark Roman,Keith Lewis,,Matt Leinart,Edgerrin James,,Bryant Johnson,Leonard Pope,Leonard Davis,Milford Brown,Nick Leckey,Deuce Lutui,Reggie Wells,Chike Okeafor,,Kendrick Clancy,Karlos Dansby,Monty Beisel,Orlando Huff,Antrel Rolle,David Macklin,Adrian Wilson,Robert Griffith,21,14,41-123-1,12-49-2,18-26-267-1-0,18-29-190-0-1,2-18,4-16,249,174,372,223,1-1,1-1,1,2,5-45,3-35,8-16,2-9,1-1,1-1,37:40,22:20,,,Antonio Smith,,,Bryant Young,,Hannibal Navies,Frank Gore,Melvin Oliver,,Arnaz Battle,,,,,,,,,,Darnell Dockett,,,,Brandon Moore,,,,,,,,,,,Shawntae Spencer,,,,,,,,,Isaac Sopoaga,Chad Williams,,,,,,,,,,,,,,
