,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeZ,homeX,homeQB,homeRB,homeFB,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeLDT,homeNT,homeRDE,homeLOLB,homeMLB,homeROLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayLDT,awayRDT,awayRDE,awayLOLB,awayMLB,awayROLB,awayLCB,awayRCB,awaySS,awayFS,awayFB,awayHB,awayNT,awayUT,awayXR,awayZR,homeDT,homeSLB,homeWLB,homeWR,awayDT,awaySLB,awayWLB,homeUT,awayOLB,homeHB,homeRDT,awayDB,homeLLB,homeRLB,awayLLB,awayRLB,awayLILB,awayRILB,homeLC,homeLILB,homeRC,homeRILB,homeSAM,homeWILL,homeCB,awayDE,awayDL,homeOLB,awayCB,homeLB,homeDE,homeXTE,homeXR,homeZR,awayS,awayTE/F,awaySAM,awayWILL,awayILB,homeTE/F,homeT,awayLB,awayFL,awaySE,homeDB,homeS,homeFL,homeSE,homeILB,homeH-B,homeXWR,homeSSLB,awaySSLB
195,2001,December 16,14,Detroit Lions,Minnesota Vikings,Marty Mornhinweg,Dennis Green,1-12,5-8,dome,astroturf,Minnesota Vikings -3.0,46.5 (over),,,Mike McMahon,James Stewart,Cory Schlesinger,David Sloan,Jeff Backus,Tony Semple,Eric Beverly,Brendan Stai,Matt Joyce,Robert Porcher,,Shaun Rogers,Tracy Scroggins,Allen Aldridge,Chris Claiborne,Barrett Green,Bryant Westbrook,Todd Lyght,Lamar Campbell,Kurt Schulz,Todd Bouman,Michael Bennett,Randy Moss,Byron Chamberlain,Everett Lindsay,Corbin Lacina,Matt Birk,David Dixon,Chris Liwienski,Patrick Chukwurah,,,Talance Sawyer,,Kailee Wong,,Dale Carter,Eric Kelly,Robert Griffith,Tyrone Carter,Harold Morrow,,Chris Hovan,Stalin Colinet,,,,,,Johnnie Morton,,Lemanski Hall,Ed McDaniel,Luther Elliss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2001,December 16,14,Cleveland Browns,Jacksonville Jaguars,Butch Davis,Tom Coughlin,6-7,5-8,outdoors,grass,Cleveland Browns -2.0,36.5 (under),,,Tim Couch,Jamel White,,O.J. Santiago,Ross Verba,Shaun O'Hara,Dave Wohlabaugh,Brad Bedell,Roger Chanoine,Tyrone Rogers,Gerard Warren,,Jamir Miller,,Wali Rainer,,Corey Fuller,Anthony Henry,Earl Little,Devin Bush Sr.,Mark Brunell,Stacey Mack,Keenan McCardell,Kyle Brady,Todd Fordham,Brad Meester,,Zach Wiegert,Maurice Williams,Renaldo Wynn,Gary Walker,Seth Payne,Tony Brackens,,Hardy Nickerson,,Jason Craft,Kiwaukee Thomas,Donovin Darius,Ainsley Battles,,,,,,,,,Dwayne Rudd,Kevin Johnson,,Jeff Posey,Edward Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Smith,
197,2001,December 16,14,San Francisco 49ers,Miami Dolphins,Steve Mariucci,Dave Wannstedt,10-3,9-4,outdoors,grass,San Francisco 49ers -3.5,43.0 (under),,,Jeff Garcia,Garrison Hearst,,Eric Johnson,Derrick Deese,Ray Brown,Jeremy Newberry,Dave Fiore,Scott Gragg,Chike Okeafor,Bryant Young,,Andre Carter,Julian Peterson,,,Ahmed Plummer,Jason Webster,Lance Schulters,Zack Bronson,Jay Fiedler,Lamar Smith,Oronde Gadsden,,Spencer Folau,Heath Irwin,Tim Ruddy,Todd Perry,Todd Wade,Kenny Mixon,Tim Bowens,Jermaine Haley,Jason Taylor,,Zach Thomas,,Patrick Surtain,Sam Madison,Brian Walker,Brock Marion,Rob Konrad,,,,,,,,,Terrell Owens,,,Derrick Rodgers,,,,Dana Stubblefield,,,,,,,,,Derek Smith,,Jamie Winborn,,,,,,,Terry Cousin,,,,,,,,,,,,,,,,,,,,,,,,
198,2001,December 16,14,Tennessee Titans,Green Bay Packers,Jeff Fisher,Mike Sherman,6-7,9-4,outdoors,grass,Green Bay Packers -2.5,42.5 (over),,,Steve McNair,Eddie George,,Frank Wycheck,Brad Hopkins,Bruce Matthews,Gennaro DiNapoli,Benji Olson,Fred Miller,Kevin Carter,Josh Evans,,Jevon Kearse,,Randall Godfrey,,Andre Dyson,Samari Rolle,Aric Morris,Perry Phenix,Brett Favre,Ahman Green,Bill Schroeder,Bubba Franks,Chad Clifton,Mike Wahle,Mike Flanagan,Marco Rivera,Mark Tauscher,Vonnie Holliday,,,Cletidus Hunt,,Bernardo Harris,,Mike McKenzie,Tyrone Williams,Bhawoh Jue,Darren Sharper,,,Jim Flanigan,,,,,,,Derrick Mason,Santana Dotson,Na'il Diggs,Torrance Marshall,,,,Jason Fisk,,Greg Favors,Eddie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2001,December 16,14,Washington Redskins,Philadelphia Eagles,Marty Schottenheimer,Andy Reid,6-7,9-4,outdoors,grass,Philadelphia Eagles -2.5,34.5 (under),,,Tony Banks,Stephen Davis,Bryan Johnson,Walter Rasby,Chris Samuels,Dave Szott,Cory Raymer,Ben Coleman,Jon Jansen,Marco Coleman,Dan Wilkinson,,Bruce Smith,,Kevin Mitchell,,Champ Bailey,Fred Smoot,Sam Shade,David Terrell,Donovan McNabb,Duce Staley,James Thrash,Chad Lewis,Tra Thomas,John Welbourn,Hank Fraley,Jermane Mayberry,Jon Runyan,Brandon Whiting,Corey Simon,Hollis Thomas,Hugh Douglas,,Jeremiah Trotter,,Troy Vincent,Bobby Taylor,Damon Moore,Brian Dawkins,Correll Buckhalter,,,,,,,LaVar Arrington,Robert Jones,Michael Westbrook,,,,,,,Kenard Lang,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Emmons,Mike Caldwell,,,,,,,,,,,,,,,
200,2001,December 16,14,Seattle Seahawks,Dallas Cowboys,Mike Holmgren,Dave Campo,7-6,4-9,outdoors,fieldturf,Seattle Seahawks -5.5,36.5 (under),,,Matt Hasselbeck,Ricky Watters,Mack Strong,Christian Fauria,Walter Jones,Steve Hutchinson,Robbie Tobeck,Chris Gray,Todd Weiner,Michael Sinclair,Chad Eaton,,John Hilliard,,Levon Kirkland,,Willie Williams,Ken Lucas,Reggie Tongue,Marcus Robertson,Quincy Carter,Emmitt Smith,Joey Galloway,Mike Lucky,Flozell Adams,Larry Allen,Mark Stepnoski,Kelvin Garmon,Solomon Page,Greg Ellis,,,Peppi Zellner,,Dat Nguyen,,Duane Hawthorne,Mario Edwards,Darren Woodson,George Teague,Troy Hambrick,,Brandon Noble,,,,,,,Darrell Jackson,Michael Myers,Orantes Grant,Dexter Coakley,,,,John Randle,,,,,,,,,,,,,,,,,Anthony Simmons,,,,,,,,,,,,,,,,,,,,,,,,,
201,2001,December 16,14,Baltimore Ravens,Pittsburgh Steelers,Brian Billick,Bill Cowher,8-5,11-2,outdoors,grass,Baltimore Ravens -3.0,33.5 (over),,,Elvis Grbac,,,Shannon Sharpe,Jonathan Ogden,Edwin Mulitalo,Mike Flynn,Bennie Anderson,Kipp Vickers,Rob Burnett,Lional Dalton,,Peter Boulware,,Ray Lewis,,Duane Starks,Chris McAlister,Corey Harris,Rod Woodson,Kordell Stewart,,,Jerame Tuman,Wayne Gandy,Alan Faneca,Jeff Hartings,Oliver Ross,Marvel Smith,,,,,Jason Gildon,,Joey Porter,Chad Scott,Dewayne Washington,Lee Flowers,Brent Alexander,Jon Witman,Chris Fuamatu-Ma'afala,Casey Hampton,,,,,,,Travis Taylor,,,,,,Moe Williams,Tony Siragusa,,Brad Jackson,Jamie Sharper,,,Earl Holmes,Kendrell Bell,,,,,,,,Kimo von Oelhoffen,,,,,,,,,,,,,,,,,Hines Ward,Plaxico Burress,,,,,,,,,
202,2001,December 17,14,New Orleans Saints,St. Louis Rams,Jim Haslett,Mike Martz,7-6,11-2,dome,astroturf,St. Louis Rams -6.0,51.0 (over),,,Aaron Brooks,Ricky Williams,Terrelle Smith,Cam Cleeland,Daryl Terrell,Wally Williams,Jerry Fontenot,Chris Naeole,Kyle Turley,Darren Howard,Norman Hand,,Joe Johnson,Keith Mitchell,Charlie Clemons,Darrin Smith,Kevin Mathis,Fred Thomas,Sammy Knight,Jay Bellamy,Kurt Warner,Marshall Faulk,Isaac Bruce,Jeff Robinson,Orlando Pace,Tom Nutten,Andy McCollum,Adam Timmerman,Ryan Tucker,Chidi Ahanotu,Brian Young,Jeff Zgonina,Grant Wistrom,,London Fletcher,,Aeneas Williams,Dre' Bly,Kim Herring,Dexter McCleon,James Hodgins,,,,,,,,,Willie Jackson,,Tommy Polley,Mark Fields,,,,La'Roi Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2001,December 22,15,New England Patriots,Miami Dolphins,Bill Belichick,Dave Wannstedt,10-5,9-5,outdoors,grass,New England Patriots -3.0,37.0 (under),,,Tom Brady,Kevin Faulk,,Jermaine Wiggins,Matt Light,Mike Compton,Damien Woody,Joe Andruzzi,Greg Randall,Bobby Hamilton,,,Anthony Pleasant,,Tedy Bruschi,,Ty Law,Otis Smith,Lawyer Milloy,Tebucky Jones,Jay Fiedler,Lamar Smith,James McKnight,Hunter Goodwin,Spencer Folau,Heath Irwin,Tim Ruddy,Todd Perry,Todd Wade,Kenny Mixon,Tim Bowens,Jermaine Haley,Jason Taylor,,Zach Thomas,,Patrick Surtain,Sam Madison,Brian Walker,Brock Marion,Rob Konrad,,,,,,Brandon Mitchell,,,David Patten,,Morlon Greenwood,Derrick Rodgers,,,,,,,,,,,,,,,,,,,,,Roman Phifer,,,,,,,,,,,,,,,,,,,,,,,,,
204,2001,December 22,15,San Francisco 49ers,Philadelphia Eagles,Steve Mariucci,Andy Reid,11-3,9-5,outdoors,grass,San Francisco 49ers -3.0,40.0 (under),,,Jeff Garcia,Garrison Hearst,Fred Beasley,Eric Johnson,Derrick Deese,Ray Brown,Jeremy Newberry,Dave Fiore,Scott Gragg,Chike Okeafor,Bryant Young,,Andre Carter,Julian Peterson,,,Ahmed Plummer,Jason Webster,Lance Schulters,Zack Bronson,Donovan McNabb,Duce Staley,James Thrash,Chad Lewis,Tra Thomas,John Welbourn,Hank Fraley,Jermane Mayberry,Jon Runyan,Brandon Whiting,Corey Simon,Hollis Thomas,Hugh Douglas,,Jeremiah Trotter,,Troy Vincent,Bobby Taylor,Damon Moore,Brian Dawkins,Cecil Martin,,,,,,,,,Terrell Owens,,,,,,,Dana Stubblefield,,,,,,,,,Derek Smith,,Jamie Winborn,,,,,,,Al Harris,,,,,,,,,Mike Caldwell,,,,,,,,,,,,,,,
205,2001,December 22,15,Oakland Raiders,Tennessee Titans,Jon Gruden,Jeff Fisher,10-4,7-7,outdoors,grass,Oakland Raiders -6.0,45.5 (under),,,Rich Gannon,Charlie Garner,Jon Ritchie,Roland Williams,Barry Sims,Steve Wisniewski,Adam Treu,Frank Middleton,Lincoln Kennedy,,,,,,Greg Biekert,,,,Johnnie Harris,Anthony Dorsett,Steve McNair,Eddie George,Derrick Mason,Frank Wycheck,Brad Hopkins,Bruce Matthews,Gennaro DiNapoli,Benji Olson,Fred Miller,,,,,,Randall Godfrey,,,,Aric Morris,Perry Phenix,Mike Green,,,,,,Grady Jackson,,,Jerry Rice,Josh Evans,,,,Greg Favors,,,,,,,,,,,,,,,,Charles Woodson,Jevon Kearse,,William Thomas,Andre Dyson,,Regan Upshaw,,,,,,,,,,,,,,,,,,,,,,
206,2001,December 23,15,Minnesota Vikings,Jacksonville Jaguars,Mike Tice,Tom Coughlin,5-9,6-8,dome,astroturf,Minnesota Vikings -2.5,45.5 (under),,,Todd Bouman,Michael Bennett,Jim Kleinsasser,Byron Chamberlain,Brad Badger,Corbin Lacina,Matt Birk,David Dixon,Chris Liwienski,Stalin Colinet,,Fred Robbins,Talance Sawyer,,Kailee Wong,,Dale Carter,Eric Kelly,Robert Griffith,Tyrone Carter,Mark Brunell,Stacey Mack,Keenan McCardell,Kyle Brady,Todd Fordham,Brad Meester,Jeff Smith,Zach Wiegert,Maurice Williams,Renaldo Wynn,Gary Walker,Seth Payne,Tony Brackens,,Hardy Nickerson,,Kiwaukee Thomas,Jason Craft,Donovin Darius,Ainsley Battles,Patrick Washington,,,,,,,Lemanski Hall,Ed McDaniel,Randy Moss,,Jeff Posey,Edward Thomas,Chris Hovan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2001,December 23,15,Kansas City Chiefs,San Diego Chargers,Dick Vermeil,Mike Riley,5-9,5-10,outdoors,grass,Kansas City Chiefs -3.5,40.0 (under),Derrick Alexander,Snoop Minnis,Trent Green,Priest Holmes,,Jason Dunn,John Tait,Brian Waters,Casey Wiegmann,Will Shields,Marcus Spears,Eric Hicks,Eric Downing,Derrick Ransom,Duane Clemons,Glenn Cadrez,Marvcus Patton,Donnie Edwards,Ray Crockett,Eric Warfield,Greg Wesley,Jerome Woods,Doug Flutie,LaDainian Tomlinson,Trevor Gaylor,Steve Heiden,Vaughn Parker,Raleigh Roundtree,Kendyl Jacox,DeMingo Graham,Ed Ellis,Marcellus Wiley,Leonardo Carson,John Parrella,Raylee Johnson,,Orlando Ruff,,Tay Cody,Ryan McNeil,Rodney Harrison,Rogers Beckett,,,,,,,,,,,,Gerald Dixon,Junior Seau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2001,December 23,15,Pittsburgh Steelers,Detroit Lions,Bill Cowher,Marty Mornhinweg,12-2,1-13,outdoors,grass,Pittsburgh Steelers -10.0,36.0 (over),,,Kordell Stewart,Chris Fuamatu-Ma'afala,Jon Witman,Jerame Tuman,Wayne Gandy,Alan Faneca,Jeff Hartings,Oliver Ross,Marvel Smith,,,Casey Hampton,,Jason Gildon,,Joey Porter,Chad Scott,Dewayne Washington,Lee Flowers,Brent Alexander,Mike McMahon,Lamont Warren,Johnnie Morton,David Sloan,Jeff Backus,Tony Semple,Eric Beverly,Brendan Stai,Matt Joyce,Robert Porcher,,,Tracy Scroggins,Allen Aldridge,Chris Claiborne,Barrett Green,Bryant Westbrook,Todd Lyght,Lamar Campbell,Kurt Schulz,,,Shaun Rogers,Luther Elliss,,,,,,,,,,,,,,,,,,,,,,Earl Holmes,,Kendrell Bell,,,,,,,,,Kimo von Oelhoffen,,,,,,,,,,,,,,,,Hines Ward,Plaxico Burress,,,,,
209,2001,December 23,15,Tampa Bay Buccaneers,New Orleans Saints,Tony Dungy,Jim Haslett,8-6,7-7,outdoors,grass,Tampa Bay Buccaneers -2.5,38.0 (over),,,Brad Johnson,Warrick Dunn,Mike Alstott,Dave Moore,Kenyatta Walker,Randall McDaniel,Jeff Christy,Cosey Coleman,Jerry Wunsch,Marcus Jones,,Anthony McFarland,Simeon Rice,,Jamie Duncan,,Brian Kelly,Ronde Barber,John Lynch,Dexter Jackson,Aaron Brooks,Ricky Williams,Joe Horn,Lamont Hall,Daryl Terrell,Wally Williams,Jerry Fontenot,Chris Naeole,Kyle Turley,Darren Howard,Martin Chase,La'Roi Glover,Joe Johnson,Keith Mitchell,Charlie Clemons,Darrin Smith,Kevin Mathis,Fred Thomas,Sammy Knight,Jay Bellamy,,,,,,,Warren Sapp,Shelton Quarles,Derrick Brooks,Jacquez Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2001,December 23,15,Washington Redskins,Chicago Bears,Marty Schottenheimer,Dick Jauron,6-8,11-3,outdoors,grass,Washington Redskins -1.0,33.0 (over),,,Tony Banks,Stephen Davis,Donnell Bennett,Walter Rasby,Chris Samuels,Dave Szott,Cory Raymer,Ben Coleman,Jon Jansen,Marco Coleman,Dan Wilkinson,,Bruce Smith,,Robert Jones,,Champ Bailey,Fred Smoot,Sam Shade,David Terrell,Jim Miller,Anthony Thomas,David Terrell,Fred Baxter,Blake Brockermeyer,Rex Tucker,Olin Kreutz,Chris Villarrial,James Williams,Bryan Robinson,Ted Washington,Keith Traylor,Phillip Daniels,,Brian Urlacher,,Walt Harris,R.W. McQuarters,Tony Parrish,Mike Brown,Daimon Shelton,,,,,,,LaVar Arrington,Antonio Pierce,Michael Westbrook,,Rosevelt Colvin,Warrick Holdman,,,,Kenard Lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2001,December 23,15,Baltimore Ravens,Cincinnati Bengals,Brian Billick,Dick LeBeau,9-5,4-10,outdoors,grass,Baltimore Ravens -10.5,33.5 (under),,,Elvis Grbac,,Obafemi Ayanbadejo,Shannon Sharpe,Jonathan Ogden,Edwin Mulitalo,Mike Flynn,Bennie Anderson,Kipp Vickers,Rob Burnett,Sam Adams,,Peter Boulware,,Ray Lewis,,Duane Starks,Chris McAlister,Corey Harris,Rod Woodson,Jon Kitna,,T.J. Houshmandzadeh,Jamain Stephens,Richmond Webb,Matt O'Dwyer,Rich Braham,Mike Goff,Willie Anderson,Vaughn Booker,Oliver Gibson,Tony Williams,Justin Smith,,Brian Simmons,,Kevin Kaesviharn,Artrell Hawkins,JoJuan Armour,Cory Hall,Nick Luchey,Corey Dillon,,,,,,,,Qadry Ismail,,,,,,Moe Williams,Lional Dalton,,Brad Jackson,Jamie Sharper,Canute Curtis,Takeo Spikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2001,December 23,15,Carolina Panthers,St. Louis Rams,George Seifert,Mike Martz,1-13,12-2,outdoors,grass,St. Louis Rams -12.5,46.5 (over),,,Chris Weinke,Richard Huntley,Brad Hoover,Wesley Walls,Todd Steussie,Jamar Nesbit,Jeff Mitchell,Jeno James,Chris Terry,Jay Williams,Brentson Buckner,,Mike Rucker,,Lester Towns,,Jimmy Hitchcock,Doug Evans,Mike Minter,Deon Grant,Kurt Warner,Marshall Faulk,Torry Holt,Ernie Conwell,Orlando Pace,Tom Nutten,Andy McCollum,Adam Timmerman,Ryan Tucker,Chidi Ahanotu,Brian Young,Jeff Zgonina,Grant Wistrom,,London Fletcher,,Aeneas Williams,Dexter McCleon,Kim Herring,Adam Archuleta,James Hodgins,,,,,,,Dan Morgan,Darren Hambrick,Donald Hayes,,Tommy Polley,Mark Fields,,,,Kris Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2001,December 23,15,New York Giants,Seattle Seahawks,Jim Fassel,Mike Holmgren,7-7,7-7,outdoors,grass,New York Giants -3.0,34.0 (over),,,Kerry Collins,Tiki Barber,,Dan Campbell,Lomas Brown,Glenn Parker,Dusty Zeigler,Ron Stone,Luke Petitgout,Michael Strahan,Cornelius Griffin,,Kenny Holmes,,Micheal Barrow,,Will Allen,Jason Sehorn,Sam Garnes,Shaun Williams,Matt Hasselbeck,Shaun Alexander,Darrell Jackson,Bobby Engram,Walter Jones,Steve Hutchinson,Robbie Tobeck,Chris Gray,Todd Weiner,Michael Sinclair,Chad Eaton,John Randle,John Hilliard,,Levon Kirkland,,Willie Williams,Ike Charlton,Reggie Tongue,Marcus Robertson,Mack Strong,,,,,,,,,Ike Hilliard,,,,,Anthony Simmons,,Keith Hamilton,,,,,,,,,,,,,,,,,Jessie Armstead,,,,,,,,,,,,,,,,,,,,,,,,,
214,2001,December 23,15,Atlanta Falcons,Buffalo Bills,Dan Reeves,Gregg Williams,7-7,2-12,dome,astroturf,Atlanta Falcons -4.0,41.0 (over),,,Chris Chandler,Maurice Smith,,Reggie Kelly,Bob Whitfield,Roberto Garza,Todd McClure,Kynan Forney,Ephraim Salaam,Patrick Kerney,Travis Hall,,Chuck Wiley,,Keith Brooking,,Ray Buchanan,Ashley Ambrose,Gerald McBurrows,Ronnie Bradford,Alex Van Pelt,,Eric Moulds,Jay Riemersma,John Fina,Ruben Brown,Bill Conaty,Jerry Ostroski,Jonas Jennings,Phil Hansen,Leif Larsen,Ron Edwards,Aaron Schobel,,Brandon Spoon,,Antoine Winfield,Nate Clements,Raion Hill,Keion Carpenter,Larry Centers,Shawn Bryson,,,,,,Henri Crockett,Chris Draft,Terance Mathis,,Keith Newman,Jay Foreman,,,,Shane Dronett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2001,December 23,15,Arizona Cardinals,Dallas Cowboys,Dave McGinnis,Dave Campo,6-8,4-10,outdoors,grass,Arizona Cardinals -3.5,37.0 (under),,,Jake Plummer,Michael Pittman,,Tywan Mitchell,L.J. Shelton,Chris Dishman,Mike Gruttadauria,Leonard Davis,Anthony Clement,Fred Wakefield,Russell Davis,,Tom Burke,,Ronald McKinnon,,David Barrett,Corey Chavous,Pat Tillman,Kwamie Lassiter,Quincy Carter,Emmitt Smith,Rocket Ismail,Jackie Harris,Flozell Adams,Larry Allen,Mark Stepnoski,Kelvin Garmon,Solomon Page,Greg Ellis,,,Peppi Zellner,,Dat Nguyen,,Duane Hawthorne,Mario Edwards,Darren Woodson,George Teague,Troy Hambrick,,Brandon Noble,,,,,,,David Boston,Michael Myers,Markus Steele,Dexter Coakley,,,,Barron Tanner,,Raynoch Thompson,Rob Fredrickson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2001,December 23,15,Green Bay Packers,Cleveland Browns,Mike Sherman,Butch Davis,10-4,6-8,outdoors,grass,Green Bay Packers -7.5,37.0 (push),,,Brett Favre,Ahman Green,William Henderson,Bubba Franks,Chad Clifton,Mike Wahle,Mike Flanagan,Marco Rivera,Mark Tauscher,Vonnie Holliday,,Gilbert Brown,John Thierry,,Bernardo Harris,,Mike McKenzie,Tyrone Williams,Bhawoh Jue,Darren Sharper,Tim Couch,Jamel White,Kevin Johnson,O.J. Santiago,Ross Verba,Shaun O'Hara,Dave Wohlabaugh,Brad Bedell,Roger Chanoine,Tyrone Rogers,Gerard Warren,,Jamir Miller,,Wali Rainer,,Corey Fuller,Daylon McCutcheon,Earl Little,Devin Bush Sr.,,Rodrick Monroe,,,,,Santana Dotson,Na'il Diggs,Rob Holmberg,Antonio Freeman,,,Dwayne Rudd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Smith
217,2001,December 23,15,Indianapolis Colts,New York Jets,Jim Mora,Herm Edwards,5-9,9-5,dome,astroturf,Indianapolis Colts -1.0,47.0 (over),,,Peyton Manning,Dominic Rhodes,,Ken Dilger,Tarik Glenn,Steve McKinney,Jeff Saturday,Ryan Diem,Adam Meadows,Chukie Nwokorie,Josh Williams,,Chad Bratzke,Marcus Washington,Rob Morris,,Nick Harper,David Macklin,Chad Cota,Idrees Bashir,Vinny Testaverde,Curtis Martin,Laveranues Coles,Anthony Becht,Jason Fabini,Kerry Jenkins,Kevin Mawae,Randy Thomas,Ryan Young,Shaun Ellis,Shane Burton,,John Abraham,,Marvin Jones,,Ray Mickens,Jamie Henderson,Victor Green,Damien Robinson,Richie Anderson,,Steve Martin,,,,,,,Reggie Wayne,,,,,,,Ellis Johnson,,,Ryan Phillips,Mo Lewis,James Farrior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2001,December 29,16,Tampa Bay Buccaneers,Baltimore Ravens,Tony Dungy,Brian Billick,9-6,9-6,outdoors,grass,Tampa Bay Buccaneers -1.5,34.0 (under),,,Brad Johnson,Warrick Dunn,Mike Alstott,Dave Moore,Kenyatta Walker,Randall McDaniel,Jeff Christy,Cosey Coleman,Jerry Wunsch,Marcus Jones,,Anthony McFarland,Simeon Rice,,Jamie Duncan,,Brian Kelly,Ronde Barber,John Lynch,Dexter Jackson,Elvis Grbac,,Qadry Ismail,Todd Heap,Jonathan Ogden,Edwin Mulitalo,Mike Flynn,Bennie Anderson,Kipp Vickers,Rob Burnett,Sam Adams,Tony Siragusa,Peter Boulware,,Ray Lewis,,Duane Starks,Chris McAlister,Corey Harris,Rod Woodson,,Terry Allen,,,,,Warren Sapp,Shelton Quarles,Derrick Brooks,Reidel Anthony,,,,,,,,,,,Brad Jackson,Jamie Sharper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2001,December 30,16,Miami Dolphins,Atlanta Falcons,Dave Wannstedt,Dan Reeves,10-5,7-8,outdoors,grass,Miami Dolphins -7.0,38.5 (under),,,Jay Fiedler,Lamar Smith,,Jed Weaver,Spencer Folau,Heath Irwin,Tim Ruddy,Todd Perry,Todd Wade,Lorenzo Bromell,Tim Bowens,,Jason Taylor,,Zach Thomas,,Patrick Surtain,Sam Madison,Brian Walker,Brock Marion,Chris Chandler,Maurice Smith,Tony Martin,Reggie Kelly,Bob Whitfield,Roberto Garza,Todd McClure,Kynan Forney,Ephraim Salaam,Patrick Kerney,Travis Hall,Shane Dronett,Brady Smith,,Keith Brooking,,Ray Buchanan,Ashley Ambrose,Darrien Gordon,Ronnie Bradford,Bob Christian,,,,,,,Morlon Greenwood,Scott Galyon,Chris Chambers,,Henri Crockett,Chris Draft,,,,Kenny Mixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2001,December 30,16,Green Bay Packers,Minnesota Vikings,Mike Sherman,Mike Tice,11-4,5-10,outdoors,grass,Green Bay Packers -12.0,40.0 (under),,,Brett Favre,Ahman Green,,Tyrone Davis,Chad Clifton,Mike Wahle,Mike Flanagan,Marco Rivera,Mark Tauscher,Vonnie Holliday,,Jim Flanigan,Cletidus Hunt,,Bernardo Harris,,Mike McKenzie,Tyrone Williams,Bhawoh Jue,Darren Sharper,Spergon Wynn,Michael Bennett,Randy Moss,Byron Chamberlain,Brad Badger,Calvin Collins,Matt Birk,Everett Lindsay,Chris Liwienski,Stalin Colinet,,,Talance Sawyer,,Kailee Wong,,Dale Carter,Robert Tate,Robert Griffith,Orlando Thomas,Jim Kleinsasser,,Fred Robbins,Chris Hovan,,,Santana Dotson,Na'il Diggs,Rob Holmberg,Antonio Freeman,,Andre O'Neal,Jim Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2001,December 30,16,Cincinnati Bengals,Pittsburgh Steelers,Dick LeBeau,Bill Cowher,5-10,12-3,outdoors,grass,Pittsburgh Steelers -8.0,33.5 (over),,,Jon Kitna,,,Kirk McMullen,Richmond Webb,Scott Rehberg,Rich Braham,Mike Goff,Willie Anderson,Vaughn Booker,Oliver Gibson,,Justin Smith,,Brian Simmons,,Kevin Kaesviharn,Artrell Hawkins,JoJuan Armour,Cory Hall,Kordell Stewart,,,Jerame Tuman,Wayne Gandy,Alan Faneca,Jeff Hartings,Oliver Ross,Marvel Smith,,,,,Jason Gildon,,Joey Porter,Chad Scott,Dewayne Washington,Lee Flowers,Brent Alexander,,Chris Fuamatu-Ma'afala,Casey Hampton,,,,,,,Darnay Scott,,,,,,Corey Dillon,Tony Williams,,Canute Curtis,Takeo Spikes,,,Earl Holmes,Kendrell Bell,,,,,,,,Aaron Smith,,,,,,,,,,,,,,,,,Hines Ward,Plaxico Burress,,,,,,,,,
