,date,week,year,seasonNumber,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeDE,homeDT,homeLB,homeCB,homeS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayDE,awayDT,awaySLB,awayMLB,awayWLB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayFB,awayLDE,awayLDT,awayRDE,awayRDT,homeLCB,homeLDE,homeLILB,homeLOLB,homeLS,homeNT,homeRCB,homeRDE,homeRILB,homeROLB,homeRS,awayLLB,awayRLB,homeFB,homeFS,homeLDT,homeMLB,homeRDT,homeSLB,homeSS,homeWLB,awayG,awayT,homeLLB,homeRLB,awayL,awayLILB,awayLOLB,awayNT,awayRILB,awayROLB,homeT,awayCB,awayLB,awayS,awayUT,homeOLB,awayOLB,awayILB,homeL,homeUT,awayHB,homeXR,homeZR,awayFL,homeFL,homeSE,awayLS,awayRS,awayXR,awayZR,homeG,homeILB,awaySE,homeHB,awayDB,homeDB,awayEOLB,homeSB,awayREC,homeRD,awayOT
197,December 12,14,1999,80,New York Jets,Miami Dolphins,Bill Parcells,Jimmy Johnson,5-8,8-5,outdoors,astroturf,Miami Dolphins -3.0,37.0 (over),Ray Lucas,Curtis Martin,Wayne Chrebet,Eric Green,Jumbo Elliott,Kerry Jenkins,Kevin Mawae,Randy Thomas,Ryan Young,,,,,,Dan Marino,,Tony Martin,Troy Drayton,Richmond Webb,Mark Dixon,Tim Ruddy,Kevin Gogan,James Brown,,,Robert Jones,Zach Thomas,Derrick Rodgers,Patrick Surtain,Sam Madison,Shawn Wooden,Brock Marion,20,18,19-73-1,28-95-0,25-47-263-1-2,22-38-230-2-0,2-17,1-5,246,225,319,320,0-0,2-1,2,1,6-43,2-20,4-13,6-16,0-0,2-2,28:17,31:43,Rob Konrad,Rich Owens,Tim Bowens,Jason Taylor,Daryl Gardener,Aaron Glenn,Rick Lyle,Dwayne Gordon,Mo Lewis,Victor Green,Ernie Logan,Marcus Coleman,Anthony Pleasant,Marvin Jones,Roman Phifer,Steve Atwater,,,Richie Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanley Pritchett,,,,,,,,,,,,,,,,,,,,
198,December 12,14,1999,80,Seattle Seahawks,San Diego Chargers,Mike Holmgren,Mike Riley,8-5,6-7,dome,astroturf,Seattle Seahawks -9.5,42.5 (under),Jon Kitna,Ricky Watters,Derrick Mayes,Christian Fauria,Walter Jones,Pete Kendall,Chris Gray,Brian Habib,Grant Williams,,,,Merton Hanks,,Jim Harbaugh,Kenny Bynum,Mikhael Ricks,Freddie Jones,John Jackson,Aaron Taylor,Roman Fortin,DeMingo Graham,Vaughn Parker,,,,,,Darryll Lewis,Jimmy Spencer,Greg Jackson,Mike Dumas,22,20,39-107-1,21-76-0,20-35-229-0-1,25-40-285-1-1,1-7,3-14,222,271,329,347,0-0,1-1,1,2,9-55,5-47,3-13,3-13,0-1,0-0,31:55,28:05,Fred McCrary,Albert Fontenot,Norman Hand,Raylee Johnson,John Parrella,,Michael Sinclair,,,,,,Phillip Daniels,,,,,,,Jay Bellamy,Sam Adams,Anthony Simmons,Cortez Kennedy,,Darryl Williams,,,,,,,,,,,,,,,,,Chad Brown,Lewis Bush,Eric Hill,,,,,,,,,,,,,,,,,,,,,,,
199,December 12,14,1999,80,Tampa Bay Buccaneers,Detroit Lions,Tony Dungy,Bobby Ross,9-4,8-5,outdoors,grass,Tampa Bay Buccaneers -4.0,36.0 (over),Shaun King,Warrick Dunn,Bert Emanuel,Dave Moore,Paul Gruber,Kevin Dogins,Tony Mayberry,Frank Middleton,Jerry Wunsch,,Warren Sapp,,,,Gus Frerotte,Greg Hill,Germane Crowell,David Sloan,Ray Roberts,Tony Semple,Mike Compton,Jeff Hartings,Barrett Brooks,,,Allen Aldridge,Stephen Boyd,Chris Claiborne,Robert Bailey,J.B. Brown,Ron Rice,Mark Carrier,16,17,20-55-1,19-41-1,23-44-241-0-1,23-37-297-2-1,4-31,3-26,210,271,265,312,1-0,1-1,1,2,8-61,7-58,7-17,6-13,0-1,0-1,30:41,29:19,Cory Schlesinger,Robert Porcher,,Tracy Scroggins,,Donnie Abraham,Chidi Ahanotu,,,,Brad Culpepper,Ronde Barber,Steve White,,,,,,Mike Alstott,Damien Robinson,,Hardy Nickerson,,Shelton Quarles,John Lynch,Derrick Brooks,,,,,,,,James Jones,,,,,,,Luther Elliss,,,,,,,,,,,,,,,,,,,,,,,,,,
200,December 12,14,1999,80,San Francisco 49ers,Atlanta Falcons,Steve Mariucci,Dan Reeves,4-9,3-10,outdoors,grass,Atlanta Falcons -3.0,41.0 (under),Jeff Garcia,Charlie Garner,Jerry Rice,Greg Clark,Dave Fiore,Ray Brown,Chris Dalman,Jeremy Newberry,Derrick Deese,,,,,,Chris Chandler,Ken Oxendine,Terance Mathis,Brian Kozlowski,Bob Whitfield,Bob Hallen,Robbie Tobeck,Calvin Collins,Ephraim Salaam,,,Henri Crockett,Jessie Tuggle,Keith Brooking,Ray Buchanan,Ronnie Bradford,Gerald McBurrows,Eugene Robinson,7,21,12-38-0,44-181-3,9-27-106-0-1,17-26-169-0-0,5-39,2-16,67,153,105,334,1-1,0-0,2,0,6-65,7-87,2-11,5-14,0-0,0-1,19:17,40:43,,Lester Archambeau,Travis Hall,Chuck Smith,Shane Dronett,Darnell Walker,Junior Bryant,Winfred Tubbs,Lee Woodall,,,Ramos McDonald,Gabe Wilkins,Ken Norton Jr.,,,,,Fred Beasley,Lance Schulters,Bryant Young,,Brentson Buckner,,Tim McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,December 12,14,1999,80,Kansas City Chiefs,Minnesota Vikings,Gunther Cunningham,Dennis Green,8-5,7-6,outdoors,grass,Kansas City Chiefs -1.0,42.0 (over),Elvis Grbac,Bam Morris,,Tony Gonzalez,Glenn Parker,Dave Szott,Tim Grunhard,Will Shields,Victor Riley,,,,,,Jeff George,Robert Smith,Cris Carter,Andrew Glover,Todd Steussie,Randall McDaniel,Jeff Christy,David Dixon,Korey Stringer,,,,Ed McDaniel,,Kenny Wright,Jimmy Hitchcock,Antonio Banks,Robert Griffith,21,22,35-175-0,40-173-1,13-23-190-2-0,19-29-215-2-0,4-39,2-8,151,207,326,380,4-4,3-2,4,2,8-91,7-40,5-11,11-18,1-1,0-0,30:18,29:42,Jim Kleinsasser,John Randle,,Chris Doleman,,Cris Dishman,Eric Hicks,,Derrick Thomas,,,James Hasty,Leslie O'Neal,,Donnie Edwards,,,,Tony Richardson,Jerome Woods,Chester McGlockton,Marvcus Patton,Dan Williams,,Reggie Tongue,,,,,,,,,Jerry Ball,,,,,,,Tony Williams,,Dwayne Rudd,,,,,,,,Derrick Alexander,Andre Rison,,,,,,,,,,,,,,,
202,December 13,14,1999,80,Jacksonville Jaguars,Denver Broncos,Tom Coughlin,Mike Shanahan,12-1,4-9,outdoors,grass,Jacksonville Jaguars -9.0,37.5 (over),Mark Brunell,James Stewart,Keenan McCardell,Damon Jones,Tony Boselli,Ben Coleman,John Wade,Zach Wiegert,Leon Searcy,,,,,,Brian Griese,Olandis Gary,Rod Smith,Dwayne Carswell,Tony Jones,Mark Schlereth,Tom Nalen,Dan Neil,Matt Lepsis,,,Bill Romanowski,Al Wilson,Glenn Cadrez,Ray Crockett,Dale Carter,Tyrone Braxton,George Coghill,18,18,27-90-1,32-161-3,21-33-275-2-2,11-25-115-0-0,1-7,3-11,268,104,358,265,4-0,4-0,2,0,9-83,3-20,7-15,4-13,0-0,1-1,32:35,27:25,Howard Griffith,Neil Smith,Keith Traylor,Maa Tanuvasa,Trevor Pryce,Fernando Bryant,Renaldo Wynn,,,,,Aaron Beasley,Tony Brackens,,,,,,Daimon Shelton,Carnell Lake,Gary Walker,Lonnie Marts,Seth Payne,Bryce Paup,Donovin Darius,Kevin Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,December 18,15,1999,80,Kansas City Chiefs,Pittsburgh Steelers,Gunther Cunningham,Bill Cowher,9-5,5-9,outdoors,grass,Kansas City Chiefs -8.5,37.0 (over),Elvis Grbac,Bam Morris,,Tony Gonzalez,John Tait,Dave Szott,Tim Grunhard,Will Shields,Victor Riley,,,,,,Mike Tomczak,Jerome Bettis,,Mark Bruener,Wayne Gandy,Alan Faneca,Roger Duffy,Brendan Stai,Anthony Brown,Kevin Henry,,,,,Chad Scott,Dewayne Washington,Lee Flowers,Travis Davis,21,16,28-107-0,32-218-2,23-46-278-2-4,12-22-149-2-0,2-9,1-4,269,145,376,363,1-0,1-0,4,0,10-65,8-60,6-16,4-11,1-2,0-0,33:48,26:12,Jon Witman,,,,,Cris Dishman,Eric Hicks,,Derrick Thomas,,,Eric Warfield,Leslie O'Neal,,Donnie Edwards,,,,Tony Richardson,Jerome Woods,Chester McGlockton,Marvcus Patton,Dan Williams,,Reggie Tongue,,,,,,,Levon Kirkland,Jason Gildon,Joel Steed,Earl Holmes,Carlos Emmons,,,,,,,,,,,,,,Kordell Stewart,Derrick Alexander,Andre Rison,,,,,,,Troy Edwards,,,,,,,,
204,December 18,15,1999,80,Carolina Panthers,San Francisco 49ers,George Seifert,Steve Mariucci,7-7,4-10,outdoors,grass,Carolina Panthers -7.5,46.0 (over),Steve Beuerlein,Fred Lane,Muhsin Muhammad,Wesley Walls,Clarence Jones,Matt Campbell,Frank Garcia,Anthony Redmon,Chris Terry,,,,,,Jeff Garcia,Charlie Garner,Terrell Owens,Greg Clark,Dave Fiore,Ray Brown,Chris Dalman,Jeremy Newberry,Derrick Deese,,,,,,Darnell Walker,Ramos McDonald,Tim McDonald,Lance Schulters,18,25,18-100-1,26-90-1,29-46-303-2-1,27-38-368-4-0,2-6,1-6,297,362,397,452,2-0,0-0,1,0,7-55,6-40,6-15,5-11,2-4,1-1,27:40,32:20,Fred Beasley,Junior Bryant,Bryant Young,Gabe Wilkins,Brentson Buckner,Eric Davis,Jason Peter,,,,,Doug Evans,Chuck Wiley,,,,,,William Floyd,Mike Minter,Tim Morabito,Dean Wells,Sean Gilbert,Kevin Greene,Brent Alexander,Micheal Barrow,,,,,,,,,,,,,Lee Woodall,,,,,,,,,,,,,,,,,,,,,,Pierson Prioleau,,,,,,
205,December 19,15,1999,80,Tennessee Titans,Atlanta Falcons,Jeff Fisher,Dan Reeves,11-3,3-11,outdoors,grass,Tennessee Titans -10.0,37.0 (over),Steve McNair,Lorenzo Neal,Isaac Byrd,Frank Wycheck,Brad Hopkins,Bruce Matthews,Kevin Long,Benji Olson,Jon Runyan,,,Barron Wortham,,,Danny Kanell,Ken Oxendine,Terance Mathis,Brian Kozlowski,Bob Whitfield,Bob Hallen,Robbie Tobeck,Calvin Collins,Ephraim Salaam,,,Henri Crockett,Jessie Tuggle,Keith Brooking,Ray Buchanan,Ronnie Bradford,Gerald McBurrows,Eugene Robinson,23,14,19-56-0,28-131-1,24-43-310-2-3,16-30-277-2-0,2-19,2-9,291,268,347,399,3-3,2-0,6,0,5-46,14-90,3-10,3-14,0-1,1-1,29:13,30:47,,Lester Archambeau,Travis Hall,Chuck Smith,Shane Dronett,,Jevon Kearse,,,,,Samari Rolle,Kenny Holmes,,,,,,Eddie George,Marcus Robertson,John Thornton,Doug Colman,Jason Fisk,,Blaine Bishop,,,,Eddie Robinson,Joe Bowden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,December 19,15,1999,80,St. Louis Rams,New York Giants,Dick Vermeil,Jim Fassel,12-2,7-7,dome,astroturf,St. Louis Rams -10.5,46.5 (under),Kurt Warner,Marshall Faulk,Isaac Bruce,Roland Williams,Orlando Pace,Tom Nutten,Mike Gruttadauria,Adam Timmerman,Fred Miller,,,,,,Kerry Collins,Joe Montgomery,Ike Hilliard,Howard Cross,Roman Oben,Mike Rosenthal,Derek Engler,Ron Stone,Scott Gragg,,,,Corey Widmer,,Emmanuel McDaniel,Jeremy Lincoln,Sam Garnes,Percy Ellsworth,20,19,19-67-0,27-100-0,21-37-273-1-2,18-32-319-2-0,2-12,1-0,261,319,328,419,0-0,2-1,2,1,6-50,8-88,5-14,4-12,1-1,1-2,28:13,31:47,Greg Comella,Michael Strahan,Christian Peter,Cedric Jones,Keith Hamilton,Todd Lyght,Kevin Carter,,,,,Dexter McCleon,,,,,Ryan Phillips,Jessie Armstead,Robert Holcombe,Devin Bush Sr.,Ray Agnew,London Fletcher,D'Marco Farr,,Billy Jenkins,,,,Mike Jones,Todd Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grant Wistrom,
207,December 19,15,1999,80,Indianapolis Colts,Washington Redskins,Jim Mora,Norv Turner,12-2,8-6,dome,astroturf,Indianapolis Colts -6.5,51.0 (under),Peyton Manning,Edgerrin James,Marvin Harrison,Ken Dilger,Tarik Glenn,Steve McKinney,Larry Moore,Waverly Jackson,Adam Meadows,,,,,,Brad Johnson,Stephen Davis,Michael Westbrook,Stephen Alexander,Andy Heck,Brad Badger,Cory Raymer,Tre' Johnson,Jon Jansen,Marco Coleman,Dan Wilkinson,,,,,,,,21,24,32-151-1,23-88-1,16-30-237-1-0,23-37-298-2-1,4-29,1-7,208,291,359,379,2-0,3-2,0,3,6-60,5-62,3-13,3-9,1-3,0-0,31:16,28:44,Larry Centers,,,,,Jeff Burris,Bernard Whittington,,,,,Tyrone Poole,Chad Bratzke,,,,,,Marcus Pollard,Jason Belser,Larry Chester,Mike Barber,Ellis Johnson,,Chad Cota,,,,Cornelius Bennett,Mike Peterson,,,,,,,,Champ Bailey,Greg Jones,Leomont Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,December 19,15,1999,80,Miami Dolphins,San Diego Chargers,Jimmy Johnson,Mike Riley,9-5,6-8,outdoors,grass,Miami Dolphins -7.5,37.0 (under),Dan Marino,Stanley Pritchett,O.J. McDuffie,Oronde Gadsden,Richmond Webb,Mark Dixon,Tim Ruddy,Kevin Donnalley,Brent Smith,,,,,,Jim Harbaugh,Kenny Bynum,Mikhael Ricks,Freddie Jones,John Jackson,Aaron Taylor,Roman Fortin,DeMingo Graham,Vaughn Parker,,,,,,Jimmy Spencer,Fakhir Brown,Rodney Harrison,,13,11,21-26-0,23-53-0,20-40-178-0-0,22-36-241-0-0,5-18,2-10,160,231,186,284,3-1,3-2,1,2,4-40,11-106,7-19,2-13,0-0,0-0,29:19,30:41,Fred McCrary,Albert Fontenot,Norman Hand,Raylee Johnson,John Parrella,Patrick Surtain,Trace Armstrong,,,,,Sam Madison,Rich Owens,,,,,,,Brock Marion,Tim Bowens,Zach Thomas,Daryl Gardener,Robert Jones,Shawn Wooden,Derrick Rodgers,,,,,,,,,,,,,,,,,Charles Dimry,Junior Seau,,,,,,,,,,,,,,,,,,,,,,,
209,December 19,15,1999,80,Chicago Bears,Detroit Lions,Dick Jauron,Bobby Ross,6-8,8-6,outdoors,grass,Detroit Lions -3.0,37.0 (over),Cade McNown,Curtis Enis,Curtis Conway,,Blake Brockermeyer,Todd Perry,Olin Kreutz,Chris Villarrial,James Williams,,,,,,Gus Frerotte,Greg Hill,Johnnie Morton,David Sloan,Ray Roberts,Tony Semple,Mike Compton,Jeff Hartings,Barrett Brooks,,,,Stephen Boyd,,Bryant Westbrook,Robert Bailey,Mark Carrier,Ron Rice,19,27,19-103-1,32-104-0,23-40-253-0-3,27-36-301-4-2,3-17,2-9,236,292,339,396,1-1,2-0,4,2,6-43,8-62,4-12,5-11,0-2,0-1,27:39,32:21,Cory Schlesinger,Robert Porcher,,Tracy Scroggins,,Walt Harris,Bryan Robinson,,,,,Terry Cousin,Van Tuinei,,,,,,,Chris Hudson,Jim Flanigan,Barry Minter,Mike Wells,Ricardo McDonald,Tony Parrish,Warrick Holdman,,,,,,,,James Jones,,,,,,,Luther Elliss,,,,,,,,,,,,,,,,,,,,Dwayne Harper,,,,,,
210,December 19,15,1999,80,Baltimore Ravens,New Orleans Saints,Brian Billick,Mike Ditka,7-7,2-12,outdoors,grass,Baltimore Ravens -8.5,41.5 (under),Tony Banks,Priest Holmes,Qadry Ismail,Greg DeLong,Jonathan Ogden,Edwin Mulitalo,Jeff Mitchell,Jeff Blackshear,Everett Lindsay,,,,,,Billy Joe Tolliver,,Eddie Kennison,Cam Cleeland,Willie Roaf,Mike Halapin,Jerry Fontenot,Chris Naeole,Kyle Turley,,,Keith Mitchell,Phil Clarke,Mark Fields,Ashley Ambrose,Fred Weary,Sammy Knight,Willie Clay,8,15,16-11-0,24-61-0,21-49-252-1-4,24-39-298-3-4,2-15,5-24,237,274,248,335,2-0,0-0,4,4,6-48,7-60,2-16,4-15,0-2,0-0,28:30,31:30,,Wayne Martin,Austin Robbins,Brady Smith,La'Roi Glover,Chris McAlister,Rob Burnett,,,,,DeRon Jenkins,Michael McCrary,,,,,,,Rod Woodson,Larry Webster,Ray Lewis,Tony Siragusa,,Kim Herring,,,,Peter Boulware,Jamie Sharper,,,,,,,,,,,,,,,,,Wilmont Perry,,,,,,,,,,,,,,,,,,,,
211,December 19,15,1999,80,Cleveland Browns,Jacksonville Jaguars,Chris Palmer,Tom Coughlin,2-13,13-1,outdoors,grass,Jacksonville Jaguars -14.5,39.0 (under),Tim Couch,Karim Abdul-Jabbar,Darrin Chiaverini,Irv Smith,Steve Zahursky,Jim Pyne,Dave Wohlabaugh,Scott Rehberg,Orlando Brown,,,,,,Mark Brunell,Fred Taylor,Keenan McCardell,Damon Jones,Tony Boselli,Ben Coleman,John Wade,Zach Wiegert,Leon Searcy,,,Bryce Paup,Lonnie Marts,Kevin Hardy,Fernando Bryant,Aaron Beasley,Donovin Darius,Carnell Lake,20,19,33-181-2,20-72-1,21-33-267-1-1,24-41-241-1-0,1-6,6-44,261,197,442,269,1-1,1-1,2,1,4-57,5-40,6-14,7-16,0-1,0-0,31:44,28:16,Daimon Shelton,Renaldo Wynn,Gary Walker,Tony Brackens,Seth Payne,Ryan McNeil,John Thierry,,,,,Daylon McCutcheon,Derrick Alexander,,,,,,Marc Edwards,Corey Fuller,Darius Holland,Wali Rainer,Stalin Colinet,,Marquez Pope,,,,Rahim Abdullah,Jamir Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,December 19,15,1999,80,Philadelphia Eagles,New England Patriots,Andy Reid,Pete Carroll,4-11,7-7,outdoors,astroturf,New England Patriots -3.5,37.0 (under),Koy Detmer,Duce Staley,Torrance Small,Chad Lewis,Lonnie Palelei,Doug Brzezinski,Steve Everitt,Jeff Dellenbach,Jermane Mayberry,,,,,,Drew Bledsoe,Terry Allen,Terry Glenn,Ben Coates,Bruce Armstrong,Heath Irwin,Damien Woody,Max Lane,Zefross Moss,,,Chris Slade,Ted Johnson,Tedy Bruschi,Kato Serwanga,Tebucky Jones,Lawyer Milloy,Chris Carter,20,11,27-62-0,37-114-0,23-49-331-0-4,10-29-181-3-2,6-43,0-0,288,181,350,295,5-3,3-1,7,3,3-15,7-85,8-20,4-18,0-2,0-0,32:31,27:29,Tony Carter,Brandon Mitchell,Chad Eaton,Willie McGinest,Henry Thomas,Troy Vincent,Greg Jefferson,,,,,Bobby Taylor,Mike Mamula,,,,,,,Brian Dawkins,Hollis Thomas,Jeremiah Trotter,Steve Martin,,Tim Hauck,,,,Barry Gardner,William Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,December 19,15,1999,80,Oakland Raiders,Tampa Bay Buccaneers,Jon Gruden,Tony Dungy,7-7,9-5,outdoors,grass,Tampa Bay Buccaneers -1.0,36.0 (over),Rich Gannon,Tyrone Wheatley,James Jett,Rickey Dudley,Mo Collins,Steve Wisniewski,Barret Robbins,Barry Sims,Lincoln Kennedy,,,,,,Shaun King,Warrick Dunn,Jacquez Green,Dave Moore,Paul Gruber,Kevin Dogins,Tony Mayberry,Frank Middleton,Jerry Wunsch,,Warren Sapp,Shelton Quarles,Hardy Nickerson,Derrick Brooks,Donnie Abraham,Ronde Barber,John Lynch,Damien Robinson,9,21,19-34-0,37-262-4,17-29-142-0-1,15-28-141-1-0,4-39,1-3,103,138,137,400,2-2,0-0,3,0,9-60,3-35,0-12,7-14,0-1,0-0,27:49,32:11,Mike Alstott,Chidi Ahanotu,,Marcus Jones,,Charles Woodson,James Harris,,,,,Eric Allen,Lance Johnstone,,,,,,Jon Ritchie,Charles Mincy,Russell Maryland,Greg Biekert,Darrell Russell,,Anthony Newman,,,,Eric Barton,Richard Harvey,,,,Brad Culpepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,December 19,15,1999,80,Denver Broncos,Seattle Seahawks,Mike Shanahan,Mike Holmgren,5-9,8-6,outdoors,grass,Denver Broncos -1.5,39.0 (over),Brian Griese,Olandis Gary,Ed McCaffrey,Dwayne Carswell,Tony Jones,Mark Schlereth,Tom Nalen,Dan Neil,Matt Lepsis,,,,,,Jon Kitna,Ricky Watters,Sean Dawkins,Christian Fauria,Walter Jones,Pete Kendall,Chris Gray,Brian Habib,Grant Williams,,,,Anthony Simmons,,,,Darryl Williams,Jay Bellamy,19,26,17-114-1,33-260-0,22-42-278-2-0,20-39-180-2-2,3-28,2-10,250,170,364,430,2-2,1-0,2,2,12-118,8-62,4-14,10-17,0-0,0-0,40:29,34:31,,Michael Sinclair,Sam Adams,Phillip Daniels,Cortez Kennedy,Ray Crockett,Neil Smith,,,,,Dale Carter,Maa Tanuvasa,,,,,,Howard Griffith,Darrius Johnson,Keith Traylor,Tory James,Trevor Pryce,Bill Romanowski,Tyrone Braxton,Glenn Cadrez,,,,,,,,,,,,Willie Williams,,,,,Chad Brown,,,,,,,,,,,,,,,,,,,,,,,,
215,December 19,15,1999,80,Dallas Cowboys,New York Jets,Chan Gailey,Bill Parcells,7-7,6-8,outdoors,astroturf,Dallas Cowboys -6.0,35.5 (over),Troy Aikman,Emmitt Smith,Jason Tucker,David LaFleur,Flozell Adams,Solomon Page,Mark Stepnoski,Everett McIver,Erik Williams,Leon Lett,Alonzo Spellman,,Charlie Williams,,Ray Lucas,Curtis Martin,Keyshawn Johnson,Fred Baxter,Jumbo Elliott,Kerry Jenkins,Kevin Mawae,Randy Thomas,Ryan Young,,,,,,Aaron Glenn,Marcus Coleman,,,19,16,35-126-0,31-195-2,20-35-229-2-1,12-28-158-1-2,0-0,1-6,229,152,355,347,1-1,0-0,2,2,3-20,8-92,5-14,3-12,0-1,1-2,30:41,29:19,,Rick Lyle,,Anthony Pleasant,,Kevin Smith,,,,,,Deion Sanders,,,,,,,Robert Thomas,George Teague,,Randall Godfrey,,,Darren Woodson,Dexter Coakley,,,,,,Dwayne Gordon,Mo Lewis,Ernie Logan,Marvin Jones,James Farrior,,,,,,,,,,,,,,,,,Victor Green,Omar Stoutmire,,,,,,,,,,,,,
216,December 19,15,1999,80,Arizona Cardinals,Buffalo Bills,Vince Tobin,Wade Phillips,6-8,9-5,outdoors,grass,Buffalo Bills -3.0,37.5 (over),Jake Plummer,Adrian Murrell,Frank Sanders,Terry Hardy,,,Aaron Graham,,,Simeon Rice,Jerry Drake,Ronald McKinnon,Aeneas Williams,Kwamie Lassiter,Doug Flutie,Thurman Thomas,Eric Moulds,Bobby Collins,John Fina,Ruben Brown,Dusty Zeigler,,,,,,,,Ken Irvin,Thomas Smith,Henry Jones,Kurt Schulz,25,14,41-159-1,21-70-2,21-32-239-2-2,11-30-119-1-1,2-22,2-11,217,108,376,178,0-0,0-0,2,1,4-58,5-20,12-17,4-11,0-1,0-1,39:30,20:30,,Phil Hansen,,Bruce Smith,,,,,,,,,,,,,,,Joel Makovicka,,,,,,,,,,,,,John Holecek,Sam Rogers,Ted Washington,Sam Cowart,Gabe Northern,Anthony Clement,,,,,,,,,,,,,,,,,,,,Matt Joyce,,,,,,,,,,Marcus Spriggs
217,December 20,15,1999,80,Minnesota Vikings,Green Bay Packers,Dennis Green,Ray Rhodes,8-6,7-7,dome,astroturf,Minnesota Vikings -4.5,49.0 (under),Jeff George,Robert Smith,Randy Moss,,Todd Steussie,Randall McDaniel,Jeff Christy,David Dixon,Korey Stringer,,,,,,Brett Favre,Dorsey Levens,Antonio Freeman,Tyrone Davis,Mike Wahle,Raleigh McKenzie,Frank Winters,Marco Rivera,Earl Dotson,,,,Bernardo Harris,,Mike McKenzie,Tyrone Williams,LeRoy Butler,Darren Sharper,20,15,28-107-1,26-76-1,23-40-238-1-2,16-29-258-2-0,4-26,1-29,212,229,319,305,3-1,3-2,3,2,6-57,11-85,3-15,5-13,1-1,0-1,33:39,26:21,,Vaughn Booker,,Vonnie Holliday,,Kenny Wright,John Randle,,,,Jerry Ball,Jimmy Hitchcock,Chris Doleman,,,,,,Jim Kleinsasser,Robert Griffith,,Ed McDaniel,,,Orlando Thomas,,,Santana Dotson,,,,,George Koonce,Gilbert Brown,,Jude Waddy,,,,,,Dwayne Rudd,,,,Duane Clemons,,,,,,,,,,,,,,,,,,,,,
218,December 24,16,1999,80,New Orleans Saints,Dallas Cowboys,Mike Ditka,Chan Gailey,3-12,7-8,dome,astroturf,Dallas Cowboys -8.5,38.5 (over),Jake Delhomme,,Keith Poole,Cam Cleeland,Willie Roaf,Mike Halapin,Jerry Fontenot,Chris Naeole,Kyle Turley,,,,,,Troy Aikman,Emmitt Smith,Rocket Ismail,David LaFleur,Flozell Adams,Larry Allen,Mark Stepnoski,Everett McIver,Erik Williams,Kavika Pittman,Alonzo Spellman,Darren Hambrick,Randall Godfrey,Dexter Coakley,Charlie Williams,Deion Sanders,Darren Woodson,George Teague,24,18,26-122-1,29-61-1,23-39-246-2-2,16-28-278-2-1,0-0,3-29,246,249,368,310,1-1,2-1,3,2,11-86,6-32,8-14,3-10,0-0,0-0,30:27,29:33,,,,,,Ashley Ambrose,Wayne Martin,,,,,Fred Weary,Brady Smith,,,,,,Aaron Craver,Willie Clay,Austin Robbins,Phil Clarke,La'Roi Glover,Keith Mitchell,Sammy Knight,Mark Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ricky Williams,,,,,,,
219,December 25,16,1999,80,Detroit Lions,Denver Broncos,Bobby Ross,Mike Shanahan,8-7,6-9,dome,astroturf,Detroit Lions -4.5,43.5 (under),Charlie Batch,,,David Sloan,Tony Ramirez,Tony Semple,Mike Compton,Jeff Hartings,Barrett Brooks,,,,,,Brian Griese,Olandis Gary,Ed McCaffrey,Dwayne Carswell,Trey Teague,Mark Schlereth,Tom Nalen,Dan Neil,Matt Lepsis,,,Bill Romanowski,Al Wilson,Glenn Cadrez,Ray Crockett,Tory James,Darrius Johnson,George Coghill,22,16,36-204-1,12-32-0,22-30-171-1-1,21-40-267-1-0,1-6,5-25,165,242,369,274,0-0,2-0,1,0,5-40,10-78,6-14,4-13,0-1,0-1,39:38,20:22,Howard Griffith,Neil Smith,Keith Traylor,Maa Tanuvasa,Mike Lodish,Bryant Westbrook,Robert Porcher,,,,James Jones,Robert Bailey,Tracy Scroggins,,,,,,Cory Schlesinger,Mark Carrier,,Stephen Boyd,,Allen Aldridge,Ron Rice,Chris Claiborne,,,,,,,,,,,,,,,,,,,,Luther Elliss,,Walter Rasby,Germane Crowell,,,,,,,,,,,Greg Hill,,,,,,,
