,date,week,year,seasonNumber,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeDE,homeDT,homeLB,homeCB,homeS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayDE,awayDT,awaySLB,awayMLB,awayWLB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayFB,awayLDE,awayLDT,awayRDE,awayRDT,homeLCB,homeLDE,homeLILB,homeLOLB,homeLS,homeNT,homeRCB,homeRDE,homeRILB,homeROLB,homeRS,awayLLB,awayRLB,homeFB,homeFS,homeLDT,homeMLB,homeRDT,homeSLB,homeSS,homeWLB,awayG,awayT,homeLLB,homeRLB,awayL,awayLILB,awayLOLB,awayNT,awayRILB,awayROLB,homeT,awayCB,awayLB,awayS,awayUT,homeOLB,awayOLB,awayILB,homeL,homeUT,awayHB,homeXR,homeZR,awayFL,homeFL,homeSE,awayLS,awayRS,awayXR,awayZR,homeG,homeILB,awaySE,homeHB,awayDB,homeDB,awayEOLB,homeSB,awayREC,homeRD,awayOT
76,October 17,6,1999,80,New Orleans Saints,Tennessee Titans,Mike Ditka,Jeff Fisher,1-4,5-1,dome,astroturf,Tennessee Titans -3.0,36.5 (over),Billy Joe Tolliver,Ricky Williams,Eddie Kennison,Cam Cleeland,Willie Roaf,Wally Williams,Jerry Fontenot,Chris Naeole,Kyle Turley,,,,,,Neil O'Donnell,Eddie George,Kevin Dyson,Frank Wycheck,Brad Hopkins,Bruce Matthews,Kevin Long,Benji Olson,Jon Runyan,,,,Barron Wortham,,Denard Walker,Samari Rolle,Perry Phenix,Marcus Robertson,15,22,35-165-0,21-55-0,12-25-124-2-2,28-45-354-2-2,1-11,0-0,113,354,278,409,1-1,4-2,3,4,8-75,13-103,4-15,5-12,0-0,0-0,29:51,30:09,Lorenzo Neal,Jevon Kearse,Josh Evans,Henry Ford,Jason Fisk,Ashley Ambrose,Jared Tomich,,,,,Fred Weary,Brady Smith,,,,Eddie Robinson,Joe Bowden,Aaron Craver,Rob Kelly,Wayne Martin,Chris Bordano,La'Roi Glover,Keith Mitchell,Sammy Knight,Mark Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,October 17,6,1999,80,New York Jets,Indianapolis Colts,Bill Parcells,Jim Mora,1-5,3-2,outdoors,astroturf,Indianapolis Colts -2.5,42.5 (under),Ray Lucas,Curtis Martin,Wayne Chrebet,Eric Green,Jumbo Elliott,Kerry Jenkins,Kevin Mawae,Randy Thomas,Jason Fabini,,,,,,Peyton Manning,Edgerrin James,Marvin Harrison,Ken Dilger,Tarik Glenn,Steve McKinney,Larry Moore,Waverly Jackson,Adam Meadows,,,,Mike Barber,,Jeff Burris,Tyrone Poole,Chad Cota,Jason Belser,19,16,28-108-0,29-156-0,21-35-210-1-1,16-30-137-1-1,0-0,1-12,210,125,318,281,2-0,1-1,1,2,1-5,6-51,5-14,5-13,0-1,0-1,30:24,29:36,Paul Shields,Shawn King,Bernard Whittington,Chad Bratzke,Ellis Johnson,Aaron Glenn,Rick Lyle,Bryan Cox,Mo Lewis,Victor Green,Jason Ferguson,Ray Mickens,Anthony Pleasant,Marvin Jones,Roman Phifer,Omar Stoutmire,Cornelius Bennett,Mike Peterson,Richie Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,October 17,6,1999,80,Atlanta Falcons,St. Louis Rams,Dan Reeves,Dick Vermeil,1-5,5-0,dome,astroturf,St. Louis Rams -6.0,45.0 (over),Chris Chandler,Ken Oxendine,Terance Mathis,O.J. Santiago,Bob Whitfield,Bob Hallen,Robbie Tobeck,Gene Williams,Ephraim Salaam,,,,,,Kurt Warner,Marshall Faulk,Torry Holt,Jeff Robinson,Orlando Pace,Andy McCollum,Mike Gruttadauria,Adam Timmerman,Fred Miller,,,,London Fletcher,,Todd Lyght,Dexter McCleon,Billy Jenkins,Keith Lyle,17,16,28-189-2,19-46-0,13-20-111-1-0,20-36-294-1-2,2-17,4-24,94,270,283,316,2-1,1-1,1,3,8-45,10-88,2-8,3-12,1-1,2-2,28:48,31:12,,Kevin Carter,Ray Agnew,Grant Wistrom,D'Marco Farr,Ray Buchanan,Lester Archambeau,,,,,Ronnie Bradford,Chuck Smith,,,,Mike Jones,Todd Collins,Bob Christian,Eugene Robinson,Travis Hall,Ruffin Hamilton,Shane Dronett,Henri Crockett,Marty Carter,Craig Sauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,October 17,6,1999,80,Chicago Bears,Philadelphia Eagles,Dick Jauron,Andy Reid,3-3,2-4,outdoors,grass,Chicago Bears -6.5,35.0 (over),Cade McNown,Curtis Enis,Marcus Robinson,Alonzo Mayes,Blake Brockermeyer,Todd Perry,Olin Kreutz,Chris Villarrial,James Williams,,,,,,Doug Pederson,Duce Staley,Charles Johnson,Jed Weaver,Tra Thomas,Doug Brzezinski,Steve Everitt,Jeff Dellenbach,Lonnie Palelei,,,,Jeremiah Trotter,,Troy Vincent,Bobby Taylor,Tim Hauck,Brian Dawkins,19,17,26-99-0,29-113-0,22-39-228-2-0,17-33-255-1-2,1-11,4-16,217,239,316,352,3-2,1-0,2,2,6-53,9-85,4-15,4-14,1-1,0-1,28:24,31:36,Cecil Martin,Greg Jefferson,Hollis Thomas,Mike Mamula,Steve Martin,Walt Harris,Bryan Robinson,,,,,Tom Carter,Russell Davis,,,,James Darling,William Thomas,,Chris Hudson,Jim Flanigan,Sean Harris,Mike Wells,Ricardo McDonald,Tony Parrish,Barry Minter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,October 17,6,1999,80,Jacksonville Jaguars,Cleveland Browns,Tom Coughlin,Chris Palmer,5-1,0-6,outdoors,grass,Jacksonville Jaguars -17.5,37.5 (under),Mark Brunell,James Stewart,Keenan McCardell,Kyle Brady,Tony Boselli,Ben Coleman,John Wade,Rich Tylski,Leon Searcy,,,,,,Tim Couch,Terry Kirby,Darrin Chiaverini,Irv Smith,Lomas Brown,Jim Pyne,Dave Wohlabaugh,Scott Rehberg,Orlando Brown,,Darius Holland,,,,Ryan McNeil,Daylon McCutcheon,Marquez Pope,Corey Fuller,16,21,28-113-0,33-103-1,18-23-161-1-0,24-33-222-1-0,4-31,0-0,130,222,243,325,2-1,0-0,1,0,6-55,7-55,7-14,7-14,0-0,0-0,27:36,32:24,Marc Edwards,Roy Barker,,Derrick Alexander,John Jurkovic,Fernando Bryant,Joel Smeenge,,,,,Aaron Beasley,Tony Brackens,,,,,Jamir Miller,Daimon Shelton,Carnell Lake,Gary Walker,Lonnie Marts,Seth Payne,Bryce Paup,Donovin Darius,Kevin Hardy,,,,,,Rahim Abdullah,,,Wali Rainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,October 17,6,1999,80,San Diego Chargers,Seattle Seahawks,Mike Riley,Mike Holmgren,4-1,3-2,outdoors,grass,Seattle Seahawks -1.5,37.5 (under),Erik Kramer,Natrone Means,Mikhael Ricks,Freddie Jones,John Jackson,Kendyl Jacox,Roman Fortin,DeMingo Graham,Vaughn Parker,,,,,,Jon Kitna,Ricky Watters,Derrick Mayes,Christian Fauria,Walter Jones,Pete Kendall,Kevin Glover,Brian Habib,Grant Williams,,,,Anthony Simmons,,Shawn Springs,Willie Williams,Darryl Williams,Jay Bellamy,15,19,27-61-0,21-49-1,17-29-151-1-1,27-45-296-0-4,3-11,2-15,140,281,201,330,1-0,1-0,1,4,6-49,10-56,3-13,5-15,0-0,0-0,25:13,31:56,Reggie Brown,Michael Sinclair,Sam Adams,Phillip Daniels,Cortez Kennedy,Darryll Lewis,Albert Fontenot,,,,,Terrance Shaw,Raylee Johnson,,,,,,Fred McCrary,Mike Dumas,Norman Hand,,John Parrella,,Rodney Harrison,,,,,,,,Darrin Smith,,,Chad Brown,,,,,,Lewis Bush,,,,,,,,,,,,,,,,Tracy Simien,,,,,,,,,
82,October 17,6,1999,80,San Francisco 49ers,Carolina Panthers,Steve Mariucci,George Seifert,3-3,2-3,outdoors,grass,San Francisco 49ers -5.0,44.0 (over),Jeff Garcia,Charlie Garner,Jerry Rice,Greg Clark,Dave Fiore,Ray Brown,Ben Lynch,Jeremy Newberry,Derrick Deese,,,,,,Steve Beuerlein,Tim Biakabutuka,Muhsin Muhammad,Wesley Walls,Clarence Jones,Matt Campbell,Frank Garcia,Anthony Redmon,Chris Terry,,,Kevin Greene,Steve Tovar,Micheal Barrow,Eric Davis,Doug Evans,Brent Alexander,Mike Minter,18,23,27-101-0,24-124-0,23-36-300-4-3,22-45-236-1-0,2-18,3-27,282,209,383,333,1-1,4-3,4,3,6-57,3-25,6-15,5-14,0-0,0-0,32:11,27:49,William Floyd,Jason Peter,Tim Morabito,Chuck Wiley,Sean Gilbert,R.W. McQuarters,Junior Bryant,Winfred Tubbs,Lee Woodall,,,Mark McMillian,Gabe Wilkins,Ken Norton Jr.,,,,,Fred Beasley,Lance Schulters,Bryant Young,,Brentson Buckner,,Tim McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,October 17,6,1999,80,Denver Broncos,Green Bay Packers,Mike Shanahan,Ray Rhodes,2-4,3-2,outdoors,grass,Green Bay Packers -3.5,40.0 (over),Brian Griese,Olandis Gary,Ed McCaffrey,Dwayne Carswell,Tony Jones,Mark Schlereth,Tom Nalen,Dan Neil,Matt Lepsis,,,,,,Brett Favre,Dorsey Levens,Bill Schroeder,Tyrone Davis,Ross Verba,Joe Andruzzi,Frank Winters,Marco Rivera,Mike Wahle,,,,Bernardo Harris,,Mike McKenzie,Tyrone Williams,LeRoy Butler,Darren Sharper,5,28,11-21-1,51-151-2,7-23-120-0-3,19-31-363-2-1,1-8,0-0,112,363,133,514,1-0,4-0,3,1,9-51,9-64,0-8,11-19,0-0,0-0,14:46,45:14,William Henderson,Vaughn Booker,,Vonnie Holliday,,Ray Crockett,Maa Tanuvasa,,,,,Dale Carter,Alfred Williams,,,,,,Howard Griffith,Eric Brown,Keith Traylor,Al Wilson,Trevor Pryce,Bill Romanowski,Tyrone Braxton,Glenn Cadrez,,Billy Lyon,,,,,George Koonce,Gilbert Brown,,Brian Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,October 17,6,1999,80,Arizona Cardinals,Washington Redskins,Vince Tobin,Norv Turner,2-4,4-1,outdoors,grass,Washington Redskins -3.5,45.5 (under),Jake Plummer,Adrian Murrell,Frank Sanders,Terry Hardy,Matt Joyce,Chris Dishman,Aaron Graham,Lester Holmes,Anthony Clement,,,,,,Brad Johnson,Stephen Davis,Albert Connell,Stephen Alexander,Andy Heck,Keith Sims,Cory Raymer,Tre' Johnson,Jon Jansen,,,,Derek Smith,,Champ Bailey,Darrell Green,Sam Shade,Leomont Evans,24,15,34-167-1,20-67-0,24-40-248-1-2,20-43-216-1-3,1-5,2-9,243,207,410,274,2-1,0-0,3,3,8-54,4-30,6-13,4-16,0-0,0-1,34:22,25:38,Larry Centers,Kenard Lang,Dan Wilkinson,Marco Coleman,Dana Stubblefield,Aeneas Williams,Andre Wadsworth,,,,,J.J. McCleskey,Simeon Rice,,,,Greg Jones,Shawn Barber,Joel Makovicka,Kwamie Lassiter,Rashod Swinger,Ronald McKinnon,Jerry Drake,,Tommy Bennett,,,,Rob Fredrickson,Zack Walz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,October 18,6,1999,80,New York Giants,Dallas Cowboys,Jim Fassel,Chan Gailey,3-3,3-2,outdoors,astroturf,Dallas Cowboys -3.0,37.0 (under),Kent Graham,,Amani Toomer,Howard Cross,Roman Oben,Luke Petitgout,Brian Williams,Ron Stone,Scott Gragg,,,,,,Troy Aikman,Emmitt Smith,Rocket Ismail,Mike Lucky,Flozell Adams,Larry Allen,Mark Stepnoski,Everett McIver,Erik Williams,Greg Ellis,Chad Hennings,Darren Hambrick,Randall Godfrey,Dexter Coakley,Kevin Smith,Deion Sanders,Darren Woodson,George Teague,14,13,25-24-1,30-75-0,20-33-266-0-1,15-21-183-0-0,3-16,5-30,250,153,274,228,1-0,2-0,1,0,10-59,9-75,8-18,5-14,0-0,0-0,31:19,28:41,,,,,,Jason Sehorn,Michael Strahan,,,,,Phillippi Sparks,Cedric Jones,,,,,,Charles Way,Percy Ellsworth,Robert Harris,Corey Widmer,Keith Hamilton,,Sam Garnes,,,,,,,,,,,,,,,,,Ryan Phillips,,,,,,,,,,,,,,,,,,,,,,,,,
86,October 21,7,1999,80,Baltimore Ravens,Kansas City Chiefs,Brian Billick,Gunther Cunningham,2-4,4-2,outdoors,grass,Kansas City Chiefs -1.0,36.0 (over),Stoney Case,Errict Rhett,Qadry Ismail,Aaron Pierce,Jonathan Ogden,Everett Lindsay,Jeff Mitchell,Jeff Blackshear,James Atkins,Michael McCrary,Tony Siragusa,Ray Lewis,Chris McAlister,Rod Woodson,Elvis Grbac,,,Tony Gonzalez,Marcus Spears,Dave Szott,Tim Grunhard,Will Shields,Victor Riley,,,,Marvcus Patton,,Cris Dishman,James Hasty,Reggie Tongue,Jerome Woods,12,18,35-112-1,27-105-1,9-16-112-2-0,23-51-172-0-3,1-6,0-0,106,172,218,277,0-0,0-0,0,3,9-113,9-81,4-13,4-16,0-0,1-3,26:06,33:54,Tony Richardson,Eric Hicks,Chester McGlockton,Leslie O'Neal,Tom Barndt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derrick Thomas,,,Donnie Edwards,,,,,,,,,,,Rashaan Shehee,,,Derrick Alexander,,,,,,,,,Andre Rison,,,,,,,,
87,October 24,7,1999,80,Tampa Bay Buccaneers,Chicago Bears,Tony Dungy,Dick Jauron,3-3,3-4,outdoors,grass,Tampa Bay Buccaneers -8.0,36.5 (under),Trent Dilfer,Warrick Dunn,Reidel Anthony,Dave Moore,Paul Gruber,Jorge Diaz,Tony Mayberry,Frank Middleton,Jerry Wunsch,,Warren Sapp,,,,Cade McNown,Curtis Enis,Marcus Robinson,Alonzo Mayes,Blake Brockermeyer,Todd Perry,Olin Kreutz,Chris Villarrial,James Williams,,,Ricardo McDonald,Khari Samuel,Barry Minter,Walt Harris,Tom Carter,Tony Parrish,Chris Hudson,15,11,24-86-0,28-124-0,19-45-199-0-2,16-27-121-0-0,2-10,2-20,189,101,275,225,1-0,1-0,2,0,6-55,4-30,6-18,3-14,1-1,0-0,29:03,30:57,Ryan Wetnight,Bryan Robinson,Jim Flanigan,Russell Davis,Mike Wells,Donnie Abraham,Chidi Ahanotu,,,,Brad Culpepper,Ronde Barber,Steve White,,,,,,Mike Alstott,Damien Robinson,,Hardy Nickerson,,Shelton Quarles,John Lynch,Derrick Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,October 24,7,1999,80,Indianapolis Colts,Cincinnati Bengals,Jim Mora,Bruce Coslet,4-2,1-6,dome,astroturf,Indianapolis Colts -11.0,44.0 (under),Peyton Manning,Edgerrin James,Terrence Wilkins,Marcus Pollard,Tarik Glenn,Steve McKinney,Larry Moore,Waverly Jackson,Adam Meadows,,,,,,Akili Smith,Corey Dillon,Darnay Scott,Tony McGee,Rod Jones,Matt O'Dwyer,Rich Braham,Brian DeMarco,Willie Anderson,,,,,,Roosevelt Blackmon,Artrell Hawkins,Myron Bell,Cory Hall,12,18,26-105-0,28-57-2,17-31-174-1-0,17-33-284-2-1,5-25,1-6,149,278,254,335,0-0,0-0,0,1,10-99,6-45,5-16,6-14,0-2,0-0,28:09,31:51,Clif Groce,John Copeland,,Jevon Langford,,Jeff Burris,Shawn King,,,,,Tyrone Poole,Chad Bratzke,,,,,,,Jason Belser,Bernard Whittington,Mike Barber,Ellis Johnson,,Chad Cota,,,,Cornelius Bennett,Mike Peterson,,Brian Simmons,Steve Foley,Oliver Gibson,Takeo Spikes,Adrian Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,October 24,7,1999,80,Minnesota Vikings,San Francisco 49ers,Dennis Green,Steve Mariucci,3-4,3-4,dome,astroturf,Minnesota Vikings -7.0,48.5 (over),Jeff George,Leroy Hoard,Randy Moss,Andrew Glover,Todd Steussie,Randall McDaniel,Jeff Christy,David Dixon,Korey Stringer,,,,,,Jeff Garcia,Charlie Garner,Jerry Rice,Greg Clark,Dave Fiore,Ray Brown,Chris Dalman,Jeremy Newberry,Derrick Deese,,,,,,R.W. McQuarters,Craig Newsome,Tim McDonald,Lance Schulters,14,25,21-82-0,31-155-2,18-35-201-0-2,15-28-250-3-1,3-23,1-10,178,240,260,395,2-0,2-1,2,2,15-104,4-30,7-15,7-12,0-0,1-1,30:02,29:58,Fred Beasley,Jeff Posey,Bryant Young,Gabe Wilkins,Junior Bryant,Kenny Wright,John Randle,,,,Jerry Ball,Jimmy Hitchcock,Chris Doleman,,,,,,,Orlando Thomas,,Ed McDaniel,,,Robert Griffith,Dwayne Rudd,,,,,,Winfred Tubbs,Lee Woodall,,Ken Norton Jr.,,,,,,,,,,,Tony Williams,,,,,,,,,,,,,,,,Chris Rogers,,,,,
90,October 24,7,1999,80,Miami Dolphins,Philadelphia Eagles,Jimmy Johnson,Andy Reid,5-1,2-5,outdoors,grass,Miami Dolphins -9.0,34.0 (under),Damon Huard,Cecil Collins,Hunter Goodwin,Troy Drayton,Richmond Webb,Kevin Gogan,Tim Ruddy,Kevin Donnalley,James Brown,,,,,,Doug Pederson,Duce Staley,Charles Johnson,Jed Weaver,Tra Thomas,Doug Brzezinski,Steve Everitt,Jeff Dellenbach,Lonnie Palelei,,,,Jeremiah Trotter,,Al Harris,Bobby Taylor,Tim Hauck,Brian Dawkins,11,15,22-93-0,39-149-1,13-25-108-0-1,15-21-142-0-1,4-19,1-8,89,134,182,283,1-1,1-1,2,2,3-19,7-54,2-12,7-15,1-1,0-0,23:55,36:05,Kevin Turner,Greg Jefferson,Hollis Thomas,Mike Mamula,Steve Martin,Terrell Buckley,Rich Owens,,,,,Sam Madison,Jason Taylor,,,,James Darling,William Thomas,Stanley Pritchett,Brock Marion,Tim Bowens,Zach Thomas,Daryl Gardener,Robert Jones,Calvin Jackson,Derrick Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,October 24,7,1999,80,Carolina Panthers,Detroit Lions,George Seifert,Bobby Ross,2-4,4-2,outdoors,grass,Carolina Panthers -4.5,43.5 (under),Steve Beuerlein,Tim Biakabutuka,Muhsin Muhammad,Wesley Walls,Clarence Jones,Bryan Stoltenberg,Frank Garcia,Anthony Redmon,Chris Terry,,,,,,Charlie Batch,,Brian Stablein,David Sloan,Ray Roberts,Kerlin Blaise,Mike Compton,Jeff Hartings,Barrett Brooks,,James Jones,Allen Aldridge,Scott Kowalkowski,Chris Claiborne,Robert Bailey,Terry Fair,Ron Rice,Mark Carrier,20,22,27-90-1,21-61-0,16-27-210-2-1,26-47-299-0-1,0-0,4-40,210,259,300,320,2-1,2-1,2,2,3-21,9-55,7-12,8-17,0-0,0-1,26:40,33:20,,Robert Porcher,,Tracy Scroggins,,Eric Davis,Antonio Edwards,,,,,Doug Evans,Chuck Wiley,,,,,,William Floyd,Mike Minter,Tim Morabito,Steve Tovar,Sean Gilbert,Kevin Greene,Brent Alexander,Micheal Barrow,,,,,,,,,,,,,,,Luther Elliss,,,,,,Ron Rivers,,,,,,,,,,,,,,,,,,,,
92,October 24,7,1999,80,St. Louis Rams,Cleveland Browns,Dick Vermeil,Chris Palmer,6-0,0-7,dome,astroturf,St. Louis Rams -18.5,43.5 (under),Kurt Warner,Marshall Faulk,Torry Holt,Jeff Robinson,Orlando Pace,Andy McCollum,Mike Gruttadauria,Adam Timmerman,Fred Miller,,,,,,Tim Couch,Terry Kirby,Kevin Johnson,Irv Smith,Lomas Brown,Jim Pyne,Dave Wohlabaugh,Scott Rehberg,,,,,Wali Rainer,,Ryan McNeil,Daylon McCutcheon,Marquez Pope,Corey Fuller,13,27,15-94-0,29-211-1,22-40-185-0-2,27-34-228-3-0,1-7,2-3,178,225,272,436,1-1,1-0,3,0,6-30,4-30,3-13,4-9,3-3,0-0,23:14,36:46,Marc Edwards,Stalin Colinet,Darius Holland,Derrick Alexander,John Jurkovic,Todd Lyght,Kevin Carter,,,,,Dexter McCleon,Grant Wistrom,,,,Rahim Abdullah,Jamir Miller,,Keith Lyle,Ray Agnew,London Fletcher,D'Marco Farr,,Billy Jenkins,,,,Mike Jones,Todd Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,October 24,7,1999,80,New England Patriots,Denver Broncos,Pete Carroll,Mike Shanahan,5-2,2-5,outdoors,grass,New England Patriots -3.5,40.5 (over),Drew Bledsoe,Terry Allen,Terry Glenn,Ben Coates,Bruce Armstrong,Heath Irwin,Damien Woody,Todd Rucci,Zefross Moss,,,,,,Brian Griese,Olandis Gary,Ed McCaffrey,Dwayne Carswell,Tony Jones,Mark Schlereth,Tom Nalen,Dan Neil,Matt Lepsis,,,Bill Romanowski,Al Wilson,Glenn Cadrez,Ray Crockett,Dale Carter,Tyrone Braxton,Eric Brown,23,15,27-133-1,28-133-3,25-38-316-1-0,13-22-214-0-0,3-7,4-22,309,192,442,325,1-0,0-0,0,0,10-70,5-34,4-13,2-11,0-0,0-0,31:39,28:21,Howard Griffith,Maa Tanuvasa,Keith Traylor,Alfred Williams,Trevor Pryce,Ty Law,Brandon Mitchell,,,,,Steve Israel,Willie McGinest,,,,,,Tony Carter,Chris Carter,Chad Eaton,Andy Katzenmoyer,Henry Thomas,Chris Slade,Lawyer Milloy,Marty Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,October 24,7,1999,80,New York Giants,New Orleans Saints,Jim Fassel,Mike Ditka,4-3,1-5,outdoors,astroturf,New York Giants -3.0,34.0 (push),Kent Graham,LeShon Johnson,Amani Toomer,Pete Mitchell,Roman Oben,Jason Whittle,Brian Williams,Ron Stone,Scott Gragg,,,,,,Billy Joe Tolliver,Ricky Williams,Eddie Kennison,Daryl Terrell,Willie Roaf,Wally Williams,Jerry Fontenot,Chris Naeole,Kyle Turley,,,Keith Mitchell,Chris Bordano,Mark Fields,Ashley Ambrose,Fred Weary,Sammy Knight,Willie Clay,12,19,27-107-0,37-106-2,14-35-176-0-3,19-29-239-2-1,2-13,4-24,163,215,270,321,1-0,2-1,3,2,5-40,7-49,3-15,10-17,0-3,0-0,27:49,32:11,Aaron Craver,Jared Tomich,Wayne Martin,Brady Smith,La'Roi Glover,Jason Sehorn,Michael Strahan,,,,,Phillippi Sparks,Cedric Jones,,,,,,,Percy Ellsworth,Robert Harris,Corey Widmer,Keith Hamilton,,Sam Garnes,,,,,,,,,,,,,,,,,Ryan Phillips,,,,,,,,,,,,,,,,,,,,,,,,,
95,October 24,7,1999,80,Dallas Cowboys,Washington Redskins,Chan Gailey,Norv Turner,4-2,4-2,outdoors,astroturf,Dallas Cowboys -2.0,44.0 (over),Troy Aikman,Emmitt Smith,Ernie Mills,David LaFleur,Flozell Adams,Larry Allen,Mark Stepnoski,Everett McIver,Erik Williams,Greg Ellis,Alonzo Spellman,,,,Brad Johnson,Stephen Davis,Albert Connell,Stephen Alexander,Andy Heck,Keith Sims,Cory Raymer,Tre' Johnson,Jon Jansen,,,,Derek Smith,,Champ Bailey,Darrell Green,Sam Shade,Leomont Evans,14,23,16-61-0,34-108-2,23-35-218-2-0,20-32-244-2-0,1-7,0-0,211,244,272,352,1-0,1-1,0,1,8-70,9-98,4-12,9-15,0-0,0-0,25:28,34:32,Larry Centers,Kenard Lang,Dan Wilkinson,Marco Coleman,Dana Stubblefield,Kevin Smith,,,,,,Deion Sanders,,,,,Greg Jones,Shawn Barber,Tim Lester,Izell Reese,,Randall Godfrey,,Darren Hambrick,Darren Woodson,Dexter Coakley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,October 24,7,1999,80,San Diego Chargers,Green Bay Packers,Mike Riley,Ray Rhodes,4-2,4-2,outdoors,grass,Green Bay Packers -3.0,37.5 (under),Erik Kramer,Natrone Means,Mikhael Ricks,Freddie Jones,John Jackson,Aaron Taylor,Roman Fortin,DeMingo Graham,Raleigh Roundtree,,,,,,Brett Favre,Dorsey Levens,Bill Schroeder,Tyrone Davis,Ross Verba,Mike Wahle,Frank Winters,Marco Rivera,Earl Dotson,,,,Bernardo Harris,,Mike McKenzie,Tyrone Williams,LeRoy Butler,Darren Sharper,19,21,28-129-1,27-76-0,12-25-173-3-1,25-54-239-0-6,1-7,3-12,166,227,295,303,1-1,2-0,2,6,5-45,6-73,4-9,8-19,0-0,2-3,28:53,31:07,William Henderson,Vaughn Booker,,Vonnie Holliday,,Jimmy Spencer,Albert Fontenot,,,,,Terrance Shaw,Raylee Johnson,,,,,,Fred McCrary,Mike Dumas,Norman Hand,,John Parrella,,Greg Jackson,,,Billy Lyon,,,,,George Koonce,Gilbert Brown,,Brian Williams,,,,,,Lewis Bush,,,,,,,,,,,,,,,,Junior Seau,,,,,,,,,
97,October 24,7,1999,80,Seattle Seahawks,Buffalo Bills,Mike Holmgren,Wade Phillips,4-2,4-3,dome,astroturf,Seattle Seahawks -2.5,38.0 (over),Jon Kitna,Ricky Watters,Sean Dawkins,Christian Fauria,Walter Jones,Pete Kendall,Kevin Glover,Brian Habib,Grant Williams,,,,,,Doug Flutie,Antowain Smith,Peerless Price,Sheldon Jackson,,,Jerry Ostroski,,,Bruce Smith,Ted Washington,,,,,,,,25,18,25-98-0,32-110-0,24-50-294-2-2,17-30-276-2-0,3-40,1-1,254,275,352,385,1-1,0-0,3,0,6-35,6-40,5-16,5-15,1-2,0-1,30:49,29:11,Sam Gash,,,,,Shawn Springs,Michael Sinclair,,Darrin Smith,,,Willie Williams,Phillip Daniels,,Chad Brown,,,,Reggie Brown,Jay Bellamy,Sam Adams,Anthony Simmons,Cortez Kennedy,,Kerry Joseph,,Jamie Nails,John Fina,,,,,,,,,,Thomas Smith,Sam Rogers,Henry Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,October 24,7,1999,80,Oakland Raiders,New York Jets,Jon Gruden,Bill Parcells,4-3,1-6,outdoors,grass,Oakland Raiders -6.5,37.0 (over),Rich Gannon,Tyrone Wheatley,James Jett,Rickey Dudley,Barry Sims,Steve Wisniewski,Barret Robbins,Gennaro DiNapoli,Lincoln Kennedy,James Harris,Russell Maryland,,Charles Woodson,,Rick Mirer,Curtis Martin,Keyshawn Johnson,,Jumbo Elliott,Kerry Jenkins,Kevin Mawae,Randy Thomas,Jason Fabini,,,,,,Aaron Glenn,Ray Mickens,,,14,24,34-177-1,23-117-1,13-22-158-1-2,26-51-352-2-1,2-11,2-8,147,344,324,461,1-0,3-3,2,4,7-70,2-20,4-12,9-16,0-0,1-1,30:37,29:23,Richie Anderson,Rick Lyle,,Anthony Pleasant,,,,,,,,,,,,,,,Jon Ritchie,Eric Turner,,Greg Biekert,,,Calvin Branch,,,,,,,Bryan Cox,Mo Lewis,Jason Ferguson,Marvin Jones,Roman Phifer,,,,,,Richard Harvey,,,,,,,,,,,Victor Green,Omar Stoutmire,,,,,,,,,,,,,
