,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeDT,homeNT,homeRDE,homeMLB,homeWLB,homeLCB,homeCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayDE,awayNT,awayRUSH,awayWILL,awayMIKE,awaySAM,awayLCB,awayCB,awayRCB,awaySS,awayFS,awayDT,awayMLB,awaySLB,awayWLB,homeDE,homeLILB,homeLOLB,homeRILB,homeROLB,awayHB,awayLDE,awayRDE,homeOLB,awayLB,awayS,homeILB,awayDB,homeSLB,homeFB,homeMIKE,homeRUSH,homeWILL,awayLILB,awayLOLB,awayRILB,awayROLB,awayOLB,homeNB,homeS,homeEND,homeLB,homeT,awayLDT,awayRDT,homeLDT,homeRDT,awayILB,homeLLB,homeRLB,awayBLB,homeJLB,awayEND,awayT,homeDB,awayJLB,homeBLB,homeSAM,awayLLB,awayRLB,homeHB,homeTE/F,homeUT,awayG,awayWIL,awayLOT,awayROT,homeLOT,homeROT,awayNB,homeWIL,awayILBV,awayUT,awayOL,home2,homeDL,awayOT,homeH-B
203,2013,December 8,14,Arizona Cardinals,St. Louis Rams,Bruce Arians,Jeff Fisher,8-5,5-8,retractable roof (closed),grass ,Arizona Cardinals -4.5,41.0 (under),Carson Palmer,Rashard Mendenhall,Michael Floyd,Rob Housler,Bradley Sowell,Daryn Colledge,Lyle Sendlein,Paul Fanaika,Eric Winston,,Darnell Dockett,,,,,Patrick Peterson,,Jerraud Powers,Yeremiah Bell,Tyrann Mathieu,Kellen Clemens,,,Stedman Bailey,Cory Harkey,Jake Long,Chris Williams,Tim Barnes,Harvey Dahl,Rodger Saffold,,,,,,,Trumaine Johnson,,Janoris Jenkins,T.J. McDonald,Rodney McLeod,,James Laurinaitis,,,Calais Campbell,,,,,Zac Stacy,Chris Long,Robert Quinn,,,,Karlos Dansby,,,,,,John Abraham,,,,,,,,,,,Kendall Langford,Michael Brockers,,,,,,,,,,,,,Matt Shaughnessy,Alec Ogletree,Jo-Lonn Dunbar,,,,,,,,,,,,,,,,,,
204,2013,December 8,14,San Diego Chargers,New York Giants,Mike McCoy,Tom Coughlin,6-7,5-8,outdoors,grass ,San Diego Chargers -4.0,47.0 (over),Philip Rivers,Ryan Mathews,Vincent Brown,Ladarius Green,King Dunlap,Chad Rinehart,Nick Hardwick,Jeromey Clary,D.J. Fluker,Kendall Reyes,Sean Lissemore,,Corey Liuget,,,Richard Marshall,,Shareece Wright,Marcus Gilchrist,Eric Weddle,Eli Manning,Andre Brown,,Hakeem Nicks,Brandon Myers,Will Beatty,James Brewer,Kevin Boothe,David Diehl,Justin Pugh,,,,,,,Trumaine McBride,Terrell Thomas,Prince Amukamara,Antrel Rolle,Will Hill,,Jon Beason,Jacquian Williams,,,,,,,,Justin Tuck,Mathias Kiwanuka,Tourek Williams,,,Manti Te'o,,,,,,,,,,,,,,,,,Linval Joseph,Cullen Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,2013,December 8,14,San Francisco 49ers,Seattle Seahawks,Jim Harbaugh,Pete Carroll,9-4,11-2,outdoors,grass ,San Francisco 49ers -2.0,41.0 (under),Colin Kaepernick,Frank Gore,Michael Crabtree,Vernon Davis,Joe Staley,Adam Snyder,Jonathan Goodwin,Alex Boone,Anthony Davis,,,Glenn Dorsey,,,,Carlos Rogers,,Tramaine Brock,Donte Whitner,Eric Reid,Russell Wilson,Marshawn Lynch,,Jermaine Kearse,Zach Miller,Russell Okung,James Carpenter,Max Unger,J.R. Sweezy,Breno Giacomini,,,,,,,Richard Sherman,,Byron Maxwell,Kam Chancellor,Earl Thomas,,Bobby Wagner,,,,,,,,,Red Bryant,Chris Clemons,Ahmad Brooks,,,NaVorro Bowman,,,,,,,,,,,K.J. Wright,,,,,,Tony McDaniel,Brandon Mebane,Ray McDonald,Justin Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2013,December 8,14,New Orleans Saints,Carolina Panthers,Sean Payton,Ron Rivera,10-3,9-4,dome,sportturf,New Orleans Saints -3.0,47.0 (under),Drew Brees,Pierre Thomas,Lance Moore,Ben Watson,Charles Brown,Ben Grubbs,Brian De La Puente,Jahri Evans,Zach Strief,Akiem Hicks,,John Jenkins,Cameron Jordan,,,Corey White,,Keenan Lewis,,,Cam Newton,DeAngelo Williams,,Steve Smith,Greg Olsen,Jordan Gross,Travelle Wharton,Ryan Kalil,Nate Chandler,Byron Bell,,,,,,,Captain Munnerlyn,,Melvin White,Quintin Mikell,Mike Mitchell,,Luke Kuechly,Thomas Davis,,,,,,,,Charles Johnson,Greg Hardy,Junior Galette,,,David Hawthorne,,,,,,,,,,,,,Malcolm Jenkins,,,,Colin Cole,Star Lotulelei,,,,,,,,,,,,,,,,,,,,,,,,,Drayton Florence,,,,,,,,
207,2013,December 9,14,Chicago Bears,Dallas Cowboys,Marc Trestman,Jason Garrett,7-6,7-6,outdoors,grass ,Chicago Bears -1.5,49.0 (over),Josh McCown,Matt Forte,Alshon Jeffery,Dante Rosario,Jermon Bushrod,Matt Slauson,Roberto Garza,Kyle Long,Jordan Mills,,Jay Ratliff,Stephen Paea,Julius Peppers,Jonathan Bostic,Khaseem Greene,Tim Jennings,,Zackary Bowman,Major Wright,Chris Conte,Tony Romo,DeMarco Murray,,Dez Bryant,Jason Witten,Tyron Smith,Ronald Leary,Travis Frederick,Mackenzy Bernadeau,Doug Free,,,,,,,Brandon Carr,,Orlando Scandrick,Jeff Heath,Barry Church,Jason Hatcher,Sean Lee,Kyle Wilber,Bruce Carter,Corey Wootton,,,,,,George Selvie,DeMarcus Ware,,,,,,James Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2013,December 12,15,Denver Broncos,San Diego Chargers,John Fox,Mike McCoy,11-3,7-7,outdoors,grass ,Denver Broncos -9.5,56.5 (under),Peyton Manning,Knowshon Moreno,Demaryius Thomas,Julius Thomas,Chris Clark,Zane Beadles,Manuel Ramirez,Louis Vasquez,Orlando Franklin,Malik Jackson,Sylvester Williams,Terrance Knighton,Shaun Phillips,Paris Lenon,Danny Trevathan,Chris Harris Jr.,,Dominique Rodgers-Cromartie,Omar Bolden,Mike Adams,Philip Rivers,Ryan Mathews,,Vincent Brown,Ladarius Green,King Dunlap,Chad Rinehart,Nick Hardwick,Jeromey Clary,D.J. Fluker,,,,,,,Richard Marshall,Marcus Gilchrist,Shareece Wright,Jahleel Addae,Eric Weddle,,,,,,,,,,,Kendall Reyes,Corey Liuget,,,,,,Von Miller,,,,,,,,,Thomas Keiser,,,,,,,,,,Manti Te'o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2013,December 15,15,Jacksonville Jaguars,Buffalo Bills,Gus Bradley,Doug Marrone,4-10,5-9,outdoors,grass ,Buffalo Bills -4.0,43.0 (over),Chad Henne,Jordan Todman,Kerry Taylor,Marcedes Lewis,Cameron Bradfield,Mike Brewster,Brad Meester,Uche Nwaneri,Austin Pasztor,Tyson Alualu,Sen'Derrick Marks,,,Paul Posluszny,,Dwayne Gratz,,Alan Ball,Chris Prosinski,Winston Guy,EJ Manuel,C.J. Spiller,Frank Summers,Robert Woods,Lee Smith,Cordy Glenn,Doug Legursky,Eric Wood,Kraig Urbik,Erik Pears,,,,,,,Leodis McKelvin,Nickell Robey-Coleman,Stephon Gilmore,Aaron Williams,Jairus Byrd,Kyle Williams,Kiko Alonso,Manny Lawson,,Jason Babin,,,,,,Alan Branch,Mario Williams,Geno Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2013,December 15,15,Indianapolis Colts,Houston Texans,Chuck Pagano,Wade Phillips,9-5,2-12,retractable roof (closed),fieldturf ,Indianapolis Colts -6.0,47.0 (under),Andrew Luck,Donald Brown,T.Y. Hilton,Coby Fleener,Anthony Castonzo,Hugh Thornton,Mike McGlynn,Joe Reitz,Gosder Cherilus,,Fili Moala,Aubrayo Franklin,,,,Darius Butler,,Vontae Davis,Antoine Bethea,LaRon Landry,Case Keenum,Ben Tate,Greg Jones,Andre Johnson,Ryan Griffin,Duane Brown,Wade Smith,Chris Myers,Brandon Brooks,Derek Newton,J.J. Watt,,,,,,Kareem Jackson,Brice McCain,Johnathan Joseph,D.J. Swearinger,Shiloh Keo,,Joe Mays,Brooks Reed,Whitney Mercilus,Cory Redding,,,,,,,,,,,,,Erik Walden,,Kelvin Sheppard,Robert Mathis,Jerrell Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2013,December 15,15,Minnesota Vikings,Philadelphia Eagles,Leslie Frazier,Chip Kelly,4-9-1,8-6,dome,sportturf,Philadelphia Eagles -7.0,53.0 (over),Matt Cassel,,Cordarrelle Patterson,Rhett Ellison,Matt Kalil,Charlie Johnson,John Sullivan,Joe Berger,Phil Loadholt,Brian Robison,,Letroy Guion,Jared Allen,Audie Cole,,Marcus Sherels,,Shaun Prater,Jamarca Sanford,Andrew Sendejo,Nick Foles,LeSean McCoy,,DeSean Jackson,Brent Celek,Jason Peters,Evan Mathis,Jason Kelce,Todd Herremans,Lane Johnson,,Bennie Logan,,,,,Bradley Fletcher,,Cary Williams,Nate Allen,Patrick Chung,,,,,,,,,,,Cedric Thornton,Fletcher Cox,,,,,,Chad Greenway,Jerome Felton,,,,,Connor Barwin,,Trent Cole,,,,,,,,,,,Mychal Kendricks,,,,,,,Robert Blanton,,,,,,Matt Asiata,,Kevin Williams,,,,,,,,,,,,,,,
212,2013,December 15,15,Miami Dolphins,New England Patriots,Joe Philbin,Bill Belichick,8-6,10-4,outdoors,grass ,Miami Dolphins -2.5,46.5 (under),Ryan Tannehill,Lamar Miller,Brian Hartline,Charles Clay,Bryant McKinnie,Sam Brenner,Mike Pouncey,John Jerry,Tyson Clabo,Cameron Wake,Randy Starks,,Olivier Vernon,,,,Nolan Carroll,,,,Tom Brady,LeGarrette Blount,James Develin,Julian Edelman,,Nate Solder,Logan Mankins,Ryan Wendell,Dan Connolly,Marcus Cannon,,,,,,,Aqib Talib,Kyle Arrington,Alfonzo Dennard,,,Sealver Siliga,,,,,,,,,,Rob Ninkovich,Chandler Jones,,Dont'a Hightower,Steve Gregory,,,,,,,,,,,,,,Reshad Jones,,Dannell Ellerbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2013,December 15,15,Tampa Bay Buccaneers,San Francisco 49ers,Greg Schiano,Jim Harbaugh,4-10,10-4,outdoors,grass ,San Francisco 49ers -4.5,41.0 (over),Mike Glennon,Bobby Rainey,Vincent Jackson,Spencer Larsen,Donald Penn,Jamon Meredith,Jeremy Zuttah,Davin Joseph,Demar Dotson,Daniel Te'o-Nesheim,Akeem Spence,,Adrian Clayborn,Mason Foster,Lavonte David,Darrelle Revis,,Johnthan Banks,Mark Barron,Dashon Goldson,Colin Kaepernick,Frank Gore,Bruce Miller,Michael Crabtree,Vernon Davis,Joe Staley,Adam Snyder,Jonathan Goodwin,Alex Boone,Anthony Davis,,Glenn Dorsey,,,,,Carlos Rogers,,Tramaine Brock,Donte Whitner,Eric Reid,,,,,,,,,,,,,,,,,,Dekoda Watson,Erik Lorig,,,,,,,,Ahmad Brooks,,,,,,Ray McDonald,Justin Smith,,,NaVorro Bowman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2013,December 15,15,New York Giants,Seattle Seahawks,Tom Coughlin,Pete Carroll,5-9,12-2,outdoors,fieldturf,Seattle Seahawks -9.5,43.5 (under),Eli Manning,Andre Brown,Hakeem Nicks,Brandon Myers,Will Beatty,James Brewer,Kevin Boothe,David Diehl,Justin Pugh,Justin Tuck,,,Mathias Kiwanuka,Jon Beason,Spencer Paysinger,Trumaine McBride,,Prince Amukamara,Antrel Rolle,Will Hill,Russell Wilson,Marshawn Lynch,Michael Robinson,Golden Tate,,Russell Okung,James Carpenter,Max Unger,J.R. Sweezy,Breno Giacomini,,,,,,,Richard Sherman,,Byron Maxwell,Kam Chancellor,Earl Thomas,,Bobby Wagner,,,,,,,,,Red Bryant,Chris Clemons,,,,,,,John Conner,,,,,,,,Malcolm Smith,,,,,,Clinton McDonald,Brandon Mebane,Linval Joseph,Cullen Jenkins,,,,,,,,Ryan Mundy,,,,,,,,,,,,,,,,,,,,,,,
215,2013,December 15,15,Cleveland Browns,Chicago Bears,Rob Chudzinski,Marc Trestman,4-10,8-6,outdoors,grass ,Cleveland Browns -1.0,43.5 (over),Jason Campbell,Chris Ogbonnaya,Greg Little,Jordan Cameron,Joe Thomas,Jason Pinkston,Alex Mack,Shawn Lauvao,Mitchell Schwartz,,Ahtyba Rubin,,,,,Joe Haden,,Buster Skrine,T.J. Ward,Tashaun Gipson,Jay Cutler,Matt Forte,,Alshon Jeffery,Martellus Bennett,Jermon Bushrod,Matt Slauson,Roberto Garza,Kyle Long,Jordan Mills,Shea McClellin,Jay Ratliff,,,,,Tim Jennings,,Zackary Bowman,Major Wright,Chris Conte,Corey Wootton,Jonathan Bostic,James Anderson,Khaseem Greene,,,,,,,,Julius Peppers,Jabaal Sheard,,,Craig Robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon McFadden,,,,,,,,,,,,,,,,,,,,,,,
216,2013,December 15,15,Atlanta Falcons,Washington Redskins,Mike Smith,Mike Shanahan,4-10,3-11,dome,fieldturf ,Atlanta Falcons -5.5,50.0 (over),Matt Ryan,Steven Jackson,Roddy White,Tony Gonzalez,Lamar Holmes,Justin Blalock,Joe Hawley,Peter Konz,Ryan Schraeder,Jonathan Massaquoi,Corey Peters,,Peria Jerry,Paul Worrilow,,,Desmond Trufant,,,,Kirk Cousins,Alfred Morris,Darrel Young,Pierre Garcon,Logan Paulsen,Trent Williams,Kory Lichtensteiger,Will Montgomery,Chris Chester,Tyler Polumbus,,Barry Cofield,,,,,DeAngelo Hall,E.J. Biggers,Josh Wilson,,Brandon Meriweather,,London Fletcher,,,,,,,,,,Chris Baker,Joplo Bartu,,,,,,Jason Snelling,,,,,Ryan Kerrigan,,Brian Orakpo,,,William Moore,,,,,,,,,,,,,,,,Perry Riley,,,,,,,,,,,,,,,,,,,,,,
217,2013,December 15,15,Carolina Panthers,New York Jets,Ron Rivera,Rex Ryan,10-4,6-8,outdoors,grass ,Carolina Panthers -10.0,41.0 (over),Cam Newton,DeAngelo Williams,Steve Smith,Greg Olsen,Jordan Gross,Travelle Wharton,Ryan Kalil,Nate Chandler,Byron Bell,Charles Johnson,,,Greg Hardy,Luke Kuechly,Chase Blackburn,Captain Munnerlyn,,Melvin White,Quintin Mikell,Mike Mitchell,Geno Smith,Chris Ivory,Tommy Bohanon,Santonio Holmes,Jeff Cumberland,D'Brickashaw Ferguson,Brian Winters,Nick Mangold,Willie Colon,Austin Howard,,Damon Harrison,,Demario Davis,David Harris,,,Dee Milliner,,,,,,,,,,,,,,,,,,Dawan Landry,,,Thomas Davis,Mike Tolbert,,,,,,,,Quinton Coples,,,,,,,,Colin Cole,Star Lotulelei,,,,,,Muhammad Wilkerson,Sheldon Richardson,,,,,,,,,,,,,,,,,,,,,,,,
218,2013,December 15,15,Oakland Raiders,Kansas City Chiefs,Dennis Allen,Andy Reid,4-10,11-3,outdoors,grass ,Kansas City Chiefs -6.0,44.0 (over),Matt McGloin,Rashad Jennings,Rod Streater,,Jared Veldheer,Khalif Barnes,Stefen Wisniewski,Mike Brisiel,Tony Pashos,Jason Hunter,Pat Sims,Daniel Muir,Lamarr Houston,Nick Roach,Kevin Burnett,Mike Jenkins,Phillip Adams,Tracy Porter,Brandian Ross,Charles Woodson,Alex Smith,Jamaal Charles,,Junior Hemingway,Sean McGrath,Donald Stephenson,Jeff Allen,Rodney Hudson,Geoff Schwartz,Eric Fisher,,Dontari Poe,,,,,Brandon Flowers,,Sean Smith,Eric Berry,Kendrick Lewis,,,,,,,,,,,Tyson Jackson,Mike DeVito,,,,,,,Marcel Reece,,,,Akeem Jordan,Frank Zombo,Derrick Johnson,Tamba Hali,,,,,,Menelik Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2013,December 15,15,St. Louis Rams,New Orleans Saints,Jeff Fisher,Sean Payton,6-8,10-4,dome,astroplay,New Orleans Saints -7.0,47.5 (under),Kellen Clemens,Zac Stacy,Brian Quick,Lance Kendricks,Jake Long,Chris Williams,Tim Barnes,Rodger Saffold,Joe Barksdale,Chris Long,,,Robert Quinn,James Laurinaitis,,Trumaine Johnson,,Janoris Jenkins,T.J. McDonald,Rodney McLeod,Drew Brees,Mark Ingram,Jed Collins,Kenny Stills,Jimmy Graham,Charles Brown,Ben Grubbs,Brian De La Puente,Jahri Evans,Zach Strief,,Brodrick Bunkley,,,,,Corey White,,Keenan Lewis,,,,,,,,,,,,,Akiem Hicks,Cameron Jordan,,,Malcolm Jenkins,,,,,,,,,,,,Junior Galette,,,,,,,,Kendall Langford,Michael Brockers,David Hawthorne,Alec Ogletree,Jo-Lonn Dunbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2013,December 15,15,Dallas Cowboys,Green Bay Packers,Jason Garrett,Mike McCarthy,7-7,7-6-1,retractable roof (closed),matrixturf,Dallas Cowboys -4.0,50.0 (over),Tony Romo,DeMarco Murray,Dez Bryant,Jason Witten,Tyron Smith,Ronald Leary,Travis Frederick,Mackenzy Bernadeau,Doug Free,George Selvie,Jason Hatcher,,DeMarcus Ware,Justin Durant,Ernie Sims,Brandon Carr,,Orlando Scandrick,Jeff Heath,Barry Church,Matt Flynn,Eddie Lacy,John Kuhn,James Jones,Andrew Quarless,David Bakhtiari,Josh Sitton,Evan Dietrich-Smith,T.J. Lang,Don Barclay,,Ryan Pickett,,,,,Tramon Williams,,Sam Shields,Morgan Burnett,M.D. Jennings,,Brad Jones,,,,,,,,,B.J. Raji,Johnny Jolly,,,,,,Kyle Wilber,,,,,,Nick Perry,,Clay Matthews,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2013,December 15,15,Tennessee Titans,Arizona Cardinals,Mike Munchak,Bruce Arians,5-9,9-5,outdoors,grass ,Arizona Cardinals -3.0,43.0 (over),Ryan Fitzpatrick,Chris Johnson,Kendall Wright,Craig Stevens,Michael Roos,Andy Levitre,Brian Schwenke,Chance Warmack,David Stewart,,Jurrell Casey,,,Moise Fokou,Zach Brown,,Jason McCourty,,Bernard Pollard,Michael Griffin,Carson Palmer,Rashard Mendenhall,,Larry Fitzgerald,Jake Ballard,Bradley Sowell,Daryn Colledge,Lyle Sendlein,Paul Fanaika,Eric Winston,Calais Campbell,Dan Williams,,John Abraham,,Matt Shaughnessy,Patrick Peterson,,Jerraud Powers,Yeremiah Bell,Rashad Johnson,Darnell Dockett,,,,Ropati Pitoitua,,,,,,,,,,,,,Akeem Ayers,,,,,,,,,,,,,,,,,,,Karlos Dansby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2013,December 15,15,Pittsburgh Steelers,Cincinnati Bengals,Mike Tomlin,Marvin Lewis,6-8,9-5,outdoors,grass ,Cincinnati Bengals -1.5,44.5 (over),Ben Roethlisberger,Le'Veon Bell,Jerricho Cotchery,Heath Miller,Kelvin Beachum,Ramon Foster,Cody Wallace,David DeCastro,Marcus Gilbert,,,Al Woods,,,,Cortez Allen,,Ike Taylor,Troy Polamalu,Ryan Clark,Andy Dalton,,,Mohamed Sanu,Tyler Eifert,Anthony Collins,Andrew Whitworth,Kyle Cook,Mike Pollak,Andre Smith,,Domata Peko,,,,,Dre Kirkpatrick,,Adam Jones,George Iloka,Reggie Nelson,Brandon Thompson,Rey Maualuga,James Harrison,Vontaze Burfict,Cameron Heyward,Vince Williams,Jason Worilds,Lawrence Timmons,LaMarr Woodley,BenJarvus Green-Ellis,Carlos Dunlap,Michael Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2013,December 16,15,Detroit Lions,Baltimore Ravens,Jim Schwartz,John Harbaugh,7-7,8-6,dome,fieldturf ,Detroit Lions -5.5,49.0 (under),Matthew Stafford,Reggie Bush,Kris Durham,Brandon Pettigrew,Riley Reiff,Rob Sims,Dominic Raiola,Larry Warford,LaAdrian Waddle,,Ndamukong Suh,,,Stephen Tulloch,,Jonte Green,,Rashean Mathis,Glover Quin,Louis Delmas,Joe Flacco,Ray Rice,,Jacoby Jones,Ed Dickson,Eugene Monroe,A.Q. Shipley,Gino Gradkowski,Marshal Yanda,Michael Oher,,Haloti Ngata,,,,,Lardarius Webb,Corey Graham,Jimmy Smith,James Ihedigbo,Matt Elam,Arthur Jones,Jameel McClain,,,Willie Young,,,,,,,,DeAndre Levy,,,,,,,,,,,,,,Terrell Suggs,,Don Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2013,December 22,16,St. Louis Rams,Tampa Bay Buccaneers,Jeff Fisher,Greg Schiano,7-8,4-11,dome,astroplay,St. Louis Rams -3.5,43.0 (under),Kellen Clemens,Zac Stacy,Brian Quick,Lance Kendricks,Jake Long,Chris Williams,Tim Barnes,Rodger Saffold,Joe Barksdale,Chris Long,,,Robert Quinn,James Laurinaitis,,Trumaine Johnson,,Janoris Jenkins,T.J. McDonald,Rodney McLeod,Mike Glennon,Bobby Rainey,Erik Lorig,Vincent Jackson,Tim Wright,Donald Penn,Jamon Meredith,Jeremy Zuttah,Davin Joseph,Demar Dotson,,,,,,,Darrelle Revis,,Johnthan Banks,Keith Tandy,Dashon Goldson,Gerald McCoy,Mason Foster,Dekoda Watson,Lavonte David,,,,,,,William Gholston,Adrian Clayborn,,,,,,,,,,,,,,,,,,,,,,,Kendall Langford,Michael Brockers,,Alec Ogletree,Jo-Lonn Dunbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2013,December 22,16,Jacksonville Jaguars,Tennessee Titans,Gus Bradley,Mike Munchak,4-11,6-9,outdoors,grass ,Tennessee Titans -4.0,44.0 (under),Chad Henne,Maurice Jones-Drew,Kerry Taylor,Marcedes Lewis,Cameron Bradfield,Jacques McClendon,Brad Meester,Uche Nwaneri,Austin Pasztor,Tyson Alualu,Sen'Derrick Marks,,,Paul Posluszny,,Dwayne Gratz,,Alan Ball,Johnathan Cyprien,Josh Evans,Ryan Fitzpatrick,Chris Johnson,,Kendall Wright,Craig Stevens,Michael Roos,Andy Levitre,Brian Schwenke,Chance Warmack,Byron Stingily,Ropati Pitoitua,,,,,,,Jason McCourty,,Bernard Pollard,Michael Griffin,Sammie Lee Hill,Moise Fokou,Akeem Ayers,Colin McCarthy,Jason Babin,,,,,,,,John Lotulelei,,,,,,Will Ta'ufo'ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2013,December 22,16,Buffalo Bills,Miami Dolphins,Doug Marrone,Joe Philbin,6-9,8-7,outdoors,a_turf,Miami Dolphins -1.5,42.0 (under),Thaddeus Lewis,C.J. Spiller,Robert Woods,Lee Smith,Cordy Glenn,Doug Legursky,Eric Wood,Kraig Urbik,Erik Pears,Alan Branch,Kyle Williams,,Mario Williams,Kiko Alonso,,Leodis McKelvin,,Stephon Gilmore,Jim Leonhard,Jairus Byrd,Ryan Tannehill,Lamar Miller,,Mike Wallace,Charles Clay,Bryant McKinnie,Sam Brenner,Mike Pouncey,John Jerry,Tyson Clabo,,,,,,,,Nolan Carroll,,,,Paul Soliai,Dannell Ellerbe,,,,,,,,,Cameron Wake,Olivier Vernon,,,Reshad Jones,,,Manny Lawson,Frank Summers,,,,,Philip Wheeler,,Koa Misi,,,,,,,,,,,,,,,,,,Nickell Robey-Coleman,,,,,,,,,,,,,,,,,,,,,,,
227,2013,December 22,16,New York Jets,Cleveland Browns,Rex Ryan,Rob Chudzinski,7-8,4-11,outdoors,fieldturf,New York Jets -1.5,41.5 (under),Geno Smith,Bilal Powell,Santonio Holmes,Kellen Winslow,D'Brickashaw Ferguson,Brian Winters,Nick Mangold,Willie Colon,Austin Howard,,,Damon Harrison,,,,,Dee Milliner,,,,Jason Campbell,Edwin Baker,,Greg Little,MarQueis Gray,Joe Thomas,Jason Pinkston,Alex Mack,Shawn Lauvao,Mitchell Schwartz,,Phil Taylor,,,,,Joe Haden,,Buster Skrine,T.J. Ward,Tashaun Gipson,,,,,,,,,,,Ahtyba Rubin,John Hughes,Calvin Pace,,,,,,,David Harris,,Demario Davis,,,,,Paul Kruger,,Dawan Landry,Muhammad Wilkerson,,Sheldon Richardson,,,,,D'Qwell Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2013,December 22,16,Kansas City Chiefs,Indianapolis Colts,Andy Reid,Chuck Pagano,11-4,10-5,outdoors,grass ,Kansas City Chiefs -7.0,46.5 (under),Alex Smith,Jamaal Charles,Donnie Avery,Sean McGrath,Donald Stephenson,Jeff Allen,Rodney Hudson,Geoff Schwartz,Eric Fisher,,,Dontari Poe,Mike DeVito,,,Brandon Flowers,Dunta Robinson,Sean Smith,Eric Berry,Kendrick Lewis,Andrew Luck,Donald Brown,,T.Y. Hilton,Coby Fleener,Anthony Castonzo,Xavier Nixon,Samson Satele,Mike McGlynn,Gosder Cherilus,Cory Redding,Aubrayo Franklin,Robert Mathis,Jerrell Freeman,Kelvin Sheppard,,Darius Butler,,Vontae Davis,Antoine Bethea,LaRon Landry,Fili Moala,,Erik Walden,,,,Frank Zombo,Derrick Johnson,Tamba Hali,,,,,,,,,,,,,,,,,,,,Quintin Demps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2013,December 22,16,Cincinnati Bengals,Minnesota Vikings,Marvin Lewis,Leslie Frazier,10-5,4-10-1,outdoors,fieldturf ,Cincinnati Bengals -7.5,48.0 (over),Andy Dalton,,Mohamed Sanu,Jermaine Gresham,Anthony Collins,Andrew Whitworth,Kyle Cook,Mike Pollak,Andre Smith,Carlos Dunlap,Brandon Thompson,Domata Peko,Michael Johnson,Rey Maualuga,Vontaze Burfict,Dre Kirkpatrick,,Adam Jones,George Iloka,Reggie Nelson,Matt Cassel,Adrian Peterson,Jerome Felton,Greg Jennings,Rhett Ellison,Matt Kalil,Charlie Johnson,John Sullivan,Brandon Fusco,Phil Loadholt,,Letroy Guion,,,,,Shaun Prater,,Marcus Sherels,Jamarca Sanford,Harrison Smith,,Audie Cole,Chad Greenway,Erin Henderson,,,,,,,Brian Robison,Jared Allen,,,,,,Michael Boley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BenJarvus Green-Ellis,,,,,,,,,,,,Kevin Williams,,,,,
230,2013,December 22,16,Houston Texans,Denver Broncos,Wade Phillips,John Fox,2-13,12-3,retractable roof (closed),grass ,Denver Broncos -9.5,53.0 (under),Matt Schaub,Dennis Johnson,Andre Johnson,Ryan Griffin,Duane Brown,Wade Smith,Chris Myers,Brandon Brooks,Derek Newton,,,,,Jeff Tarpinian,Whitney Mercilus,Kareem Jackson,,Johnathan Joseph,Eddie Pleasant,Shiloh Keo,Peyton Manning,,,Andre Caldwell,Julius Thomas,Chris Clark,Zane Beadles,Manuel Ramirez,Louis Vasquez,Orlando Franklin,,Terrance Knighton,,,,,Chris Harris Jr.,,Dominique Rodgers-Cromartie,Duke Ihenacho,Mike Adams,Sylvester Williams,Paris Lenon,Von Miller,Danny Trevathan,J.J. Watt,,,,,,Malik Jackson,Shaun Phillips,,,,,,Brooks Reed,Greg Jones,,,,,,,,,,,,,,,,,,,,,,,,,Brice McCain,,,,,,,,,,,,,,,,,,,,,,,
