,year,date,week,home,away,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeLDT,homeRDT,homeRDE,homeSLB,homeMLB,homeWLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayFB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayDT,awayNT,awaySLB,awayMLB,awayWLB,awayJLB,awayLCB,awayRCB,awaySS,awayFS,awayDE,awayMIKE,awayRUSH,awayWILL,homeDT,homeFB,homeNT,awayLDE,awayLOLB,awayRDE,awayROLB,awayS,homeDE,homeILB,awayCB,awayOLB,homeLILB,homeLOLB,homeRILB,homeROLB,homeCB,homeEND,homeMIKE,homeOLB,homeS,homeWILL,awayLB,homeDB,awayLDT,awayRDT,awaySAM,awayHB,homeHB,homeUT,awayILB,homeBLB,awayLILB,awayRILB,awayDB,awayLOT,awayROT,homeRUSH,homeSAM,homeLB,homeLOT,homeROT,awayUT,awayEND,awayT,homeJLB,homeNB,awayBLB,homeT,awayNB,homeF,awayF,homeWR W,awayWR W,awayLLB,awayRLB,awayFSW,awayTE/F,awayNDB,homeDL
199,2012,December 9,14,Cincinnati Bengals,Dallas Cowboys,Marvin Lewis,Jason Garrett,7-6,7-6,outdoors,fieldturf ,Cincinnati Bengals -3.5,46.0 (under),Andy Dalton,,Marvin Jones,Jermaine Gresham,Andrew Whitworth,Clint Boling,Trevor Robinson,Kevin Zeitler,Andre Smith,Robert Geathers,,,Michael Johnson,Manny Lawson,Rey Maualuga,Vontaze Burfict,Terence Newman,Leon Hall,Chris Crocker,Reggie Nelson,Tony Romo,DeMarco Murray,,Dez Bryant,Jason Witten,Tyron Smith,Nate Livings,Ryan Cook,Mackenzy Bernadeau,Doug Free,Jason Hatcher,Sean Lissemore,Anthony Spencer,Dan Connor,Ernie Sims,DeMarcus Ware,Brandon Carr,Morris Claiborne,Danny McCray,Gerald Sensabaugh,,,,,Geno Atkins,Chris Pressley,Domata Peko,,,,,,,,,,,,,,,,,,,,,,,,,,BenJarvus Green-Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2012,December 9,14,Washington Redskins,Baltimore Ravens,Mike Shanahan,John Harbaugh,7-6,9-4,outdoors,grass ,Washington Redskins -1.5,48.0 (over),Robert Griffin III,Alfred Morris,Pierre Garcon,Logan Paulsen,Trent Williams,Kory Lichtensteiger,Will Montgomery,Chris Chester,Tyler Polumbus,Jarvis Jenkins,,,Stephen Bowen,,London Fletcher,,DeAngelo Hall,Josh Wilson,Reed Doughty,Madieu Williams,Joe Flacco,Ray Rice,Vonta Leach,Torrey Smith,Dennis Pitta,Michael Oher,Jah Reid,Matt Birk,Marshal Yanda,Kelechi Osemele,Haloti Ngata,Terrence Cody,,,,,Corey Graham,Cary Williams,Bernard Pollard,Ed Reed,,Jameel McClain,Courtney Upshaw,Brendon Ayanbadejo,,Darrel Young,Barry Cofield,,,,,,,,,Paul Kruger,,Ryan Kerrigan,,Rob Jackson,,,,,,,,,,,Albert McClellan,,,,,,,,,,,,,,,,,,,Perry Riley,,,,,,,,,,,,,,
201,2012,December 9,14,Carolina Panthers,Atlanta Falcons,Ron Rivera,Mike Smith,4-9,11-2,outdoors,grass ,Atlanta Falcons -3.5,47.0 (over),Cam Newton,DeAngelo Williams,Steve Smith,Greg Olsen,Jordan Gross,Amini Silatolu,Geoff Hangartner,Garry Williams,Byron Bell,Greg Hardy,,,Charles Johnson,Jason Phillips,Luke Kuechly,Thomas Davis,Captain Munnerlyn,Josh Thomas,D.J. Campbell,Haruki Nakamura,Matt Ryan,Michael Turner,Mike Cox,Roddy White,Tony Gonzalez,Sam Baker,Justin Blalock,Todd McClure,Peter Konz,Tyson Clabo,Jonathan Babineaux,,,Akeem Dent,,,,,,,,,,,Frank Kearse,,Andre Neblett,Corey Peters,,John Abraham,,Chris Hope,,,Robert McClain,Stephen Nicholas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2012,December 9,14,Minnesota Vikings,Chicago Bears,Leslie Frazier,Lovie Smith,7-6,8-5,dome,sportturf,Chicago Bears -1.5,40.5 (under),Christian Ponder,,Jarius Wright,Kyle Rudolph,Matt Kalil,Charlie Johnson,John Sullivan,Brandon Fusco,Phil Loadholt,Brian Robison,,,Jared Allen,Chad Greenway,Jasper Brinkley,,Antoine Winfield,A.J. Jefferson,Jamarca Sanford,Harrison Smith,Jay Cutler,Matt Forte,,Alshon Jeffery,Kellen Davis,J'Marcus Webb,Edwin Williams,Roberto Garza,Gabe Carimi,Jonathan Scott,Henry Melton,Matt Toeaina,Geno Hayes,Nick Roach,Lance Briggs,,Kelvin Hayden,Charles Tillman,Major Wright,Chris Conte,,,,,,,Letroy Guion,Corey Wootton,,Julius Peppers,,,,,,,,,,,Josh Robinson,,,,,,,,,,,,Adrian Peterson,Kevin Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2012,December 9,14,San Francisco 49ers,Miami Dolphins,Jim Harbaugh,Joe Philbin,9-3-1,5-8,outdoors,grass ,San Francisco 49ers -10.5,38.5 (over),Colin Kaepernick,Frank Gore,Michael Crabtree,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Alex Boone,Anthony Davis,,Ray McDonald,Justin Smith,,,,,Carlos Rogers,Tarell Brown,Donte Whitner,Dashon Goldson,Ryan Tannehill,Reggie Bush,Lamar Miller,Brian Hartline,Anthony Fasano,Jonathan Martin,Richie Incognito,Mike Pouncey,John Jerry,Nate Garner,Paul Soliai,,,,,,Sean Smith,Nolan Carroll,,,,,,,,Bruce Miller,,Jared Odrick,Kevin Burnett,Cameron Wake,Koa Misi,Reshad Jones,,Patrick Willis,,,,,,,,,,Ahmad Brooks,,,Karlos Dansby,,,,,,,,,,,,,,,,,,,,,,,,Chris Culliver,,,,,,,,,,,,,
204,2012,December 9,14,Seattle Seahawks,Arizona Cardinals,Pete Carroll,Ken Whisenhunt,8-5,4-9,outdoors,fieldturf ,Seattle Seahawks -10.0,36.0 (over),Russell Wilson,Marshawn Lynch,Sidney Rice,Zach Miller,Russell Okung,John Moffitt,Max Unger,Paul McQuistan,Breno Giacomini,Red Bryant,Alan Branch,Brandon Mebane,Chris Clemons,,Bobby Wagner,,Richard Sherman,Walter Thurmond,Kam Chancellor,Earl Thomas,John Skelton,Beanie Wells,Anthony Sherman,Andre Roberts,Jeff King,Nate Potter,Daryn Colledge,Rich Ohrnberger,Adam Snyder,Bobby Massie,David Carter,Dan Williams,,,,,Patrick Peterson,William Gay,Adrian Wilson,Kerry Rhodes,Calais Campbell,,,,,,,,Quentin Groves,,Sam Acho,,,,,,,,,,,,,K.J. Wright,,,,,,,,,,,Daryl Washington,,,,,,,,,Malcolm Smith,,,,,,,,,,,,,,,,,,,,
205,2012,December 9,14,New York Giants,New Orleans Saints,Tom Coughlin,Joe Vitt,8-5,5-8,outdoors,fieldturf,New York Giants -4.5,51.5 (over),Eli Manning,Ahmad Bradshaw,Hakeem Nicks,Martellus Bennett,Will Beatty,Kevin Boothe,David Baas,Chris Snee,David Diehl,Justin Tuck,Linval Joseph,Chris Canty,Jason Pierre-Paul,Keith Rivers,Chase Blackburn,Michael Boley,Corey Webster,Prince Amukamara,Stevie Brown,Antrel Rolle,Drew Brees,Mark Ingram,Jed Collins,Devery Henderson,Eric Olsen,Jermon Bushrod,Ben Grubbs,Brian De La Puente,Jahri Evans,Zach Strief,Sedrick Ellis,,David Hawthorne,Curtis Lofton,Jonathan Vilma,,Jabari Greer,Patrick Robinson,Roman Harper,Malcolm Jenkins,,,,,,Henry Hynoski,,Cameron Jordan,,Will Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2012,December 9,14,Green Bay Packers,Detroit Lions,Mike McCarthy,Jim Schwartz,9-4,4-9,outdoors,grass ,Green Bay Packers -6.5,49.0 (under),Aaron Rodgers,DuJuan Harris,Greg Jennings,Tom Crabtree,Marshall Newhouse,Evan Dietrich-Smith,Jeff Saturday,Josh Sitton,Don Barclay,Ryan Pickett,,,,,Brad Jones,,Tramon Williams,Casey Hayward,Morgan Burnett,M.D. Jennings,Matthew Stafford,Mikel Leshoure,,Calvin Johnson,Tony Scheffler,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Nick Fairley,,,Stephen Tulloch,,,Chris Houston,Jacob Lacey,Ricardo Silva,Don Carey,,,,,,,B.J. Raji,Cliff Avril,,Kyle Vanden Bosch,,,,,Jonte Green,DeAndre Levy,,Erik Walden,,Dezman Moses,Davon House,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2012,December 10,14,New England Patriots,Houston Texans,Bill Belichick,Gary Kubiak,10-3,11-2,outdoors,fieldturf ,New England Patriots -5.5,51.0 (over),Tom Brady,Stevan Ridley,Brandon Lloyd,Aaron Hernandez,Nate Solder,Logan Mankins,Ryan Wendell,Dan Connolly,Sebastian Vollmer,Trevor Scott,,,Rob Ninkovich,,,,Aqib Talib,Alfonzo Dennard,,,Matt Schaub,Arian Foster,James Casey,Andre Johnson,Owen Daniels,Duane Brown,Wade Smith,Chris Myers,Ben Jones,Ryan Harris,,Shaun Cody,Connor Barwin,Bradie James,Whitney Mercilus,,Kareem Jackson,Johnathan Joseph,Danieal Manning,Glover Quin,Antonio Smith,,,,Brandon Deaderick,,,,,,,,,,,,,,,,,,,,Devin McCourty,,,,,,,,,,,,,,,,,,,Jerod Mayo,,,,,,,,,,,,,,,,,,,,
208,2012,December 13,15,Philadelphia Eagles,Cincinnati Bengals,Andy Reid,Marvin Lewis,4-10,8-6,outdoors,grass ,Cincinnati Bengals -5.0,45.0 (over),Nick Foles,Bryce Brown,Riley Cooper,Clay Harbor,King Dunlap,Evan Mathis,Dallas Reynolds,Jake Scott,Dennis Kelly,Brandon Graham,Cullen Jenkins,Fletcher Cox,Trent Cole,,DeMeco Ryans,,Dominique Rodgers-Cromartie,Nnamdi Asomugha,Nate Allen,Colt Anderson,Andy Dalton,,Chris Pressley,Marvin Jones,Jermaine Gresham,Andrew Whitworth,Clint Boling,Trevor Robinson,Kevin Zeitler,Andre Smith,Geno Atkins,Domata Peko,,,,,Terence Newman,Leon Hall,Chris Crocker,Reggie Nelson,,,,,,,,Robert Geathers,,Carlos Dunlap,,,,,,,,,,,,,,,,Mychal Kendricks,Vontaze Burfict,,,,,BenJarvus Green-Ellis,,,,,,,,,,,Jamar Chaney,,,,,,,,,,,,,,,,,,,,Adam Jones,
209,2012,December 16,15,St. Louis Rams,Minnesota Vikings,Jeff Fisher,Leslie Frazier,6-7-1,8-6,dome,astroplay,St. Louis Rams -2.5,39.5 (over),Sam Bradford,,Chris Givens,Lance Kendricks,Rodger Saffold,Robert Turner,Scott Wells,Harvey Dahl,Barry Richardson,Chris Long,Kendall Langford,Michael Brockers,Jermelle Cudjo,Mario Haggan,James Laurinaitis,Jo-Lonn Dunbar,Cortland Finnegan,,Quintin Mikell,Craig Dahl,Christian Ponder,Adrian Peterson,Rhett Ellison,John Carlson,Kyle Rudolph,Matt Kalil,Charlie Johnson,John Sullivan,Brandon Fusco,Phil Loadholt,,Letroy Guion,Chad Greenway,Jasper Brinkley,Josh Robinson,,Antoine Winfield,A.J. Jefferson,Jamarca Sanford,Harrison Smith,,,,,,,,Brian Robison,,Jared Allen,,,,,,,,,,,,,,,,,,,,,,,Steven Jackson,,,,,,,,,,,,,,Kevin Williams,,,,,,,,,,,,,,,,,Eugene Sims
210,2012,December 16,15,Houston Texans,Indianapolis Colts,Gary Kubiak,Chuck Pagano,12-2,9-5,retractable roof (closed),grass ,Houston Texans -10.5,48.0 (under),Matt Schaub,Arian Foster,Andre Johnson,Owen Daniels,Duane Brown,Wade Smith,Chris Myers,Ben Jones,Derek Newton,,,,,Connor Barwin,Bradie James,Whitney Mercilus,Kareem Jackson,Johnathan Joseph,Danieal Manning,Glover Quin,Andrew Luck,Vick Ballard,,Reggie Wayne,Donnie Avery,Anthony Castonzo,Joe Reitz,A.Q. Shipley,Mike McGlynn,Jeff Linkenbach,Ricardo Mathews,Antonio Johnson,Robert Mathis,,,,Cassius Vaughn,Vontae Davis,Joe Lefeged,Antoine Bethea,Cory Redding,Pat Angerer,Dwight Freeney,Jerrell Freeman,,,Shaun Cody,,,,,,Antonio Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dwayne Allen,,,,,,,,
211,2012,December 16,15,Baltimore Ravens,Denver Broncos,John Harbaugh,John Fox,9-5,11-3,outdoors,sportturf,Denver Broncos -3.0,48.0 (over),Joe Flacco,Ray Rice,Torrey Smith,Dennis Pitta,Michael Oher,Jah Reid,Matt Birk,Bobbie Williams,Kelechi Osemele,Paul Kruger,,,,,,,Corey Graham,Cary Williams,James Ihedigbo,Ed Reed,Peyton Manning,Knowshon Moreno,,Demaryius Thomas,Joel Dreessen,Ryan Clady,Zane Beadles,Dan Koppen,Manuel Ramirez,Orlando Franklin,Kevin Vickerson,Justin Bannan,Von Miller,Keith Brooking,Wesley Woodyard,,Champ Bailey,Chris Harris Jr.,Mike Adams,Rahim Moore,,,,,Haloti Ngata,Vonta Leach,,Derek Wolfe,,Elvis Dumervil,,,,,,,,,,,Chris Johnson,,,,,,,,,,,,,,,,,,,,,,,Brendon Ayanbadejo,,,,,,,,,,,,,,,,,,,,
212,2012,December 16,15,Chicago Bears,Green Bay Packers,Lovie Smith,Mike McCarthy,8-6,10-4,outdoors,grass ,Green Bay Packers -3.0,43.5 (under),Jay Cutler,Matt Forte,Brandon Marshall,Kellen Davis,J'Marcus Webb,James Brown,Roberto Garza,Gabe Carimi,Jonathan Scott,Corey Wootton,,,Julius Peppers,Blake Costanzo,Nick Roach,Lance Briggs,Kelvin Hayden,Charles Tillman,Major Wright,Chris Conte,Aaron Rodgers,,John Kuhn,James Jones,Ryan Taylor,Marshall Newhouse,T.J. Lang,Jeff Saturday,Josh Sitton,Don Barclay,,B.J. Raji,,Brad Jones,,,Tramon Williams,Sam Shields,Morgan Burnett,M.D. Jennings,,,,,Israel Idonije,Evan Rodriguez,Stephen Paea,Ryan Pickett,Erik Walden,Jerel Worthy,Clay Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.J. Hawk,,,,,,,,,,,,
213,2012,December 16,15,Miami Dolphins,Jacksonville Jaguars,Joe Philbin,Mike Mularkey,6-8,2-12,outdoors,grass ,Miami Dolphins -7.5,38.0 (under),Ryan Tannehill,Reggie Bush,Brian Hartline,Anthony Fasano,Jonathan Martin,Richie Incognito,Mike Pouncey,John Jerry,Nate Garner,Jared Odrick,,,Cameron Wake,,,,,,,,Chad Henne,Montell Owens,,Cecil Shorts,Marcedes Lewis,Eugene Monroe,Austin Pasztor,Brad Meester,Uche Nwaneri,Cameron Bradfield,Tyson Alualu,,,Paul Posluszny,,,,Derek Cox,Dawan Landry,Dwight Lowery,,,,,Randy Starks,Charles Clay,,Jason Babin,,Jeremy Mincey,,,,,,Russell Allen,,,,,Nolan Carroll,,,,Reshad Jones,,,,,,,,,,,,,,,,,,,Karlos Dansby,,,,,,,,,,,,,,,,,,,,
214,2012,December 16,15,New Orleans Saints,Tampa Bay Buccaneers,Joe Vitt,Greg Schiano,6-8,6-8,dome,sportturf,New Orleans Saints -3.5,55.0 (under),Drew Brees,Mark Ingram,Lance Moore,Jimmy Graham,Jermon Bushrod,Ben Grubbs,Brian De La Puente,Jahri Evans,William Robinson,Cameron Jordan,,,Will Smith,,Curtis Lofton,Jonathan Vilma,Jabari Greer,Patrick Robinson,Roman Harper,Isa Abdul-Quddus,Josh Freeman,Doug Martin,,Vincent Jackson,Luke Stocker,Donald Penn,Jeremy Zuttah,Ted Larsen,Jamon Meredith,Demar Dotson,Gerald McCoy,,,Mason Foster,Lavonte David,,E.J. Biggers,Anthony Gaitor,Mark Barron,Ronde Barber,,,,,Brodrick Bunkley,David Thomas,,Michael Bennett,,Daniel Te'o-Nesheim,,,,,Danny Gorrer,,,,,,Elbert Mack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2012,December 16,15,Cleveland Browns,Washington Redskins,Pat Shurmur,Mike Shanahan,5-9,8-6,outdoors,grass ,Cleveland Browns -4.0,40.5 (over),Brandon Weeden,Trent Richardson,Josh Gordon,Jordan Cameron,Joe Thomas,John Greco,Alex Mack,Shawn Lauvao,Mitchell Schwartz,Jabaal Sheard,,,Frostee Rucker,James-Michael Johnson,D'Qwell Jackson,Kaluka Maiava,Joe Haden,Sheldon Brown,T.J. Ward,Usama Young,Kirk Cousins,Alfred Morris,Darrel Young,Josh Morgan,Logan Paulsen,Trent Williams,Kory Lichtensteiger,Will Montgomery,Chris Chester,Tyler Polumbus,,Barry Cofield,,London Fletcher,,Perry Riley,DeAngelo Hall,Josh Wilson,Reed Doughty,Madieu Williams,,,,,Ahtyba Rubin,,,Jarvis Jenkins,Ryan Kerrigan,Stephen Bowen,Rob Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2012,December 16,15,Atlanta Falcons,New York Giants,Mike Smith,Tom Coughlin,12-2,8-6,dome,fieldturf ,Pick,50.0 (under),Matt Ryan,Michael Turner,Roddy White,Tony Gonzalez,Sam Baker,Justin Blalock,Todd McClure,Peter Konz,Tyson Clabo,John Abraham,,,Jonathan Babineaux,,Akeem Dent,,,,,,Eli Manning,David Wilson,Henry Hynoski,Victor Cruz,Martellus Bennett,Will Beatty,Kevin Boothe,David Baas,Chris Snee,David Diehl,,,Keith Rivers,Chase Blackburn,Spencer Paysinger,,Corey Webster,Jayron Hosley,Stevie Brown,Antrel Rolle,,,,,Corey Peters,Mike Cox,,Justin Tuck,,Jason Pierre-Paul,,,,,,,,,,,Dunta Robinson,,,Sean Weatherspoon,Chris Hope,,,,Linval Joseph,Chris Canty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2012,December 16,15,Arizona Cardinals,Detroit Lions,Ken Whisenhunt,Jim Schwartz,5-9,4-10,retractable roof (closed),grass ,Detroit Lions -6.5,43.5 (over),Ryan Lindley,Beanie Wells,Larry Fitzgerald,Rob Housler,Nate Potter,Daryn Colledge,Adam Snyder,Pat McQuistan,Bobby Massie,,,,,,,,Patrick Peterson,William Gay,Adrian Wilson,Kerry Rhodes,Matthew Stafford,Mikel Leshoure,,Calvin Johnson,Will Heller,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Sammie Lee Hill,,,Stephen Tulloch,,,Chris Houston,Jacob Lacey,Don Carey,Louis Delmas,,,,,Darnell Dockett,,David Carter,Cliff Avril,,Kyle Vanden Bosch,,,Calais Campbell,Paris Lenon,Jonte Green,Justin Durant,,Quentin Groves,,Sam Acho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2012,December 16,15,San Diego Chargers,Carolina Panthers,Norv Turner,Ron Rivera,5-9,5-9,outdoors,grass ,San Diego Chargers -3.0,45.5 (under),Philip Rivers,Ryan Mathews,Micheal Spurlock,Antonio Gates,Kevin Haslam,Rex Hadnot,Nick Hardwick,Louis Vasquez,Reggie Wells,Kendall Reyes,,,Corey Liuget,,,,Quentin Jammer,Antoine Cason,Corey Lynch,Eric Weddle,Cam Newton,DeAngelo Williams,Mike Tolbert,Louis Murphy,Greg Olsen,Jordan Gross,Amini Silatolu,Jeff Byers,Garry Williams,Byron Bell,Andre Neblett,Frank Kearse,,Luke Kuechly,Thomas Davis,,Captain Munnerlyn,Josh Thomas,D.J. Campbell,Charles Godfrey,,,,,Aubrayo Franklin,,,Greg Hardy,,Charles Johnson,,,,Gary Guyton,James Dockery,,,,,,,,,Shaun Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2012,December 16,15,Buffalo Bills,Seattle Seahawks,Chan Gailey,Pete Carroll,5-9,9-5,dome,a_turf,Seattle Seahawks -5.0,44.0 (over),Ryan Fitzpatrick,C.J. Spiller,T.J. Graham,Lee Smith,Cordy Glenn,Andy Levitre,David Snow,Kraig Urbik,Sam Young,Mario Williams,,,Kyle Moore,Nigel Bradham,Kelvin Sheppard,Nick Barnett,Ron Brooks,Stephon Gilmore,George Wilson,Jairus Byrd,Russell Wilson,Marshawn Lynch,Michael Robinson,Sidney Rice,Zach Miller,Russell Okung,John Moffitt,Max Unger,Paul McQuistan,Breno Giacomini,,,,Bobby Wagner,,,Richard Sherman,Jeremy Lane,Kam Chancellor,Earl Thomas,,,,,Kyle Williams,,,Red Bryant,,Chris Clemons,,,,,,K.J. Wright,,,,,,,,,,,,,Alan Branch,Brandon Mebane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2012,December 16,15,Dallas Cowboys,Pittsburgh Steelers,Jason Garrett,Mike Tomlin,8-6,7-7,retractable roof (closed),matrixturf,Pittsburgh Steelers -2.5,46.0 (over),Tony Romo,DeMarco Murray,Miles Austin,Jason Witten,Tyron Smith,Nate Livings,Ryan Cook,Mackenzy Bernadeau,Doug Free,,,,,Anthony Spencer,Dan Connor,,Brandon Carr,Mike Jenkins,Danny McCray,Gerald Sensabaugh,Ben Roethlisberger,Jonathan Dwyer,,Antonio Brown,Heath Miller,Max Starks,Ramon Foster,Maurkice Pouncey,David DeCastro,Kelvin Beachum,,Casey Hampton,,,,,Keenan Lewis,Josh Victorian,Troy Polamalu,Ryan Clark,Evander Hood,,,,Jason Hatcher,,Sean Lissemore,,LaMarr Woodley,,James Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,Larry Foote,Lawrence Timmons,,,,,,Brady Poppinga,,,,,,DeMarcus Ware,,,,,,,,,,,,,,
221,2012,December 16,15,Oakland Raiders,Kansas City Chiefs,Dennis Allen,Romeo Crennel,4-10,2-12,outdoors,grass ,Oakland Raiders -4.5,44.0 (under),Carson Palmer,Darren McFadden,Darrius Heyward-Bey,Brandon Myers,Jared Veldheer,Cooper Carlisle,Stefen Wisniewski,Mike Brisiel,Khalif Barnes,Lamarr Houston,,,Matt Shaughnessy,Philip Wheeler,Omar Gaither,Miles Burris,Michael Huff,Phillip Adams,Tyvon Branch,Matt Giordano,Brady Quinn,Jamaal Charles,,Jamar Newsome,Tony Moeaki,Donald Stephenson,Jeff Allen,Ryan Lilja,Jon Asamoah,Eric Winston,,Dontari Poe,,,,,Brandon Flowers,Javier Arenas,Eric Berry,Kendrick Lewis,,,,,Desmond Bryant,Marcel Reece,Tommy Kelly,Tyson Jackson,Justin Houston,Ropati Pitoitua,Tamba Hali,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Siler,Derrick Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2012,December 16,15,New England Patriots,San Francisco 49ers,Bill Belichick,Jim Harbaugh,10-4,10-3-1,outdoors,fieldturf ,New England Patriots -5.0,47.5 (over),Tom Brady,Stevan Ridley,Brandon Lloyd,Aaron Hernandez,Nate Solder,Logan Mankins,Ryan Wendell,Dan Connolly,Sebastian Vollmer,Rob Ninkovich,,,Chandler Jones,,,,Aqib Talib,Alfonzo Dennard,,,Colin Kaepernick,Frank Gore,Bruce Miller,Randy Moss,Vernon Davis,Joe Staley,Mike Iupati,Jonathan Goodwin,Alex Boone,Anthony Davis,,,,,,,Carlos Rogers,Tarell Brown,Donte Whitner,Dashon Goldson,,,,,Brandon Deaderick,,,,,,,,,,Chris Culliver,Ahmad Brooks,,,,,,,,,Devin McCourty,,,,Ray McDonald,Justin Smith,,,,,Patrick Willis,,,,,,,,,Mike Rivera,,,,,,,,,,,,,,,,,,,,
223,2012,December 17,15,Tennessee Titans,New York Jets,Mike Munchak,Rex Ryan,5-9,6-8,outdoors,grass ,Tennessee Titans -1.0,42.0 (under),Jake Locker,Chris Johnson,Kenny Britt,Craig Stevens,Michael Roos,Fernando Velasco,Kevin Matthews,Deuce Lutui,Michael Otto,,,,,Akeem Ayers,Tim Shaw,Zach Brown,,,Al Afalava,Michael Griffin,Mark Sanchez,Shonn Greene,Lex Hilliard,Chaz Schilens,Jeff Cumberland,D'Brickashaw Ferguson,Matt Slauson,Nick Mangold,Brandon Moore,Austin Howard,,Sione Pouha,,,,,,,,,,David Harris,,Bart Scott,Jurrell Casey,Quinn Johnson,,,,,,LaRon Landry,Kamerion Wimbley,,Kyle Wilson,Garrett McIntyre,,,,,Jason McCourty,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad Wilkerson,Mike DeVito,,,,,,,,,,,,,,,
224,2012,December 22,16,Detroit Lions,Atlanta Falcons,Jim Schwartz,Mike Smith,4-11,13-2,dome,fieldturf ,Atlanta Falcons -4.0,50.5 (under),Matthew Stafford,Mikel Leshoure,Calvin Johnson,Will Heller,Jeff Backus,Rob Sims,Dominic Raiola,Stephen Peterman,Gosder Cherilus,Cliff Avril,,,Kyle Vanden Bosch,,Stephen Tulloch,,Chris Houston,Jonte Green,Don Carey,Louis Delmas,Matt Ryan,Michael Turner,Mike Cox,Roddy White,Tony Gonzalez,Sam Baker,Justin Blalock,Todd McClure,Peter Konz,Tyson Clabo,Corey Peters,,,Akeem Dent,,,,,,,,,,,Sammie Lee Hill,Shaun Chapas,,Jonathan Babineaux,,John Abraham,,Chris Hope,,,Dunta Robinson,Sean Weatherspoon,,,,,,,,DeAndre Levy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2012,December 23,16,Miami Dolphins,Buffalo Bills,Joe Philbin,Chan Gailey,7-8,5-10,outdoors,grass ,Miami Dolphins -5.0,43.0 (under),Ryan Tannehill,Reggie Bush,Marlon Moore,Jeron Mastrud,Jonathan Martin,Richie Incognito,Mike Pouncey,John Jerry,Nate Garner,Jared Odrick,,,Cameron Wake,,,,,,,,Ryan Fitzpatrick,C.J. Spiller,,Steve Johnson,Lee Smith,Cordy Glenn,Andy Levitre,Eric Wood,Kraig Urbik,Sam Young,Kyle Williams,,Nigel Bradham,Kelvin Sheppard,Nick Barnett,,Aaron Williams,Stephon Gilmore,George Wilson,Jairus Byrd,,,,,Randy Starks,,,Mario Williams,,Kyle Moore,,,,,,,,,,,Dimitri Patterson,,,,Reshad Jones,,,,,,,,,,,,,,,,,,,Jason Trusnik,,,,,,,,,,,,,,,,,,,,
226,2012,December 23,16,Jacksonville Jaguars,New England Patriots,Mike Mularkey,Bill Belichick,2-13,11-4,outdoors,grass ,New England Patriots -14.5,51.0 (under),Chad Henne,Montell Owens,Jordan Shipley,Marcedes Lewis,Eugene Monroe,Austin Pasztor,Brad Meester,Uche Nwaneri,Guy Whimper,Jason Babin,,,Jeremy Mincey,,Paul Posluszny,,Mike Harris,Derek Cox,Dawan Landry,Chris Prosinski,Tom Brady,Stevan Ridley,,Brandon Lloyd,Aaron Hernandez,Nate Solder,Logan Mankins,Ryan Wendell,Dan Connolly,Sebastian Vollmer,Vince Wilfork,,,,,,Devin McCourty,Kyle Arrington,,,,,,,C.J. Mosley,,,Rob Ninkovich,,Chandler Jones,,Patrick Chung,,,,,,,,,,,,D'Anthony Smith,,,Dont'a Hightower,,,,,,,,,,,,Marquice Cole,,,,,,,,,,,,,,,,,,,,,,,,,
