,date,week,year,seasonNumber,home,away,homeScore,awayScore,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,vegas line,over/under,homeQB,homeRB,homeWR,homeTE,homeLT,homeLG,homeC,homeRG,homeRT,homeLDE,homeLDT,homeRDT,homeRDE,homeOLB,homeMLB,homeLCB,homeRCB,homeSS,homeFS,awayQB,awayRB,awayWR,awayTE,awayLT,awayLG,awayC,awayRG,awayRT,awayLDE,awayLDT,awayRDT,awayRDE,awayLOLB,awayLILB,awayRILB,awayLCB,awayRCB,awaySS,awayFS,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,away Third Down Conv.,home Third Down Conv.,away Fourth Down Conv.,home Fourth Down Conv.,away Time of Possession,home Time of Possession,awayFB,awayILB,awayNT,awayOLB,homeDT,homeFB,homeNT,homeSLB,homeWLB,awayMLB,awaySLB,awayWLB,homeDB,homeHB,homeLLB,homeRLB,homeLOT,homeROT,awayHB,awayUT,awayROLB,awayX,awayZ,awayLLB,awayRLB,awaySAM,awayWILL,awayDB,awayDT,awayS,homeCB,homeDE,homeBLB,homeLOLB,homeROLB,awayDE,homeZ,homeLILB,homeRILB,awayLOT,awayROT,homeILB,awayCB,awayBLB,homeUT,homeSAM,homeWIL,homeX,awayFL,awaySE,homeLB,homeFL,homeSE,homeS,awayWIL,awayLB,awayE,awayT,homeDL
226,December 21,16,2002,83,Dallas Cowboys,Philadelphia Eagles,3,27,Dave Campo,Andy Reid,5-10,12-3,outdoors,astroturf,Philadelphia Eagles -7.0,36.5 (under),Chad Hutchinson,Emmitt Smith,Antonio Bryant,James Whalen,Flozell Adams,Ross Tucker,Tyson Walter,Andre Gurode,Solomon Page,Greg Ellis,,,Ebenezer Ekuban,,Dat Nguyen,Dwayne Goodrich,Mario Edwards,Tony Dixon,Roy Williams,A.J. Feeley,Duce Staley,Todd Pinkston,Chad Lewis,Tra Thomas,John Welbourn,Hank Fraley,Jermane Mayberry,Jon Runyan,Brandon Whiting,Corey Simon,Darwin Walker,Hugh Douglas,,,,Troy Vincent,Bobby Taylor,Michael Lewis,Brian Dawkins,17,9,32-114-1,19-68-0,19-33-253-1-2,15-24-128-0-1,1-8,7-50,245,78,359,146,0-0,6-2,2,3,10-67,7-69,8-18,0-12,0-0,0-1,31:43,28:17,Cecil Martin,,,,La'Roi Glover,,Brandon Noble,Kevin Hardy,Dexter Coakley,Levon Kirkland,,,,,,,,,,,,,,,,Carlos Emmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shawn Barber,,,,
227,December 22,16,2002,83,Kansas City Chiefs,San Diego Chargers,24,22,Dick Vermeil,Marty Schottenheimer,8-7,8-7,outdoors,grass,Kansas City Chiefs -1.5,44.0 (over),Trent Green,Mike Cloud,,Jason Dunn,Willie Roaf,Brian Waters,Casey Wiegmann,Will Shields,John Tait,Eric Hicks,John Browning,,Duane Clemons,,Marvcus Patton,Eric Warfield,William Bartee,Greg Wesley,Shaunard Harts,Drew Brees,LaDainian Tomlinson,Curtis Conway,Stephen Alexander,Sammy Williams,Kelvin Garmon,Jason Ball,Toniu Fonoti,Vaughn Parker,Marcellus Wiley,Leonardo Carson,Jason Fisk,Raylee Johnson,Ben Leber,,,Alex Molden,Ryan McNeil,Rodney Harrison,Keith Lyle,20,19,26-148-0,24-53-0,26-40-242-2-0,23-36-337-3-1,1-7,3-14,235,323,383,376,1-1,0-0,1,1,9-50,1-1,2-12,7-16,0-1,1-1,29:41,30:19,Fred McCrary,,,,,,Derrick Ransom,,,Donnie Edwards,,,,,,,,,,,Junior Seau,,,,,,,,,,,,,Scott Fujita,Mike Maslowski,,Marc Boerigter,,,,,,,,,,,Eddie Kennison,,,,,,,,,,,
228,December 22,16,2002,83,Indianapolis Colts,New York Giants,27,44,Tony Dungy,Jim Fassel,9-6,9-6,dome,astroturf,Indianapolis Colts -4.5,41.0 (over),Peyton Manning,Edgerrin James,Marvin Harrison,Joe Davenport,Tarik Glenn,Rick DeMulling,Jeff Saturday,Ryan Diem,Adam Meadows,Chad Bratzke,Josh Williams,Larry Tripplett,Dwight Freeney,,Rob Morris,Walt Harris,David Macklin,David Gibson,Idrees Bashir,Kerry Collins,Tiki Barber,Jeremy Shockey,Dan Campbell,Luke Petitgout,Rich Seubert,Chris Bober,Jason Whittle,Mike Rosenthal,Michael Strahan,Cornelius Griffin,Lance Legree,Kenny Holmes,,,,Will Allen,Jason Sehorn,Shaun Williams,Omar Stoutmire,24,20,36-103-2,19-50-0,23-29-366-4-0,30-46-365-3-2,0-0,2-16,366,349,469,399,3-3,0-0,3,2,5-33,7-59,8-13,4-14,0-1,1-2,32:36,27:24,,,,Dhani Jones,,,,,,Kevin Lewis,,,,,Mike Peterson,Marcus Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,December 22,16,2002,83,Carolina Panthers,Chicago Bears,24,14,John Fox,Dick Jauron,6-9,4-11,outdoors,grass,Carolina Panthers -4.0,36.5 (over),Rodney Peete,Dee Brown,Muhsin Muhammad,Wesley Walls,Todd Steussie,Jamar Nesbit,Jeff Mitchell,Kevin Donnalley,Melvin Tuten,Al Wallace,Brentson Buckner,Kris Jenkins,Mike Rucker,,Will Witherspoon,Terry Cousin,Reggie Howard,Mike Minter,Deon Grant,Chris Chandler,Leon Johnson,Marty Booker,John Gilmore,Mike Gandy,Kevin Dogins,Olin Kreutz,Chris Villarrial,James Williams,Phillip Daniels,Bryan Robinson,Keith Traylor,Alex Brown,,,,Roosevelt Williams,Jerry Azumah,Michael Green,Mike Brown,8,15,22-55-0,39-88-2,15-30-163-2-0,18-35-179-1-0,4-32,3-14,131,165,186,253,4-4,3-2,4,2,3-32,4-40,4-15,5-21,0-1,0-1,23:10,36:50,Daimon Shelton,,,,,Brad Hoover,,Mark Fields,Brian Allen,Brian Urlacher,Rosevelt Colvin,Bobbie Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,December 22,16,2002,83,Green Bay Packers,Buffalo Bills,10,0,Mike Sherman,Gregg Williams,12-3,7-8,outdoors,grass,Green Bay Packers -6.5,43.5 (under),Brett Favre,Ahman Green,Terry Glenn,Bubba Franks,Mike Flanagan,Mike Wahle,Frank Winters,Marco Rivera,Kevin Barry,Vonnie Holliday,,,Kabeer Gbaja-Biamila,,Hardy Nickerson,Mike McKenzie,Tyrone Williams,Marques Anderson,Darren Sharper,Drew Bledsoe,Travis Henry,Peerless Price,Dave Moore,Jonas Jennings,Ruben Brown,Trey Teague,Marques Sullivan,Mike Williams,Chidi Ahanotu,Ron Edwards,Pat Williams,Aaron Schobel,,,,Antoine Winfield,Nate Clements,Coy Wire,Pierson Prioleau,17,14,24-43-0,30-119-0,18-36-179-0-2,15-33-114-1-2,6-37,2-10,142,104,185,223,6-4,2-0,6,2,2-10,3-25,3-12,5-15,0-0,0-1,31:52,28:08,Phillip Crosby,,,,Cletidus Hunt,William Henderson,Rod Walker,Na'il Diggs,Nate Wayne,London Fletcher,Keith Newman,Eddie Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,December 22,16,2002,83,Washington Redskins,Houston Texans,26,10,Steve Spurrier,Dom Capers,6-9,4-11,outdoors,grass,Washington Redskins -6.5,36.5 (under),Patrick Ramsey,Kenny Watson,Derrius Thompson,Walter Rasby,Chris Samuels,Kipp Vickers,Larry Moore,Tre' Johnson,Jon Jansen,Renaldo Wynn,Carl Powell,Daryl Gardener,Bruce Smith,,Kevin Mitchell,Champ Bailey,Fred Smoot,Ifeanyi Ohalete,David Terrell,David Carr,Jonathan Wells,Corey Bradford,Billy Miller,Chester Pitts,Cameron Spikes,Steve McKinney,Fred Weary,Jimmy Herndon,Gary Walker,,,Jerry DeLoach,Kailee Wong,,,Aaron Glenn,Marcus Coleman,Eric Brown,Matt Stevens,10,27,24-67-0,46-247-1,12-31-112-0-1,14-31-190-2-0,3-13,0-0,99,190,166,437,4-2,1-0,3,0,10-83,6-60,4-15,7-17,0-2,0-0,23:02,36:58,Jarrod Baxter,,Seth Payne,,,,,LaVar Arrington,Jessie Armstead,Jamie Sharper,,,,,,,,,,,Jeff Posey,,,,,,,,,,,,,,,,,,,,,,,Jay Foreman,,,,,,,,,,,,,,,
232,December 22,16,2002,83,Cincinnati Bengals,New Orleans Saints,20,13,Dick LeBeau,Jim Haslett,2-13,9-6,outdoors,grass,New Orleans Saints -7.0,49.0 (under),Jon Kitna,,Chad Johnson,Matt Schobel,,Matt O'Dwyer,Rich Braham,Mike Goff,,Bernard Whittington,Glen Steele,Tony Williams,Justin Smith,,Brian Simmons,Jeff Burris,Artrell Hawkins,JoJuan Armour,Marquand Manuel,Aaron Brooks,Deuce McAllister,Joe Horn,David Sloan,Kyle Turley,Kendyl Jacox,Jerry Fontenot,LeCharles Bentley,Spencer Folau,Willie Whitehead,,,Darren Howard,,,,Dale Carter,Fred Thomas,Sammy Knight,Jay Bellamy,11,25,20-33-0,39-240-2,16-38-203-1-0,20-40-190-1-2,3-26,2-7,177,183,210,423,5-2,4-2,2,4,4-30,6-40,2-14,7-16,0-2,1-1,24:41,35:19,Terrelle Smith,,,Sedrick Hodge,,Lorenzo Neal,,,,Charlie Clemons,,,,Corey Dillon,Canute Curtis,Takeo Spikes,Levi Jones,Willie Anderson,,,,,,,,,,,Grady Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,December 22,16,2002,83,Atlanta Falcons,Detroit Lions,36,15,Dan Reeves,Marty Mornhinweg,9-5-1,3-12,dome,astroturf,Atlanta Falcons -10.5,44.0 (over),Michael Vick,Warrick Dunn,Brian Finneran,Reggie Kelly,Bob Whitfield,Travis Claridge,Todd McClure,Kynan Forney,Todd Weiner,Patrick Kerney,,,Brady Smith,Matt Stewart,,Juran Bolden,Ashley Ambrose,Kevin McCadam,Keion Carpenter,Mike McMahon,,Bill Schroeder,Mikhael Ricks,Jeff Backus,Eric Beverly,Dominic Raiola,Ray Brown,Matt Joyce,Robert Porcher,,Shaun Rogers,Kalimba Edwards,,,,Chris Cash,Andre' Goodman,Brian Walker,Corey Harris,12,27,21-87-0,41-197-1,11-33-149-2-3,20-38-337-2-1,3-28,1-1,121,336,208,533,0-0,1-1,3,2,9-86,7-55,4-14,6-16,1-2,1-1,21:42,38:18,Cory Schlesinger,,,,,Bob Christian,Ed Jasper,,,Chris Claiborne,Donte Curry,Barrett Green,,,,,,,Aveion Cason,,,,,,,,,,Kelvin Pritchett,,,,,,,,,,,,,Keith Brooking,,,,,,,,,,,,,,,,,
234,December 22,16,2002,83,Jacksonville Jaguars,Tennessee Titans,10,28,Tom Coughlin,Jeff Fisher,6-9,10-5,outdoors,grass,Tennessee Titans -3.0,41.5 (under),Mark Brunell,Fred Taylor,Kevin Lockett,Kyle Brady,Mike Pearson,Brad Meester,John Wade,Chris Naeole,Todd Fordham,Marco Coleman,John Henderson,Marcus Stroud,Paul Spicer,,Wali Rainer,Fernando Bryant,Jason Craft,Donovin Darius,Marlon McCree,Steve McNair,Eddie George,Drew Bennett,Erron Kinney,Jason Mathews,Tom Ackerman,Gennaro DiNapoli,Benji Olson,Fred Miller,Kevin Carter,John Thornton,Albert Haynesworth,Carlos Hall,,,,Andre Dyson,Samari Rolle,Tank Williams,Lance Schulters,20,13,40-175-2,18-75-0,14-22-123-1-0,18-36-157-1-1,0-0,4-18,123,139,298,214,0-0,0-0,0,1,4-30,8-51,4-11,0-11,0-0,2-3,35:39,24:21,,,,,,,,Danny Clark,T.J. Slaughter,,Peter Sirmon,Keith Bulluck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald Mitchell,,,,,,,,,,,,,,,,
235,December 22,16,2002,83,Seattle Seahawks,St. Louis Rams,30,10,Mike Holmgren,Mike Martz,6-9,6-9,outdoors,fieldturf,Seattle Seahawks -2.5,48.0 (under),Matt Hasselbeck,Shaun Alexander,Darrell Jackson,Itula Mili,Walter Jones,Chris Gray,Robbie Tobeck,Jerry Wunsch,Chris Terry,John Hilliard,Chad Eaton,John Randle,Antonio Cochran,Tim Terry,Orlando Huff,Shawn Springs,Ken Lucas,Reggie Tongue,Marcus Robertson,Marc Bulger,Trung Canidate,Isaac Bruce,Ernie Conwell,John St. Clair,Heath Irwin,Andy McCollum,Frank Garcia,Adam Timmerman,Leonard Little,Ryan Pickett,Jeff Zgonina,Grant Wistrom,,,,Travis Fisher,Dre' Bly,Dexter McCleon,Kim Herring,17,26,15-17-0,34-100-2,32-49-270-1-3,20-32-303-1-0,2-16,2-11,254,292,271,392,2-2,2-1,5,1,12-102,4-20,8-15,7-14,0-1,1-2,28:39,31:21,James Hodgins,,,,,Mack Strong,,,,Jamie Duncan,Robert Thomas,Adam Archuleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,December 22,16,2002,83,Baltimore Ravens,Cleveland Browns,13,14,Brian Billick,Butch Davis,7-8,8-7,outdoors,grass,Baltimore Ravens -2.5,39.5 (under),Jeff Blake,Jamal Lewis,Randy Hymes,Todd Heap,Jonathan Ogden,Edwin Mulitalo,Mike Flynn,Bennie Anderson,Ethan Brooks,Anthony Weaver,,,Adalius Thomas,,,Chris McAlister,Gary Baxter,Ed Reed,Anthony Mitchell,Tim Couch,William Green,Quincy Morgan,Darnell Sanders,Ross Verba,Barry Stokes,Dave Wohlabaugh,Shaun O'Hara,Ryan Tucker,Kenard Lang,Gerard Warren,Orpheus Roye,Tyrone Rogers,,,,Corey Fuller,Daylon McCutcheon,Robert Griffith,Earl Little,19,16,26-63-1,29-146-0,22-31-209-1-1,16-28-143-1-1,2-16,2-14,193,129,256,275,0-0,2-0,1,1,7-70,6-40,5-11,7-14,1-1,0-0,29:46,30:14,,,,,,Alan Ricard,Kelly Gregg,,,Earl Holmes,Darren Hambrick,Dwayne Rudd,,,,,,,,,,,,,,,,,,,,,,Cornell Brown,Peter Boulware,,,Ed Hartwell,Bernardo Harris,,,,,,,,,,,,,,,,,,,,
237,December 22,16,2002,83,Oakland Raiders,Denver Broncos,28,16,Bill Callahan,Mike Shanahan,10-5,8-7,outdoors,grass,Oakland Raiders -3.5,46.5 (under),Rich Gannon,Charlie Garner,Jerry Rice,Jerry Porter,Barry Sims,Frank Middleton,Barret Robbins,Mo Collins,Lincoln Kennedy,,,,,Bill Romanowski,Napoleon Harris,,,Anthony Dorsett,Rod Woodson,Brian Griese,Clinton Portis,Ed McCaffrey,Tyrone Poole,Ephraim Salaam,Steve Herndon,Ben Hamilton,Dan Neil,Matt Lepsis,,,,,,,,Deltha O'Neal,Denard Walker,Kenoy Kennedy,Izell Reese,21,20,18-81-2,37-136-3,20-43-282-0-3,18-27-201-1-0,6-39,4-15,243,186,324,322,1-0,2-2,3,2,7-48,5-40,1-11,8-15,2-4,0-0,25:04,34:56,Mike Anderson,,,,John Parrella,,,,,Al Wilson,John Mobley,Ian Gold,,,,,,,,,,,,,,,,,,,Clarence Love,DeLawrence Grant,,,,,,,,,,,,,,,,,,,,,,,,,Trevor Pryce,Monsanto Pope,
238,December 22,16,2002,83,New England Patriots,New York Jets,17,30,Bill Belichick,Herm Edwards,8-7,8-7,outdoors,grass,New England Patriots -3.5,41.0 (over),Tom Brady,Antowain Smith,David Patten,Christian Fauria,Matt Light,Mike Compton,Damien Woody,Joe Andruzzi,Adrian Klemm,Bobby Hamilton,Richard Seymour,Rick Lyle,Anthony Pleasant,Mike Vrabel,Ted Johnson,Ty Law,Leonard Myers,Lawyer Milloy,Tebucky Jones,Chad Pennington,Curtis Martin,Wayne Chrebet,Anthony Becht,Jason Fabini,Dave Szott,Kevin Mawae,Randy Thomas,Kareem McKenzie,Shaun Ellis,Josh Evans,,John Abraham,,,,Donnie Abraham,Aaron Beasley,Sam Garnes,Damien Robinson,19,14,31-108-0,23-97-0,23-34-285-3-0,19-37-133-1-1,0-0,2-14,285,119,393,216,2-0,2-1,0,2,7-60,4-30,6-15,6-16,0-0,1-2,34:22,25:38,Richie Anderson,,Jason Ferguson,,,Marc Edwards,,,,Marvin Jones,Mo Lewis,Sam Cowart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,December 23,16,2002,83,Tampa Bay Buccaneers,Pittsburgh Steelers,7,17,Jon Gruden,Bill Cowher,11-4,9-5-1,outdoors,grass,Tampa Bay Buccaneers -4.5,38.0 (under),Shaun King,Michael Pittman,Joe Jurevicius,Ken Dilger,Roman Oben,Kerry Jenkins,Jeff Christy,Cosey Coleman,Kenyatta Walker,Greg Spires,,,Simeon Rice,,Shelton Quarles,Brian Kelly,Ronde Barber,John Lynch,Dexter Jackson,Tommy Maddox,Jerome Bettis,Jerame Tuman,Dan Kreider,Wayne Gandy,Alan Faneca,Jeff Hartings,Kendall Simmons,Marvel Smith,Kimo von Oelhoffen,,,Aaron Smith,,,,Chad Scott,Brent Alexander,Lee Flowers,Dewayne Washington,19,18,35-94-0,14-74-0,18-24-244-1-0,21-44-232-1-1,2-11,6-29,233,203,327,277,2-1,2-2,1,3,5-45,5-39,7-14,2-11,0-1,1-1,34:20,25:40,,James Farrior,,Joey Porter,Warren Sapp,,Chartric Darby,Alshermond Singleton,Derrick Brooks,,,,,,,,,,,,,,,,,,,Deshea Townsend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,December 28,17,2002,83,New York Giants,Philadelphia Eagles,10,7,Jim Fassel,Andy Reid,10-6,12-4,outdoors,grass,New York Giants -1.0,37.5 (under),Kerry Collins,Tiki Barber,Jeremy Shockey,Dan Campbell,Luke Petitgout,Rich Seubert,Chris Bober,Jason Whittle,Mike Rosenthal,Michael Strahan,Cornelius Griffin,Lance Legree,Kenny Holmes,Dhani Jones,Micheal Barrow,Will Allen,Will Peterson,Shaun Williams,Omar Stoutmire,A.J. Feeley,Duce Staley,Freddie Mitchell,Chad Lewis,Tra Thomas,John Welbourn,Hank Fraley,Jermane Mayberry,Jon Runyan,Brandon Whiting,Corey Simon,Darwin Walker,Hugh Douglas,,,,Troy Vincent,Bobby Taylor,Michael Lewis,Brian Dawkins,9,23,23-65-1,39-213-0,13-25-150-0-1,25-35-256-1-1,1-6,1-8,144,248,209,461,1-0,7-3,1,4,8-55,7-64,3-13,6-12,0-0,0-0,26:04,39:06,Cecil Martin,,,,,,,,,Levon Kirkland,,,,,,,,,,,,,,,,Carlos Emmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shawn Barber,,,,
241,December 28,17,2002,83,Oakland Raiders,Kansas City Chiefs,24,0,Bill Callahan,Dick Vermeil,11-5,8-8,outdoors,grass,Oakland Raiders -8.5,44.5 (under),Rich Gannon,Charlie Garner,Tim Brown,Roland Williams,Barry Sims,Frank Middleton,Barret Robbins,Mo Collins,Lincoln Kennedy,,,,,Eric Barton,Napoleon Harris,,,Anthony Dorsett,Rod Woodson,Trent Green,Mike Cloud,,Tony Gonzalez,Willie Roaf,Brian Waters,Casey Wiegmann,Will Shields,John Tait,Eric Hicks,John Browning,,Duane Clemons,,,,Eric Warfield,William Bartee,Jason Belser,Shaunard Harts,11,26,15-44-0,60-280-2,15-32-137-0-1,7-14-79-1-0,1-5,1-5,132,74,176,354,1-0,3-1,1,1,1-5,4-25,4-11,8-15,1-3,3-4,19:45,40:15,,,Derrick Ransom,,John Parrella,,,,,Marvcus Patton,,,,,,,,,,,Mike Maslowski,Eddie Kennison,Johnnie Morton,,,,,,,,Terrance Shaw,DeLawrence Grant,,,,,,,,,,,Ray Crockett,,,,,,,,,,,,,,,,
242,December 29,17,2002,83,Pittsburgh Steelers,Terry Jones,34,31,Bill Cowher,Brian Billick,10-5-1,7-9,outdoors,grass,Pittsburgh Steelers -8.0,39.0 (over),Tommy Maddox,Amos Zereoue,Plaxico Burress,Jerame Tuman,Wayne Gandy,Alan Faneca,Jeff Hartings,Kendall Simmons,Marvel Smith,,,,,Joey Porter,,Deshea Townsend,Dewayne Washington,Lee Flowers,Brent Alexander,Jeff Blake,Jamal Lewis,Randy Hymes,Todd Heap,Jonathan Ogden,Edwin Mulitalo,Mike Flynn,Bennie Anderson,Ethan Brooks,Anthony Weaver,,,Adalius Thomas,Cornell Brown,Ed Hartwell,Bernardo Harris,Chris McAlister,Gary Baxter,Ed Reed,Anthony Mitchell,21,25,23-114-1,37-175-2,19-26-336-2-2,20-30-194-2-2,3-28,4-18,308,176,422,351,3-2,0-0,4,2,9-82,5-41,6-10,8-13,0-0,1-2,23:25,36:35,,,Kelly Gregg,,,Dan Kreider,Casey Hampton,,,,,,,,,,,,,,Peter Boulware,,,,,,,,,,,Kimo von Oelhoffen,,,,,,,,,,Mike Jones,,,,,,,,,,,,,,,,,
243,December 29,17,2002,83,Cleveland Browns,Atlanta Falcons,24,16,Butch Davis,Dan Reeves,9-7,9-6-1,outdoors,grass,Atlanta Falcons -2.5,41.0 (under),Tim Couch,William Green,Quincy Morgan,Mark Campbell,Ross Verba,Barry Stokes,Dave Wohlabaugh,Shaun O'Hara,Ryan Tucker,Kenard Lang,Gerard Warren,Orpheus Roye,Tyrone Rogers,,Earl Holmes,Corey Fuller,Daylon McCutcheon,Robert Griffith,Earl Little,Michael Vick,Warrick Dunn,Brian Finneran,Reggie Kelly,Bob Whitfield,Travis Claridge,Todd McClure,Kynan Forney,Todd Weiner,Patrick Kerney,,,Brady Smith,,,,Ray Buchanan,Ashley Ambrose,Gerald McBurrows,Keion Carpenter,16,17,27-105-0,34-189-2,17-40-240-1-1,14-25-154-1-3,2-14,3-25,226,129,331,318,4-2,1-1,3,4,4-27,4-25,8-17,6-12,0-1,0-0,29:15,30:45,,Keith Brooking,Ed Jasper,Matt Stewart,,,,Darren Hambrick,Dwayne Rudd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,December 29,17,2002,83,New Orleans Saints,Carolina Panthers,6,10,Jim Haslett,John Fox,9-7,7-9,dome,astroturf,New Orleans Saints -6.0,43.5 (under),Aaron Brooks,Deuce McAllister,Donte' Stallworth,David Sloan,Kyle Turley,Kendyl Jacox,Jerry Fontenot,LeCharles Bentley,Spencer Folau,Willie Whitehead,,,Darren Howard,Sedrick Hodge,Charlie Clemons,Dale Carter,Fred Thomas,Sammy Knight,Jay Bellamy,Rodney Peete,Nick Goings,Muhsin Muhammad,Jermaine Wiggins,Todd Steussie,Jamar Nesbit,Jeff Mitchell,Kevin Donnalley,Melvin Tuten,Al Wallace,Brentson Buckner,Kris Jenkins,Mike Rucker,,,,Terry Cousin,Reggie Howard,Mike Minter,Deon Grant,13,13,26-85-0,30-125-0,20-32-203-1-2,12-31-145-0-2,3-15,4-26,188,119,273,244,3-1,3-1,3,3,3-19,4-27,3-14,4-17,1-1,0-1,30:20,29:40,Brad Hoover,,,,Grady Jackson,Terrelle Smith,,,,Will Witherspoon,Mark Fields,Brian Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,December 29,17,2002,83,Buffalo Bills,Cincinnati Bengals,27,9,Gregg Williams,Dick LeBeau,8-8,2-14,outdoors,astroturf,Buffalo Bills -7.5,45.0 (under),Drew Bledsoe,Travis Henry,Peerless Price,Jay Riemersma,Jonas Jennings,Ruben Brown,Trey Teague,Marques Sullivan,Mike Williams,Chidi Ahanotu,Ron Edwards,Pat Williams,Aaron Schobel,,London Fletcher,Antoine Winfield,Nate Clements,Coy Wire,Pierson Prioleau,Jon Kitna,,T.J. Houshmandzadeh,,Levi Jones,Matt O'Dwyer,Rich Braham,Mike Goff,Willie Anderson,Bernard Whittington,Glen Steele,Tony Williams,Justin Smith,,,,Jeff Burris,Artrell Hawkins,JoJuan Armour,Marquand Manuel,19,23,18-84-1,38-99-2,19-35-241-0-2,23-31-231-1-0,2-8,2-6,233,225,317,324,1-1,5-3,3,3,10-105,7-71,1-9,8-15,0-2,1-2,21:22,38:38,,,,,,Phillip Crosby,,,,Brian Simmons,,,Ahmad Brooks,,,,,,Corey Dillon,,,,,Canute Curtis,Takeo Spikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,December 29,17,2002,83,Washington Redskins,Dallas Cowboys,20,14,Steve Spurrier,Dave Campo,7-9,5-11,outdoors,grass,Washington Redskins -7.5,36.5 (under),Patrick Ramsey,Kenny Watson,Derrius Thompson,Zeron Flemister,Chris Samuels,Kipp Vickers,Larry Moore,Tre' Johnson,Jon Jansen,Renaldo Wynn,Carl Powell,Daryl Gardener,Bruce Smith,,Kevin Mitchell,Champ Bailey,Darrell Green,,David Terrell,Chad Hutchinson,Emmitt Smith,Joey Galloway,Tony McGee,Flozell Adams,Ross Tucker,Tyson Walter,Andre Gurode,Javier Collins,Greg Ellis,,,Ebenezer Ekuban,,,,Pete Hunter,Mario Edwards,Tony Dixon,Roy Williams,8,18,22-38-0,37-151-1,12-23-189-1-1,17-31-209-0-2,5-41,1-8,148,201,186,352,4-3,3-3,4,5,9-86,8-55,1-13,9-17,1-1,1-1,24:33,35:27,,,Brandon Noble,,,Walter Rasby,,LaVar Arrington,Jessie Armstead,Dat Nguyen,Kevin Hardy,Dexter Coakley,,,,,,,,,,,,,,,,,La'Roi Glover,,Fred Smoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,December 29,17,2002,83,New England Patriots,Miami Dolphins,27,24,Bill Belichick,Dave Wannstedt,9-7,9-7,outdoors,grass,Miami Dolphins -2.0,38.0 (over),Tom Brady,Antowain Smith,David Patten,Christian Fauria,Matt Light,Mike Compton,Damien Woody,Joe Andruzzi,Adrian Klemm,Bobby Hamilton,Rick Lyle,Richard Seymour,Anthony Pleasant,Mike Vrabel,Ted Johnson,Ty Law,Terrell Buckley,Lawyer Milloy,Victor Green,Jay Fiedler,,Chris Chambers,Randy McMichael,Mark Dixon,Seth McKinney,Tim Ruddy,Todd Perry,Todd Wade,Adewale Ogunleye,Tim Bowens,Larry Chester,Jason Taylor,,,,Patrick Surtain,Sam Madison,Arturo Freeman,Brock Marion,20,20,37-256-2,31-116-1,11-25-110-1-0,25-45-221-1-1,2-7,1-5,103,216,359,332,0-0,1-1,0,2,6-83,4-20,3-13,7-17,0-0,0-0,31:11,30:52,,,,,,Marc Edwards,,,,Zach Thomas,Morlon Greenwood,Derrick Rodgers,,,,,,,Ricky Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
